t0,b0,t1,b1,sec
205,/,0.819,/,500
500,/,0.867,/,812
812,/,0.886,/,1131
1131,/,0.856,/,1439
1439,/,0.825,f,1736
1736,f,0.828,/,2034
2034,/,0.808,/,2325
2325,/,0.844,/,2629
2629,/,0.828,/,2927
2927,/,0.858,/,3236
3236,/,0.858,/,3545
3545,/,0.867,/,3857
3857,/,0.825,/,4154
4154,/,0.783,/,4436
4436,/,0.792,/,4721
4721,/,0.839,/,5023
5023,/,0.875,/,5338
5338,/,0.908,/,5665
5665,/,0.844,/,5969
5969,/,0.811,/,6261
6261,/,0.803,/,6550
6550,/,0.842,/,6853
6853,/,0.831,/,7152
7152,/,0.864,/,7463
7463,/,0.867,/,7775
7775,/,0.847,/,8080
8080,/,0.839,/,8382
8382,/,0.811,/,8674
8674,/,0.786,/,8957
8957,/,0.831,/,9256
9256,/,0.833,/,9556
9556,/,0.908,/,9883
9883,/,0.858,/,10192
10192,/,0.831,/,10491
10491,/,0.797,/,10778
10778,/,0.808,/,11069
11069,/,0.811,/,11361
11361,/,0.867,/,11673
11673,/,0.903,/,11998
11998,/,0.844,/,12302
12302,/,0.836,/,12603
12603,/,0.819,/,12898
12898,/,0.789,/,13182
13182,/,0.839,/,13484
13484,/,0.589,V,13696
13696,V,0.892,/,14017
14017,/,0.864,/,14328
14328,/,0.856,/,14636
14636,/,0.833,/,14936
14936,/,0.794,/,15222
15222,/,0.786,/,15505
15505,/,0.828,/,15803
15803,/,0.892,/,16124
16124,/,0.883,/,16442
16442,/,0.819,/,16737
16737,/,0.836,/,17038
17038,/,0.800,/,17326
17326,/,0.797,/,17613
17613,/,0.861,/,17923
17923,/,0.847,/,18228
18228,/,0.856,/,18536
18536,/,0.864,/,18847
18847,/,0.836,/,19148
19148,/,0.811,/,19440
19440,/,0.786,/,19723
19723,/,0.817,/,20017
20017,/,0.850,/,20323
20323,/,0.889,/,20643
20643,/,0.864,/,20954
20954,/,0.833,/,21254
21254,/,0.808,/,21545
21545,/,0.778,/,21825
21825,/,0.853,/,22132
22132,/,0.869,/,22445
22445,/,0.883,/,22763
22763,/,0.856,/,23071
23071,/,0.847,/,23376
23376,/,0.811,/,23668
23668,/,0.806,/,23958
23958,/,0.836,/,24259
24259,/,0.822,/,24555
24555,/,0.864,/,24866
24866,/,0.872,/,25180
25180,/,0.853,/,25487
25487,/,0.822,/,25783
25783,/,0.786,/,26066
26066,/,0.811,/,26358
26358,/,0.831,/,26657
26657,/,0.867,/,26969
26969,/,0.878,/,27285
27285,/,0.850,/,27591
27591,/,0.806,/,27881
27881,/,0.814,/,28174
28174,/,0.825,/,28471
28471,/,0.822,f,28767
28767,f,0.581,V,28976
28976,V,0.892,f,29297
29297,f,0.667,V,29537
29537,V,0.883,/,29855
29855,/,0.831,/,30154
30154,/,0.794,/,30440
30440,/,0.819,/,30735
30735,/,0.794,f,31021
31021,f,0.611,V,31241
31241,V,0.931,f,31576
31576,f,0.686,V,31823
31823,V,0.850,f,32129
32129,f,0.653,V,32364
32364,V,0.853,f,32671
32671,f,0.628,V,32897
32897,V,0.894,/,33219
33219,/,0.886,/,33538
33538,/,0.817,/,33832
33832,/,0.867,/,34144
34144,/,0.831,/,34443
34443,/,0.806,/,34733
34733,/,0.808,/,35024
35024,/,0.814,/,35317
35317,/,0.839,/,35619
35619,/,0.858,/,35928
35928,/,0.864,/,36239
36239,/,0.831,/,36538
36538,/,0.797,/,36825
36825,/,0.789,/,37109
37109,/,0.811,/,37401
37401,/,0.900,/,37725
37725,/,0.875,/,38040
38040,/,0.831,/,38339
38339,/,0.836,/,38640
38640,/,0.806,/,38930
38930,/,0.808,/,39221
39221,/,0.844,/,39525
39525,/,0.853,/,39832
39832,/,0.878,/,40148
40148,/,0.850,/,40454
40454,/,0.686,V,40701
