t0,b0,t1,b1,sec
348,N,1.094,N,742
742,N,1.147,N,1155
1155,N,1.169,N,1576
1576,N,1.122,N,1980
1980,N,1.069,N,2365
2365,N,1.089,N,2757
2757,N,1.139,N,3167
3167,N,1.172,N,3589
3589,N,1.158,N,4006
4006,N,1.094,N,4400
4400,N,1.108,N,4799
4799,N,1.114,N,5200
5200,N,1.147,N,5613
5613,N,1.117,N,6015
6015,N,1.086,N,6406
6406,N,1.089,N,6798
6798,N,1.092,N,7191
7191,N,1.156,N,7607
7607,N,1.206,N,8041
8041,N,1.167,N,8461
8461,N,1.100,N,8857
8857,N,1.119,N,9260
9260,N,1.158,N,9677
9677,N,1.200,N,10109
10109,N,0.658,V,10346
10346,V,1.539,N,10900
10900,N,1.083,N,11290
11290,N,1.086,N,11681
11681,N,1.131,N,12088
12088,N,1.133,N,12496
12496,N,1.083,N,12886
12886,N,1.092,N,13279
13279,N,1.100,N,13675
13675,N,1.167,N,14095
14095,N,1.192,N,14524
14524,N,1.181,N,14949
14949,N,1.122,N,15353
15353,N,1.119,N,15756
15756,N,1.167,N,16176
16176,N,1.203,N,16609
16609,N,1.150,N,17023
17023,N,1.072,N,17409
17409,N,1.064,N,17792
17792,N,1.117,N,18194
18194,N,1.161,N,18612
18612,N,1.094,N,19006
19006,N,1.094,N,19400
19400,N,1.081,N,19789
19789,N,1.117,N,20191
20191,N,1.164,N,20610
20610,N,1.181,N,21035
21035,N,1.181,N,21460
21460,N,1.108,N,21859
21859,N,1.103,N,22256
22256,N,1.181,N,22681
22681,N,1.189,N,23109
23109,N,1.167,N,23529
23529,N,1.111,N,23929
23929,N,1.114,N,24330
24330,N,1.183,N,24756
24756,N,1.181,N,25181
25181,N,1.139,N,25591
25591,N,1.092,N,25984
25984,N,1.083,N,26374
26374,N,1.122,N,26778
26778,N,1.172,N,27200
27200,N,1.158,N,27617
27617,N,1.147,N,28030
28030,N,1.094,N,28424
28424,N,1.108,N,28823
28823,N,1.172,N,29245
29245,N,1.197,N,29676
29676,N,1.153,N,30091
30091,N,1.106,N,30489
30489,N,1.103,N,30886
30886,N,1.222,N,31326
31326,N,1.186,N,31753
