t0,b0,t1,b1,sec
309,N,0.539,V,503
503,V,1.317,N,977
977,N,0.939,N,1315
1315,N,0.933,N,1651
1651,N,0.889,N,1971
1971,N,0.897,N,2294
2294,N,0.539,V,2488
2488,V,1.300,N,2956
2956,N,0.944,N,3296
3296,N,0.881,N,3613
3613,N,0.861,N,3923
3923,N,0.928,N,4257
4257,N,0.531,V,4448
4448,V,1.272,N,4906
4906,N,0.925,N,5239
5239,N,0.869,N,5552
5552,N,0.917,N,5882
5882,N,0.911,N,6210
6210,N,0.864,N,6521
6521,N,0.953,N,6864
6864,N,0.933,N,7200
7200,N,0.867,N,7512
7512,N,0.547,V,7709
7709,V,1.303,N,8178
8178,N,0.553,V,8377
8377,V,1.342,N,8860
8860,N,0.533,V,9052
9052,V,1.331,N,9531
9531,N,0.569,V,9736
9736,V,1.272,N,10194
10194,N,0.631,V,10421
10421,V,1.239,N,10867
10867,N,0.550,V,11065
11065,V,1.333,N,11545
11545,N,0.883,N,11863
11863,N,0.897,N,12186
12186,N,0.878,N,12502
12502,N,0.839,N,12804
12804,N,0.542,V,12999
12999,V,1.286,N,13462
13462,N,0.542,V,13657
13657,V,1.286,N,14120
14120,N,0.569,V,14325
14325,V,1.286,N,14788
14788,N,0.536,V,14981
14981,V,1.306,N,15451
15451,N,0.881,N,15768
15768,N,0.867,N,16080
16080,N,0.903,N,16405
16405,N,0.875,N,16720
16720,N,0.522,V,16908
16908,V,1.342,N,17391
17391,N,0.919,N,17722
17722,N,0.531,V,17913
17913,V,1.319,N,18388
18388,N,0.939,N,18726
18726,N,0.542,V,18921
18921,V,1.339,N,19403
19403,N,0.592,V,19616
19616,V,1.356,N,20104
20104,N,0.925,N,20437
20437,N,0.531,V,20628
20628,V,1.317,N,21102
21102,N,0.539,V,21296
21296,V,1.297,N,21763
21763,N,0.575,V,21970
21970,V,1.225,N,22411
22411,N,0.925,N,22744
22744,N,0.883,N,23062
23062,N,0.886,N,23381
23381,N,0.947,N,23722
23722,N,0.922,N,24054
24054,N,0.978,N,24406
24406,N,0.947,N,24747
24747,N,0.897,N,25070
25070,N,0.536,V,25263
25263,V,1.369,N,25756
25756,N,0.878,N,26072
26072,N,0.917,N,26402
26402,N,0.908,N,26729
26729,N,0.883,N,27047
27047,N,0.886,N,27366
27366,N,0.914,N,27695
27695,N,0.522,V,27883
27883,V,1.356,N,28371
28371,N,0.964,N,28718
28718,N,0.936,N,29055
29055,N,0.892,N,29376
29376,N,0.911,N,29704
29704,N,0.572,V,29910
29910,V,1.322,N,30386
30386,N,0.525,V,30575
30575,V,1.364,N,31066
31066,N,0.544,V,31262
31262,V,1.292,N,31727
31727,N,0.933,N,32063
32063,N,0.867,N,32375
32375,N,0.894,N,32697
32697,N,0.911,N,33025
33025,N,0.886,N,33344
33344,N,0.897,N,33667
33667,N,0.928,N,34001
34001,N,0.911,N,34329
34329,N,0.911,N,34657
34657,N,0.939,N,34995
34995,N,0.953,N,35338
35338,N,0.911,N,35666
35666,N,0.969,N,36015
36015,N,0.942,N,36354
36354,N,0.917,N,36684
36684,N,0.956,N,37028
37028,N,0.911,N,37356
37356,N,0.903,N,37681
37681,N,0.961,N,38027
38027,N,0.906,N,38353
38353,N,0.894,N,38675
38675,N,0.944,N,39015
39015,N,0.903,N,39340
39340,N,0.883,N,39658
39658,N,0.906,N,39984
39984,N,0.878,N,40300
40300,N,0.908,N,40627
40627,N,0.903,N,40952
40952,N,0.906,N,41278
41278,N,0.917,N,41608
41608,N,0.911,N,41936
41936,N,0.528,V,42126
42126,V,1.303,N,42595
42595,N,0.922,N,42927
42927,N,0.894,N,43249
43249,N,0.869,N,43562
43562,N,0.886,N,43881
43881,N,0.903,N,44206
44206,N,0.864,N,44517
44517,N,0.881,N,44834
44834,N,0.542,V,45029
45029,V,1.286,N,45492
45492,N,0.944,N,45832
45832,N,0.911,N,46160
46160,N,0.892,N,46481
46481,N,0.925,N,46814
46814,N,0.883,N,47132
47132,N,0.536,V,47325
47325,V,1.306,N,47795
47795,N,0.544,V,47991
47991,V,1.311,N,48463
48463,N,0.656,V,48699
48699,V,1.247,N,49148
49148,N,0.950,N,49490
49490,N,0.881,N,49807
49807,N,0.544,V,50003
50003,V,1.292,N,50468
50468,N,0.908,N,50795
50795,N,0.528,V,50985
50985,V,1.319,N,51460
51460,N,0.911,N,51788
51788,N,0.908,N,52115
52115,N,0.886,N,52434
52434,N,0.869,N,52747
52747,N,0.539,V,52941
52941,V,1.294,N,53407
53407,N,0.958,N,53752
53752,N,0.908,N,54079
54079,N,0.878,N,54395
54395,N,0.919,N,54726
54726,N,0.892,N,55047
55047,N,0.886,N,55366
