t0,b0,t1,b1,sec
46,F,0.453,V,209
209,V,0.761,N,483
483,N,0.594,F,697
697,F,0.433,V,853
853,V,0.911,N,1181
1181,N,0.547,V,1378
1378,V,0.558,V,1579
1579,V,0.781,N,1860
1860,N,0.550,V,2058
2058,V,0.511,V,2242
2242,V,0.878,N,2558
2558,N,0.525,V,2747
2747,V,0.508,V,2930
2930,V,0.753,N,3201
3201,N,0.583,V,3411
3411,V,0.542,V,3606
3606,V,0.778,N,3886
3886,N,0.586,F,4097
4097,F,0.458,V,4262
4262,V,0.842,N,4565
4565,N,0.558,F,4766
4766,F,0.494,V,4944
4944,V,0.700,N,5196
5196,N,0.606,F,5414
5414,F,0.428,V,5568
5568,V,0.919,N,5899
5899,N,0.572,V,6105
6105,V,0.553,V,6304
6304,V,0.764,N,6579
6579,N,0.547,F,6776
6776,F,0.458,V,6941
6941,V,0.633,N,7169
7169,N,0.500,N,7349
7349,N,0.550,F,7547
7547,F,0.564,N,7750
7750,N,0.558,N,7951
7951,N,0.544,N,8147
8147,N,0.472,V,8317
8317,V,0.597,N,8532
8532,N,0.542,N,8727
8727,N,0.542,N,8922
8922,N,0.458,V,9087
9087,V,0.575,N,9294
9294,N,0.494,N,9472
9472,N,0.492,N,9649
9649,N,0.486,V,9824
9824,V,0.586,N,10035
10035,N,0.550,N,10233
10233,N,0.528,N,10423
10423,N,0.478,V,10595
10595,V,0.544,N,10791
10791,N,0.506,N,10973
10973,N,0.506,N,11155
11155,N,0.469,V,11324
11324,V,0.561,N,11526
11526,N,0.475,N,11697
11697,N,0.531,N,11888
11888,N,0.464,V,12055
12055,V,0.606,N,12273
12273,N,0.550,N,12471
12471,N,0.581,N,12680
12680,N,0.594,N,12894
12894,N,0.569,N,13099
13099,N,0.536,F,13292
13292,F,0.539,N,13486
13486,N,0.519,N,13673
13673,N,0.492,N,13850
13850,N,0.544,N,14046
14046,N,0.569,N,14251
14251,N,0.550,N,14449
14449,N,0.472,V,14619
14619,V,0.628,N,14845
14845,N,0.531,N,15036
15036,N,0.506,V,15218
