t0,b0,t1,b1,sec
197,N,0.728,N,459
459,N,0.692,N,708
708,N,0.714,N,965
965,N,0.714,N,1222
1222,N,0.714,N,1479
1479,N,0.728,N,1741
1741,N,0.761,N,2015
2015,N,0.756,N,2287
2287,N,0.731,N,2550
2550,N,0.703,N,2803
2803,N,0.692,N,3052
3052,N,0.697,N,3303
3303,N,0.722,N,3563
3563,N,0.756,N,3835
3835,N,0.742,N,4102
4102,N,0.747,N,4371
4371,N,0.733,N,4635
4635,N,0.739,N,4901
4901,N,0.703,N,5154
5154,N,0.703,N,5407
5407,N,0.428,V,5561
5561,V,1.006,N,5923
5923,N,0.756,N,6195
6195,N,0.758,N,6468
6468,N,0.744,N,6736
6736,N,0.722,N,6996
6996,N,0.694,N,7246
7246,N,0.722,N,7506
7506,N,0.725,N,7767
7767,N,0.431,V,7922
7922,V,1.022,N,8290
8290,N,0.761,N,8564
8564,N,0.736,N,8829
8829,N,0.733,N,9093
9093,N,0.714,N,9350
9350,N,0.694,N,9600
9600,N,0.681,N,9845
9845,N,0.722,N,10105
10105,N,0.764,N,10380
10380,N,0.736,N,10645
10645,N,0.731,N,10908
10908,N,0.722,N,11168
11168,N,0.711,N,11424
11424,N,0.700,N,11676
11676,N,0.708,N,11931
11931,N,0.711,N,12187
12187,N,0.728,N,12449
12449,N,0.489,V,12625
12625,V,1.006,N,12987
12987,N,0.736,N,13252
13252,N,0.708,N,13507
13507,N,0.689,N,13755
13755,N,0.697,N,14006
14006,N,0.686,N,14253
14253,N,0.733,N,14517
14517,N,0.747,N,14786
14786,N,0.742,N,15053
15053,N,0.717,N,15311
15311,N,0.733,N,15575
15575,N,0.719,N,15834
15834,N,0.694,N,16084
16084,N,0.697,N,16335
16335,N,0.708,N,16590
16590,N,0.733,N,16854
16854,N,0.761,N,17128
17128,N,0.750,N,17398
17398,N,0.728,N,17660
17660,N,0.711,N,17916
17916,N,0.700,N,18168
18168,N,0.717,N,18426
18426,N,0.711,N,18682
18682,N,0.733,N,18946
18946,N,0.742,N,19213
19213,N,0.750,N,19483
19483,N,0.733,N,19747
19747,N,0.725,N,20008
20008,N,0.706,N,20262
20262,N,0.703,N,20515
20515,N,0.692,N,20764
20764,N,0.742,N,21031
21031,N,0.475,V,21202
21202,V,1.039,N,21576
21576,N,0.728,N,21838
21838,N,0.728,N,22100
22100,N,0.697,N,22351
22351,N,0.703,N,22604
22604,N,0.711,N,22860
22860,N,0.706,N,23114
23114,N,0.728,N,23376
23376,N,0.736,N,23641
23641,N,0.764,N,23916
23916,N,0.733,N,24180
24180,N,0.692,N,24429
24429,N,0.689,N,24677
24677,N,0.458,V,24842
24842,V,0.969,N,25191
25191,N,0.753,N,25462
25462,N,0.750,N,25732
25732,N,0.736,N,25997
25997,N,0.714,N,26254
26254,N,0.728,N,26516
26516,N,0.708,N,26771
26771,N,0.692,N,27020
27020,N,0.703,N,27273
27273,N,0.711,N,27529
27529,N,0.739,N,27795
27795,N,0.753,N,28066
28066,N,0.747,N,28335
28335,N,0.708,N,28590
28590,N,0.681,N,28835
28835,N,0.706,N,29089
29089,N,0.722,N,29349
29349,N,0.711,N,29605
29605,N,0.733,N,29869
29869,N,0.744,N,30137
