t0,b0,t1,b1,sec
161,N,0.992,N,518
518,N,0.922,N,850
850,N,1.003,N,1211
1211,N,1.161,N,1629
1629,N,0.967,N,1977
1977,N,0.972,N,2327
2327,N,1.033,N,2699
2699,N,1.017,N,3065
3065,N,0.947,N,3406
3406,N,0.919,N,3737
3737,N,1.047,N,4114
4114,N,1.039,N,4488
4488,N,0.931,N,4823
4823,N,0.989,N,5179
5179,N,0.944,N,5519
5519,N,0.906,N,5845
5845,N,0.878,N,6161
6161,N,0.933,N,6497
6497,N,1.000,N,6857
6857,N,0.897,N,7180
7180,N,0.878,N,7496
7496,N,0.944,N,7836
7836,N,0.969,N,8185
8185,N,0.925,N,8518
8518,N,0.867,N,8830
8830,N,0.928,N,9164
9164,N,0.928,N,9498
9498,N,0.953,N,9841
9841,N,0.881,N,10158
10158,N,0.928,N,10492
10492,N,0.933,N,10828
10828,N,0.917,N,11158
11158,N,0.875,N,11473
11473,N,0.881,N,11790
11790,N,0.897,N,12113
12113,N,0.878,N,12429
12429,N,0.850,N,12735
12735,N,0.978,N,13087
13087,N,0.933,N,13423
13423,N,0.864,N,13734
13734,N,0.983,N,14088
14088,N,1.061,N,14470
14470,N,0.942,N,14809
14809,N,1.058,N,15190
15190,N,1.139,N,15600
15600,N,1.011,N,15964
15964,N,0.983,N,16318
16318,N,1.047,N,16695
16695,N,1.044,N,17071
17071,N,0.986,N,17426
17426,N,1.003,N,17787
17787,N,1.044,N,18163
18163,N,0.986,N,18518
18518,N,0.961,N,18864
18864,N,0.978,N,19216
19216,N,0.978,N,19568
19568,N,0.872,N,19882
19882,N,0.892,N,20203
20203,N,0.933,N,20539
20539,N,0.933,N,20875
20875,N,0.833,N,21175
21175,N,0.869,N,21488
21488,N,0.956,N,21832
21832,N,0.936,N,22169
22169,N,0.972,N,22519
22519,N,0.997,N,22878
22878,N,0.947,N,23219
23219,N,0.894,N,23541
23541,N,0.919,N,23872
23872,N,1.011,N,24236
24236,N,0.914,N,24565
24565,N,0.978,N,24917
24917,N,1.022,N,25285
25285,N,1.039,N,25659
25659,N,0.981,N,26012
26012,N,1.006,N,26374
26374,N,0.997,N,26733
26733,N,0.933,N,27069
27069,N,0.872,N,27383
27383,N,0.906,N,27709
27709,N,0.908,N,28036
28036,N,0.886,N,28355
28355,N,0.861,N,28665
28665,N,0.892,N,28986
28986,N,1.019,N,29353
29353,N,0.889,N,29673
29673,N,0.917,N,30003
30003,N,0.972,N,30353
30353,N,0.947,N,30694
30694,N,0.933,N,31030
31030,N,0.975,N,31381
31381,N,1.069,N,31766
31766,N,0.953,N,32109
32109,N,0.950,N,32451
32451,N,0.961,N,32797
32797,N,0.967,N,33145
33145,N,0.906,N,33471
33471,N,0.944,N,33811
33811,N,0.972,N,34161
34161,N,0.969,N,34510
34510,N,0.883,N,34828
34828,N,1.025,N,35197
35197,N,0.958,N,35542
