t0,b0,t1,b1,sec
124,N,0.717,N,382
382,N,0.728,N,644
644,N,0.689,N,892
892,N,0.714,N,1149
1149,N,0.678,N,1393
1393,N,0.708,N,1648
1648,N,0.675,N,1891
1891,N,0.711,N,2147
2147,N,0.681,N,2392
2392,N,0.661,N,2630
2630,N,0.694,N,2880
2880,N,0.689,N,3128
3128,N,0.692,N,3377
3377,N,0.681,N,3622
3622,N,0.692,N,3871
3871,N,0.689,N,4119
4119,N,0.692,N,4368
4368,N,0.711,N,4624
4624,N,0.686,N,4871
4871,N,0.689,N,5119
5119,N,0.672,N,5361
5361,N,0.711,N,5617
5617,N,0.689,N,5865
5865,N,0.678,N,6109
6109,N,0.700,N,6361
6361,N,0.692,N,6610
6610,N,0.700,N,6862
6862,N,0.708,N,7117
7117,N,0.722,N,7377
7377,N,0.711,N,7633
7633,N,0.706,N,7887
7887,N,0.731,N,8150
8150,N,0.708,N,8405
8405,N,0.703,N,8658
8658,N,0.694,N,8908
8908,N,0.722,N,9168
9168,N,0.711,N,9424
9424,N,0.703,N,9677
9677,N,0.731,N,9940
9940,N,0.708,N,10195
10195,N,0.694,N,10445
10445,N,0.714,N,10702
10702,N,0.722,N,10962
10962,N,0.717,N,11220
11220,N,0.681,N,11465
11465,N,0.742,N,11732
11732,N,0.681,N,11977
11977,N,0.708,N,12232
12232,N,0.717,N,12490
12490,N,0.708,N,12745
12745,N,0.703,N,12998
12998,N,0.697,N,13249
13249,N,0.731,N,13512
13512,N,0.694,N,13762
13762,N,0.697,N,14013
14013,N,0.681,N,14258
14258,N,0.689,N,14506
14506,N,0.697,N,14757
14757,N,0.675,N,15000
15000,N,0.722,N,15260
15260,N,0.692,N,15509
15509,N,0.694,N,15759
15759,N,0.708,N,16014
16014,N,0.708,N,16269
16269,N,0.719,N,16528
16528,N,0.697,N,16779
16779,N,0.708,N,17034
17034,N,0.689,N,17282
17282,N,0.703,N,17535
17535,N,0.708,N,17790
17790,N,0.719,N,18049
18049,N,0.683,N,18295
18295,N,0.697,N,18546
18546,N,0.708,N,18801
18801,N,0.692,N,19050
19050,N,0.708,N,19305
19305,N,0.686,N,19552
19552,N,0.708,N,19807
19807,N,0.694,N,20057
20057,N,0.714,N,20314
20314,N,0.725,N,20575
20575,N,0.717,N,20833
20833,N,0.708,N,21088
21088,N,0.714,N,21345
21345,N,0.711,N,21601
21601,N,0.714,N,21858
21858,N,0.697,N,22109
22109,N,0.717,N,22367
22367,N,0.678,N,22611
22611,N,0.706,N,22865
22865,N,0.697,N,23116
23116,N,0.714,N,23373
23373,N,0.686,N,23620
23620,N,0.689,N,23868
23868,N,0.711,N,24124
24124,N,0.683,N,24370
24370,N,0.711,N,24626
24626,N,0.683,N,24872
24872,N,0.700,N,25124
25124,N,0.689,N,25372
25372,N,0.706,N,25626
25626,N,0.700,N,25878
25878,N,0.686,N,26125
26125,N,0.681,N,26370
26370,N,0.689,N,26618
26618,N,0.694,N,26868
26868,N,0.686,N,27115
27115,N,0.683,N,27361
27361,N,0.689,N,27609
27609,N,0.689,N,27857
27857,N,0.694,N,28107
28107,N,0.686,N,28354
28354,N,0.708,N,28609
28609,N,0.692,N,28858
28858,N,0.694,N,29108
29108,N,0.700,N,29360
29360,N,0.694,N,29610
29610,N,0.711,N,29866
29866,N,0.678,N,30110
30110,N,0.697,N,30361
30361,N,0.683,N,30607
30607,N,0.692,N,30856
30856,N,0.692,N,31105
31105,N,0.694,N,31355
31355,N,0.678,N,31599
31599,N,0.689,N,31847
31847,N,0.692,N,32096
32096,N,0.689,N,32344
32344,N,0.694,N,32594
32594,N,0.675,N,32837
32837,N,0.683,N,33083
33083,N,0.694,N,33333
33333,N,0.689,N,33581
33581,N,0.692,N,33830
33830,N,0.694,N,34080
34080,N,0.675,N,34323
34323,N,0.675,N,34566
34566,N,0.697,N,34817
34817,N,0.675,N,35060
35060,N,0.675,N,35303
35303,N,0.675,N,35546
35546,N,0.675,N,35789
35789,N,0.683,N,36035
36035,N,0.686,N,36282
36282,N,0.703,N,36535
36535,N,0.692,N,36784
36784,N,0.686,N,37031
37031,N,0.692,N,37280
37280,N,0.703,N,37533
37533,N,0.700,N,37785
37785,N,0.681,N,38030
38030,N,0.706,N,38284
38284,N,0.703,N,38537
38537,N,0.689,N,38785
38785,N,0.714,N,39042
39042,N,0.703,N,39295
39295,N,0.700,N,39547
39547,N,0.683,N,39793
39793,N,0.714,N,40050
40050,N,0.697,N,40301
40301,N,0.697,N,40552
40552,N,0.697,N,40803
40803,N,0.706,N,41057
41057,N,0.703,N,41310
41310,N,0.683,N,41556
41556,N,0.725,N,41817
41817,N,0.686,N,42064
42064,N,0.692,N,42313
42313,N,0.711,N,42569
42569,N,0.703,N,42822
42822,N,0.700,N,43074
43074,N,0.681,N,43319
43319,N,0.706,N,43573
43573,N,0.678,N,43817
43817,N,0.700,N,44069
44069,N,0.689,N,44317
44317,N,0.686,N,44564
44564,N,0.692,N,44813
44813,N,0.681,N,45058
45058,N,0.719,N,45317
45317,N,0.694,N,45567
45567,N,0.694,N,45817
45817,N,0.694,N,46067
46067,N,0.706,N,46321
46321,N,0.692,N,46570
46570,N,0.703,N,46823
46823,N,0.725,N,47084
47084,N,0.706,N,47338
47338,N,0.700,N,47590
47590,N,0.717,N,47848
47848,N,0.725,N,48109
48109,N,0.706,N,48363
48363,N,0.686,N,48610
48610,N,0.722,N,48870
48870,N,0.700,N,49122
49122,N,0.708,N,49377
49377,N,0.728,N,49639
49639,N,0.711,N,49895
49895,N,0.697,N,50146
50146,N,0.703,N,50399
50399,N,0.739,N,50665
50665,N,0.708,N,50920
50920,N,0.717,N,51178
51178,N,0.719,N,51437
51437,N,0.714,N,51694
51694,N,0.708,N,51949
51949,N,0.717,N,52207
52207,N,0.725,N,52468
52468,N,0.706,N,52722
52722,N,0.711,N,52978
52978,N,0.719,N,53237
53237,N,0.714,N,53494
53494,N,0.703,N,53747
53747,N,0.675,N,53990
53990,N,0.700,N,54242
54242,N,0.686,N,54489
54489,N,0.689,N,54737
54737,N,0.708,N,54992
54992,N,0.694,N,55242
55242,N,0.692,N,55491
55491,N,0.694,N,55741
55741,N,0.706,N,55995
55995,N,0.692,N,56244
56244,N,0.700,N,56496
56496,N,0.697,N,56747
56747,N,0.703,N,57000
57000,N,0.700,N,57252
57252,N,0.697,N,57503
57503,N,0.717,N,57761
57761,N,0.692,N,58010
58010,N,0.703,N,58263
