t0,b0,t1,b1,sec
491,R,0.683,A,737
737,A,0.731,A,1000
1000,A,1.831,R,1659
1659,R,0.678,A,1903
1903,A,0.703,A,2156
2156,A,1.869,R,2829
2829,R,0.658,A,3066
3066,A,1.669,R,3667
3667,R,0.672,A,3909
3909,A,1.672,R,4511
4511,R,0.667,A,4751
4751,A,1.639,R,5341
5341,R,0.675,A,5584
5584,A,0.753,A,5855
5855,A,1.742,R,6482
6482,R,0.664,A,6721
6721,A,0.725,A,6982
6982,A,0.694,A,7232
7232,A,0.725,A,7493
7493,A,0.725,A,7754
7754,A,0.692,A,8003
8003,A,0.700,A,8255
8255,A,1.906,R,8941
8941,R,2.636,R,9890
9890,R,1.125,R,10295
10295,R,0.681,A,10540
10540,A,0.711,A,10796
10796,A,1.850,R,11462
11462,R,0.672,A,11704
11704,A,0.750,A,11974
11974,A,0.731,A,12237
12237,A,0.708,A,12492
12492,A,0.708,A,12747
12747,A,0.711,A,13003
13003,A,0.725,A,13264
13264,A,0.728,A,13526
13526,A,0.739,A,13792
13792,A,0.739,A,14058
14058,A,0.722,A,14318
14318,A,2.775,R,15317
15317,R,1.139,R,15727
15727,R,0.664,A,15966
15966,A,0.719,A,16225
16225,A,1.925,R,16918
16918,R,0.678,A,17162
17162,A,0.722,A,17422
17422,A,0.728,A,17684
17684,A,1.997,R,18403
18403,R,1.358,R,18892
18892,R,0.661,A,19130
19130,A,0.725,A,19391
19391,A,0.722,A,19651
19651,A,0.706,A,19905
19905,A,0.728,A,20167
20167,A,2.669,R,21128
21128,R,1.200,R,21560
21560,R,0.681,A,21805
21805,A,0.725,A,22066
22066,A,1.833,R,22726
22726,R,0.664,A,22965
22965,A,0.736,A,23230
23230,A,1.825,R,23887
23887,R,0.664,A,24126
24126,A,0.717,A,24384
24384,A,0.711,A,24640
24640,A,1.978,R,25352
25352,R,2.078,R,26100
26100,R,1.972,R,26810
26810,R,0.664,A,27049
27049,A,0.714,A,27306
27306,A,0.703,A,27559
27559,A,0.728,A,27821
27821,A,0.725,A,28082
28082,A,0.708,A,28337
28337,A,0.706,A,28591
28591,A,0.722,A,28851
28851,A,0.731,A,29114
29114,A,0.722,A,29374
29374,A,1.764,R,30009
30009,R,0.689,A,30257
30257,A,0.728,A,30519
30519,A,0.722,A,30779
30779,A,1.431,R,31294
31294,R,0.669,A,31535
31535,A,0.719,A,31794
31794,A,1.900,R,32478
32478,R,0.694,A,32728
32728,A,0.736,A,32993
