t0,b0,t1,b1,sec
68,R,0.836,R,369
369,R,0.847,R,674
674,R,0.850,R,980
980,R,0.844,R,1284
1284,R,0.842,R,1587
1587,R,0.811,R,1879
1879,R,0.822,R,2175
2175,R,0.833,R,2475
2475,R,0.808,R,2766
2766,R,0.800,R,3054
3054,R,0.861,R,3364
3364,R,0.861,R,3674
3674,R,0.844,R,3978
3978,R,0.844,R,4282
4282,R,0.828,R,4580
4580,R,0.842,R,4883
4883,R,0.800,R,5171
5171,R,0.814,R,5464
5464,R,0.828,R,5762
5762,R,0.819,R,6057
6057,R,0.817,R,6351
6351,R,0.814,R,6644
6644,R,0.792,R,6929
6929,R,0.794,R,7215
7215,R,0.808,R,7506
7506,R,0.797,R,7793
7793,R,0.803,R,8082
8082,R,0.822,R,8378
8378,R,0.794,R,8664
8664,R,0.839,R,8966
8966,R,0.833,R,9266
9266,R,0.831,R,9565
9565,R,0.861,R,9875
9875,R,0.842,R,10178
10178,R,0.839,R,10480
10480,R,0.858,R,10789
10789,R,0.714,V,11046
11046,V,0.936,R,11383
11383,R,0.844,R,11687
11687,R,0.844,R,11991
11991,R,0.842,R,12294
12294,R,0.836,R,12595
12595,R,0.842,R,12898
12898,R,0.836,R,13199
13199,R,0.828,R,13497
13497,R,0.814,R,13790
13790,R,0.781,R,14071
14071,R,0.800,R,14359
14359,R,0.775,R,14638
14638,R,0.772,R,14916
14916,R,0.814,R,15209
15209,R,0.800,R,15497
15497,R,0.811,R,15789
15789,R,0.836,R,16090
16090,R,0.842,R,16393
16393,R,0.856,R,16701
16701,R,0.847,R,17006
17006,R,0.853,R,17313
17313,R,0.858,R,17622
17622,R,0.864,R,17933
17933,R,0.861,R,18243
18243,R,0.847,R,18548
18548,R,0.850,R,18854
18854,R,0.842,R,19157
19157,R,0.839,R,19459
19459,R,0.839,R,19761
19761,R,0.817,R,20055
20055,R,0.847,R,20360
20360,R,0.819,R,20655
20655,R,0.839,R,20957
20957,R,0.861,R,21267
21267,R,0.831,R,21566
21566,R,0.839,R,21868
21868,R,0.856,R,22176
22176,R,0.828,R,22474
22474,R,0.842,R,22777
22777,R,0.831,R,23076
23076,R,0.825,R,23373
23373,R,0.817,R,23667
23667,R,0.836,R,23968
23968,R,0.844,R,24272
24272,R,0.817,R,24566
24566,R,0.825,R,24863
24863,R,0.850,R,25169
25169,R,0.844,R,25473
25473,R,0.839,R,25775
25775,R,0.842,R,26078
26078,R,0.825,R,26375
26375,R,0.831,R,26674
26674,R,0.839,R,26976
26976,R,0.839,R,27278
27278,R,0.825,R,27575
27575,R,0.828,R,27873
27873,R,0.844,R,28177
28177,R,0.811,R,28469
28469,R,0.828,R,28767
28767,R,0.814,R,29060
29060,R,0.806,R,29350
29350,R,0.828,R,29648
29648,R,0.831,R,29947
29947,R,0.814,R,30240
30240,R,0.825,R,30537
30537,R,0.814,R,30830
30830,R,0.808,R,31121
31121,R,0.808,R,31412
31412,R,0.811,R,31704
31704,R,0.783,R,31986
31986,R,0.794,R,32272
32272,R,0.800,R,32560
32560,R,0.806,R,32850
32850,R,0.808,R,33141
33141,R,0.800,R,33429
33429,R,0.631,A,33656
33656,A,0.908,R,33983
33983,R,0.853,R,34290
34290,R,0.800,R,34578
34578,R,0.794,R,34864
34864,R,0.797,R,35151
35151,R,0.650,A,35385
35385,A,0.875,R,35700
35700,R,0.814,R,35993
35993,R,0.789,R,36277
36277,R,0.794,R,36563
36563,R,0.778,R,36843
36843,R,0.800,R,37131
37131,R,0.800,R,37419
37419,R,0.797,R,37706
37706,R,0.625,A,37931
37931,A,0.914,R,38260
38260,R,0.633,V,38488
38488,V,1.006,R,38850
38850,R,0.822,R,39146
39146,R,0.783,R,39428
39428,R,0.792,R,39713
39713,R,0.781,R,39994
39994,R,0.806,R,40284
40284,R,0.656,A,40520
40520,A,0.853,R,40827
40827,R,0.831,R,41126
41126,R,0.797,R,41413
41413,R,0.817,R,41707
41707,R,0.808,R,41998
41998,R,0.800,R,42286
42286,R,0.822,R,42582
42582,R,0.817,R,42876
42876,R,0.831,R,43175
43175,R,0.828,R,43473
43473,R,0.814,R,43766
43766,R,0.819,R,44061
44061,R,0.803,R,44350
44350,R,0.811,R,44642
44642,R,0.814,R,44935
44935,R,0.822,R,45231
45231,R,0.808,R,45522
45522,R,0.800,R,45810
45810,R,0.836,R,46111
46111,R,0.817,R,46405
46405,R,0.803,R,46694
46694,R,0.825,R,46991
46991,R,0.814,R,47284
47284,R,0.789,R,47568
47568,R,0.814,R,47861
47861,R,0.794,R,48147
48147,R,0.783,R,48429
48429,R,0.792,R,48714
48714,R,0.822,R,49010
49010,R,0.792,R,49295
49295,R,0.817,R,49589
49589,R,0.811,R,49881
49881,R,0.822,R,50177
50177,R,0.828,R,50475
50475,R,0.836,R,50776
50776,R,0.844,R,51080
51080,R,0.833,R,51380
51380,R,0.842,R,51683
51683,R,0.850,R,51989
51989,R,0.844,R,52293
52293,R,0.825,R,52590
52590,R,0.847,R,52895
52895,R,0.850,R,53201
53201,R,0.839,R,53503
53503,R,0.853,R,53810
53810,R,0.853,R,54117
54117,R,0.842,R,54420
54420,R,0.856,R,54728
54728,R,0.856,R,55036
55036,R,0.833,R,55336
55336,R,0.842,R,55639
55639,R,0.864,R,55950
55950,R,0.839,R,56252
56252,R,0.839,R,56554
56554,R,0.858,R,56863
56863,R,0.819,R,57158
57158,R,0.836,R,57459
