t0,b0,t1,b1,sec
42,V,0.772,N,320
320,N,0.531,V,511
511,V,0.661,N,749
749,N,0.597,N,964
964,N,0.397,V,1107
1107,V,0.767,N,1383
1383,N,0.531,V,1574
1574,V,0.681,N,1819
1819,N,0.600,N,2035
2035,N,0.383,V,2173
2173,V,0.767,N,2449
2449,N,0.617,N,2671
2671,N,0.592,N,2884
2884,N,0.358,V,3013
3013,V,0.817,N,3307
3307,N,0.594,N,3521
3521,N,0.578,N,3729
3729,N,0.594,N,3943
3943,N,0.603,N,4160
4160,N,0.597,N,4375
4375,N,0.406,V,4521
4521,V,0.764,N,4796
4796,N,0.439,V,4954
4954,V,0.733,N,5218
5218,N,0.614,N,5439
5439,N,0.397,A,5582
5582,A,0.508,V,5765
5765,V,0.775,N,6044
6044,N,0.581,N,6253
6253,N,0.586,N,6464
6464,N,0.600,N,6680
6680,N,0.586,N,6891
6891,N,0.581,N,7100
7100,N,0.583,N,7310
7310,N,0.458,A,7475
7475,A,0.653,N,7710
7710,N,0.597,N,7925
7925,N,0.406,V,8071
8071,V,0.764,N,8346
8346,N,0.586,N,8557
8557,N,0.581,N,8766
8766,N,0.419,V,8917
8917,V,0.758,N,9190
9190,N,0.583,N,9400
9400,N,0.567,N,9604
9604,N,0.581,N,9813
9813,N,0.472,V,9983
9983,V,0.667,V,10223
10223,V,0.364,V,10354
10354,V,0.817,N,10648
10648,N,0.503,V,10829
10829,V,0.633,N,11057
11057,N,0.586,N,11268
11268,N,0.408,V,11415
11415,V,0.769,N,11692
11692,N,0.528,V,11882
11882,V,0.625,N,12107
12107,N,0.575,N,12314
12314,N,0.411,V,12462
12462,V,0.758,N,12735
12735,N,0.544,V,12931
12931,V,0.622,N,13155
13155,N,0.578,N,13363
13363,N,0.558,N,13564
13564,N,0.494,V,13742
13742,V,0.661,N,13980
13980,N,0.572,N,14186
14186,N,0.406,V,14332
14332,V,0.719,N,14591
14591,N,0.553,V,14790
14790,V,0.581,N,14999
14999,N,0.572,N,15205
15205,N,0.575,N,15412
15412,N,0.517,V,15598
15598,V,0.331,V,15717
15717,V,0.847,N,16022
16022,N,0.408,V,16169
16169,V,0.758,N,16442
16442,N,0.569,N,16647
16647,N,0.567,N,16851
16851,N,0.558,N,17052
17052,N,0.564,N,17255
17255,N,0.394,V,17397
17397,V,0.744,N,17665
17665,N,0.581,N,17874
17874,N,0.561,N,18076
18076,N,0.403,V,18221
18221,V,0.717,N,18479
18479,N,0.575,N,18686
18686,N,0.583,N,18896
18896,N,0.564,N,19099
19099,N,0.567,N,19303
19303,N,0.389,V,19443
19443,V,0.731,N,19706
19706,N,0.567,N,19910
19910,N,0.581,N,20119
20119,N,0.475,V,20290
20290,V,0.653,N,20525
20525,N,0.575,N,20732
20732,N,0.392,V,20873
20873,V,0.742,N,21140
21140,N,0.586,N,21351
21351,N,0.567,N,21555
21555,N,0.575,N,21762
21762,N,0.564,N,21965
21965,N,0.569,N,22170
22170,N,0.372,V,22304
22304,V,0.764,N,22579
22579,N,0.528,V,22769
22769,V,0.617,N,22991
22991,N,0.569,N,23196
23196,N,0.381,V,23333
23333,V,0.747,N,23602
23602,N,0.422,V,23754
23754,V,0.722,N,24014
24014,N,0.569,N,24219
24219,N,0.572,N,24425
24425,N,0.575,N,24632
24632,N,0.556,N,24832
24832,N,0.450,V,24994
24994,V,0.706,N,25248
25248,N,0.569,N,25453
25453,N,0.397,V,25596
25596,V,0.722,N,25856
25856,N,0.539,V,26050
26050,V,0.639,N,26280
26280,N,0.578,N,26488
26488,N,0.400,V,26632
26632,V,0.733,N,26896
26896,N,0.575,N,27103
27103,N,0.569,N,27308
27308,N,0.428,V,27462
27462,V,0.739,N,27728
27728,N,0.572,N,27934
27934,N,0.556,N,28134
28134,N,0.447,V,28295
28295,V,0.689,N,28543
28543,N,0.589,N,28755
28755,N,0.403,V,28900
28900,V,0.711,N,29156
29156,N,0.447,N,29317
29317,N,0.314,V,29430
29430,V,0.842,N,29733
29733,N,0.586,N,29944
29944,N,0.578,N,30152
30152,N,0.569,N,30357
30357,N,0.564,N,30560
30560,N,0.558,N,30761
30761,N,0.572,N,30967
30967,N,0.586,N,31178
31178,N,0.561,N,31380
31380,N,0.561,N,31582
31582,N,0.558,N,31783
31783,N,0.350,V,31909
31909,V,0.769,N,32186
32186,N,0.564,N,32389
32389,N,0.553,N,32588
32588,N,0.564,N,32791
