t0,b0,t1,b1,sec
95,/,0.492,/,272
272,/,0.825,/,569
569,/,0.875,/,884
884,/,0.894,/,1206
1206,/,0.869,/,1519
1519,/,0.836,/,1820
1820,/,0.828,/,2118
2118,/,0.822,/,2414
2414,/,0.853,/,2721
2721,/,0.867,/,3033
3033,/,0.872,/,3347
3347,/,0.872,/,3661
3661,/,0.861,/,3971
3971,/,0.822,/,4267
4267,/,0.814,/,4560
4560,/,0.833,/,4860
4860,/,0.861,/,5170
5170,/,0.889,/,5490
5490,/,0.872,/,5804
5804,/,0.847,/,6109
6109,/,0.828,/,6407
6407,/,0.847,/,6712
6712,/,0.836,/,7013
7013,/,0.847,/,7318
7318,/,0.875,/,7633
7633,/,0.869,/,7946
7946,/,0.856,/,8254
8254,/,0.825,/,8551
8551,/,0.817,/,8845
8845,/,0.825,/,9142
9142,/,0.889,/,9462
9462,/,0.886,/,9781
9781,/,0.858,/,10090
10090,/,0.856,/,10398
10398,/,0.822,/,10694
10694,/,0.833,/,10994
10994,/,0.836,/,11295
11295,/,0.858,/,11604
11604,/,0.872,/,11918
11918,/,0.894,/,12240
12240,/,0.850,/,12546
12546,/,0.814,/,12839
12839,/,0.822,/,13135
13135,/,0.822,/,13431
13431,/,0.878,/,13747
13747,/,0.892,/,14068
14068,/,0.875,/,14383
14383,/,0.847,/,14688
14688,/,0.842,/,14991
14991,/,0.825,/,15288
15288,/,0.819,/,15583
15583,/,0.850,/,15889
15889,/,0.878,/,16205
16205,/,0.881,/,16522
16522,/,0.867,/,16834
16834,/,0.817,/,17128
17128,/,0.814,/,17421
17421,/,0.850,/,17727
17727,/,0.867,/,18039
18039,/,0.875,/,18354
18354,/,0.872,/,18668
18668,/,0.853,/,18975
18975,/,0.836,/,19276
19276,/,0.833,/,19576
19576,/,0.822,/,19872
19872,/,0.836,/,20173
20173,/,0.892,/,20494
20494,/,0.886,/,20813
20813,/,0.853,/,21120
21120,/,0.825,/,21417
21417,/,0.828,/,21715
21715,/,0.831,/,22014
22014,/,0.872,/,22328
22328,/,0.875,/,22643
22643,/,0.869,/,22956
22956,/,0.864,/,23267
23267,/,0.844,/,23571
23571,/,0.822,/,23867
23867,/,0.817,/,24161
24161,/,0.847,/,24466
24466,/,0.869,/,24779
24779,/,0.894,/,25101
25101,/,0.861,/,25411
25411,/,0.831,/,25710
25710,/,0.819,/,26005
26005,/,0.858,/,26314
26314,/,0.853,/,26621
26621,/,0.858,/,26930
26930,/,0.875,/,27245
27245,/,0.856,/,27553
27553,/,0.836,/,27854
27854,/,0.828,/,28152
28152,/,0.828,/,28450
28450,/,0.836,/,28751
28751,/,0.900,/,29075
29075,/,0.878,/,29391
29391,/,0.853,/,29698
29698,/,0.839,/,30000
30000,/,0.819,/,30295
30295,/,0.839,/,30597
30597,/,0.861,/,30907
30907,/,0.867,/,31219
31219,/,0.864,/,31530
31530,/,0.883,/,31848
31848,/,0.731,V,32111
32111,V,0.808,/,32402
32402,/,0.817,/,32696
32696,/,0.844,/,33000
33000,/,0.875,/,33315
33315,/,0.894,/,33637
33637,/,0.867,/,33949
33949,/,0.833,/,34249
34249,/,0.828,/,34547
34547,/,0.842,/,34850
34850,/,0.844,/,35154
35154,/,0.856,/,35462
35462,/,0.878,/,35778
35778,/,0.869,/,36091
36091,/,0.853,/,36398
36398,/,0.817,/,36692
36692,/,0.814,/,36985
36985,/,0.844,/,37289
37289,/,0.897,/,37612
37612,/,0.883,/,37930
37930,/,0.861,/,38240
38240,/,0.847,/,38545
38545,/,0.814,/,38838
38838,/,0.831,/,39137
39137,/,0.833,/,39437
39437,/,0.861,/,39747
39747,/,0.881,/,40064
40064,/,0.894,/,40386
40386,/,0.842,/,40689
40689,/,0.814,/,40982
40982,/,0.819,/,41277
41277,/,0.836,/,41578
41578,/,0.883,/,41896
41896,/,0.886,/,42215
42215,/,0.869,/,42528
42528,/,0.842,/,42831
42831,/,0.842,/,43134
43134,/,0.822,/,43430
43430,/,0.822,/,43726
43726,/,0.861,/,44036
44036,/,0.875,/,44351
44351,/,0.881,/,44668
44668,/,0.856,/,44976
44976,/,0.825,/,45273
45273,/,0.817,/,45567
45567,/,0.861,/,45877
45877,/,0.872,/,46191
46191,/,0.864,/,46502
46502,/,0.861,/,46812
46812,/,0.844,/,47116
47116,/,0.833,/,47416
47416,/,0.828,/,47714
47714,/,0.831,/,48013
48013,/,0.853,/,48320
48320,/,0.906,/,48646
48646,/,0.869,/,48959
48959,/,0.836,/,49260
49260,/,0.831,/,49559
49559,/,0.822,/,49855
49855,/,0.842,/,50158
50158,/,0.872,/,50472
50472,/,0.875,/,50787
50787,/,0.864,/,51098
51098,/,0.872,/,51412
51412,/,0.822,/,51708
51708,/,0.814,/,52001
52001,/,0.825,/,52298
52298,/,0.853,/,52605
52605,/,0.892,/,52926
52926,/,0.894,/,53248
53248,/,0.850,/,53554
53554,/,0.814,/,53847
53847,/,0.842,/,54150
54150,/,0.836,/,54451
54451,/,0.856,/,54759
54759,/,0.867,/,55071
55071,/,0.875,/,55386
55386,/,0.858,/,55695
55695,/,0.842,/,55998
55998,/,0.814,/,56291
56291,/,0.814,/,56584
56584,/,0.869,/,56897
56897,/,0.894,/,57219
57219,/,0.878,/,57535
57535,/,0.847,/,57840
57840,/,0.836,/,58141
58141,/,0.822,/,58437
58437,/,0.839,/,58739
58739,/,0.850,/,59045
59045,/,0.861,/,59355
59355,/,0.886,/,59674
59674,/,0.872,/,59988
59988,/,0.825,/,60285
60285,/,0.811,/,60577
60577,/,0.831,/,60876
60876,/,0.850,/,61182
61182,/,0.892,/,61503
61503,/,0.878,/,61819
61819,/,0.861,/,62129
62129,/,0.831,/,62428
62428,/,0.842,/,62731
62731,/,0.831,/,63030
63030,/,0.833,/,63330
63330,/,0.872,/,63644
63644,/,0.872,/,63958
63958,/,0.869,/,64271
64271,/,0.839,/,64573
64573,/,0.819,/,64868
64868,/,0.819,/,65163
65163,/,0.875,/,65478
65478,/,0.883,/,65796
65796,/,0.864,/,66107
66107,/,0.861,/,66417
66417,/,0.831,/,66716
66716,/,0.825,/,67013
67013,/,0.839,/,67315
67315,/,0.847,/,67620
67620,/,0.856,/,67928
67928,/,0.894,/,68250
68250,/,0.867,/,68562
68562,/,0.831,/,68861
68861,/,0.814,/,69154
69154,/,0.833,/,69454
69454,/,0.858,/,69763
69763,/,0.892,/,70084
70084,/,0.869,/,70397
70397,/,0.856,/,70705
70705,/,0.842,/,71008
71008,/,0.831,/,71307
71307,/,0.828,/,71605
71605,/,0.833,/,71905
71905,/,0.878,/,72221
72221,/,0.875,/,72536
72536,/,0.878,/,72852
72852,/,0.836,/,73153
73153,/,0.817,/,73447
73447,/,0.831,/,73746
73746,/,0.869,/,74059
74059,/,0.875,/,74374
74374,/,0.864,/,74685
74685,/,0.872,/,74999
74999,/,0.831,/,75298
75298,/,0.831,/,75597
75597,/,0.819,/,75892
75892,/,0.833,/,76192
76192,/,0.872,/,76506
76506,/,0.908,/,76833
76833,/,0.867,/,77145
77145,/,0.833,/,77445
77445,/,0.822,/,77741
77741,/,0.817,/,78035
78035,/,0.856,/,78343
78343,/,0.867,/,78655
78655,/,0.867,/,78967
78967,/,0.872,/,79281
79281,/,0.864,/,79592
79592,/,0.817,/,79886
79886,/,0.808,/,80177
80177,/,0.839,/,80479
80479,/,0.864,/,80790
80790,/,0.894,/,81112
81112,/,0.878,/,81428
81428,/,0.847,/,81733
81733,/,0.819,/,82028
82028,/,0.842,/,82331
82331,/,0.839,/,82633
82633,/,0.853,/,82940
82940,/,0.878,/,83256
83256,/,0.861,/,83566
83566,/,0.856,/,83874
83874,/,0.833,/,84174
84174,/,0.819,/,84469
84469,/,0.825,/,84766
84766,/,0.894,/,85088
85088,/,0.886,/,85407
85407,/,0.856,/,85715
85715,/,0.847,/,86020
86020,/,0.817,/,86314
86314,/,0.831,/,86613
86613,/,0.844,/,86917
86917,/,0.861,/,87227
87227,/,0.864,/,87538
87538,/,0.894,/,87860
87860,/,0.842,/,88163
88163,/,0.814,/,88456
88456,/,0.822,/,88752
88752,/,0.833,/,89052
89052,/,0.878,/,89368
89368,/,0.894,/,89690
89690,/,0.872,/,90004
90004,/,0.836,/,90305
90305,/,0.836,/,90606
90606,/,0.825,/,90903
90903,/,0.828,/,91201
91201,/,0.853,/,91508
91508,/,0.878,/,91824
91824,/,0.883,/,92142
92142,/,0.864,/,92453
92453,/,0.825,/,92750
92750,/,0.808,/,93041
93041,/,0.850,/,93347
93347,/,0.678,V,93591
93591,V,0.944,/,93931
93931,/,0.858,/,94240
94240,/,0.861,/,94550
94550,/,0.828,/,94848
94848,/,0.831,/,95147
95147,/,0.819,/,95442
95442,/,0.839,/,95744
95744,/,0.883,/,96062
96062,/,0.900,/,96386
96386,/,0.861,/,96696
96696,/,0.819,/,96991
96991,/,0.825,/,97288
97288,/,0.828,/,97586
97586,/,0.861,/,97896
97896,/,0.875,/,98211
98211,/,0.872,/,98525
98525,/,0.856,/,98833
98833,/,0.853,/,99140
99140,/,0.819,/,99435
99435,/,0.814,/,99728
99728,/,0.844,/,100032
100032,/,0.872,/,100346
100346,/,0.894,/,100668
100668,/,0.867,/,100980
100980,/,0.839,/,101282
101282,/,0.814,/,101575
101575,/,0.853,/,101882
101882,/,0.847,/,102187
102187,/,0.864,/,102498
102498,/,0.869,/,102811
102811,/,0.864,/,103122
103122,/,0.839,/,103424
103424,/,0.839,/,103726
103726,/,0.822,/,104022
104022,/,0.831,/,104321
104321,/,0.894,/,104643
104643,/,0.886,/,104962
104962,/,0.864,/,105273
105273,/,0.825,/,105570
105570,/,0.825,/,105867
105867,/,0.831,/,106166
106166,/,0.861,/,106476
106476,/,0.867,/,106788
106788,/,0.864,/,107099
107099,/,0.875,/,107414
107414,/,0.844,/,107718
107718,/,0.819,/,108013
108013,/,0.817,/,108307
108307,/,0.853,/,108614
108614,/,0.878,/,108930
108930,/,0.892,/,109251
109251,/,0.867,/,109563
109563,/,0.831,/,109862
109862,/,0.825,/,110159
110159,/,0.839,/,110461
110461,/,0.847,/,110766
110766,/,0.858,/,111075
111075,/,0.881,/,111392
111392,/,0.864,/,111703
111703,/,0.847,/,112008
112008,/,0.825,/,112305
112305,/,0.819,/,112600
112600,/,0.839,/,112902
112902,/,0.906,/,113228
113228,/,0.883,/,113546
113546,/,0.853,/,113853
113853,/,0.842,/,114156
114156,/,0.814,/,114449
114449,/,0.836,/,114750
114750,/,0.844,/,115054
115054,/,0.864,/,115365
115365,/,0.872,/,115679
115679,/,0.897,/,116002
116002,/,0.839,/,116304
116304,/,0.811,/,116596
116596,/,0.825,/,116893
116893,/,0.836,/,117194
117194,/,0.883,/,117512
117512,/,0.883,/,117830
117830,/,0.867,/,118142
118142,/,0.839,/,118444
118444,/,0.844,/,118748
118748,/,0.819,/,119043
119043,/,0.825,/,119340
119340,/,0.864,/,119651
119651,/,0.875,/,119966
119966,/,0.878,/,120282
120282,/,0.858,/,120591
120591,/,0.828,/,120889
120889,/,0.814,/,121182
121182,/,0.856,/,121490
121490,/,0.872,/,121804
121804,/,0.867,/,122116
122116,/,0.869,/,122429
122429,/,0.844,/,122733
122733,/,0.828,/,123031
123031,/,0.836,/,123332
123332,/,0.831,/,123631
123631,/,0.850,/,123937
123937,/,0.900,/,124261
124261,/,0.875,/,124576
124576,/,0.842,/,124879
124879,/,0.822,/,125175
125175,/,0.819,/,125470
125470,/,0.844,/,125774
125774,/,0.878,/,126090
126090,/,0.875,/,126405
126405,/,0.856,/,126713
126713,/,0.864,/,127024
127024,/,0.828,/,127322
127322,/,0.817,/,127616
127616,/,0.822,/,127912
127912,/,0.861,/,128222
128222,/,0.892,/,128543
128543,/,0.889,/,128863
128863,/,0.850,/,129169
129169,/,0.817,/,129463
129463,/,0.833,/,129763
129763,/,0.839,/,130065
130065,/,0.858,/,130374
130374,/,0.872,/,130688
130688,/,0.872,/,131002
131002,/,0.856,/,131310
131310,/,0.842,/,131613
131613,/,0.817,/,131907
131907,/,0.814,/,132200
132200,/,0.867,/,132512
132512,/,0.900,/,132836
132836,/,0.881,/,133153
133153,/,0.842,/,133456
133456,/,0.833,/,133756
133756,/,0.822,/,134052
134052,/,0.844,/,134356
134356,/,0.844,/,134660
134660,/,0.864,/,134971
134971,/,0.889,/,135291
135291,/,0.872,/,135605
135605,/,0.828,/,135903
135903,/,0.808,/,136194
136194,/,0.831,/,136493
136493,/,0.853,/,136800
136800,/,0.897,/,137123
137123,/,0.875,/,137438
137438,/,0.850,/,137744
137744,/,0.825,/,138041
138041,/,0.844,/,138345
138345,/,0.831,/,138644
138644,/,0.836,/,138945
138945,/,0.875,/,139260
139260,/,0.869,/,139573
139573,/,0.864,/,139884
139884,/,0.836,/,140185
140185,/,0.825,/,140482
140482,/,0.822,/,140778
140778,/,0.881,/,141095
141095,/,0.881,/,141412
141412,/,0.861,/,141722
141722,/,0.858,/,142031
142031,/,0.828,/,142329
142329,/,0.828,/,142627
142627,/,0.844,/,142931
142931,/,0.847,/,143236
143236,/,0.858,/,143545
143545,/,0.897,/,143868
143868,/,0.864,/,144179
144179,/,0.831,/,144478
144478,/,0.811,/,144770
144770,/,0.833,/,145070
145070,/,0.858,/,145379
145379,/,0.889,/,145699
145699,/,0.872,/,146013
146013,/,0.847,/,146318
146318,/,0.844,/,146622
146622,/,0.828,/,146920
146920,/,0.825,/,147217
147217,/,0.833,/,147517
147517,/,0.881,/,147834
147834,/,0.883,/,148152
148152,/,0.875,/,148467
148467,/,0.833,/,148767
148767,/,0.817,/,149061
149061,/,0.833,/,149361
149361,/,0.864,/,149672
149672,/,0.878,/,149988
149988,/,0.864,/,150299
150299,/,0.869,/,150612
150612,/,0.831,/,150911
150911,/,0.831,/,151210
151210,/,0.825,/,151507
151507,/,0.836,/,151808
151808,/,0.875,/,152123
152123,/,0.908,/,152450
152450,/,0.872,/,152764
152764,/,0.825,/,153061
153061,/,0.825,/,153358
153358,/,0.819,/,153653
153653,/,0.858,/,153962
153962,/,0.867,/,154274
154274,/,0.872,/,154588
154588,/,0.864,/,154899
154899,/,0.864,/,155210
155210,/,0.819,/,155505
155505,/,0.811,/,155797
155797,/,0.842,/,156100
156100,/,0.867,/,156412
156412,/,0.894,/,156734
156734,/,0.872,/,157048
157048,/,0.839,/,157350
157350,/,0.819,/,157645
157645,/,0.844,/,157949
157949,/,0.839,/,158251
158251,/,0.856,/,158559
158559,/,0.875,/,158874
158874,/,0.867,/,159186
159186,/,0.850,/,159492
159492,/,0.828,/,159790
159790,/,0.825,/,160087
160087,/,0.831,/,160386
160386,/,0.897,/,160709
160709,/,0.881,/,161026
161026,/,0.858,/,161335
161335,/,0.844,/,161639
161639,/,0.814,/,161932
161932,/,0.833,/,162232
162232,/,0.853,/,162539
162539,/,0.858,/,162848
162848,/,0.867,/,163160
163160,/,0.894,/,163482
163482,/,0.844,/,163786
163786,/,0.811,/,164078
164078,/,0.819,/,164373
164373,/,0.836,/,164674
164674,/,0.878,/,164990
164990,/,0.892,/,165311
165311,/,0.867,/,165623
165623,/,0.833,/,165923
165923,/,0.844,/,166227
166227,/,0.819,/,166522
166522,/,0.822,/,166818
166818,/,0.861,/,167128
167128,/,0.881,/,167445
167445,/,0.878,/,167761
167761,/,0.861,/,168071
168071,/,0.825,/,168368
168368,/,0.814,/,168661
168661,/,0.853,/,168968
168968,/,0.869,/,169281
169281,/,0.872,/,169595
