t0,b0,t1,b1,sec
93,N,0.647,N,326
326,N,0.653,N,561
561,N,0.658,N,798
798,N,0.608,N,1017
1017,N,0.656,N,1253
1253,N,0.653,N,1488
1488,N,0.672,N,1730
1730,N,0.658,N,1967
1967,N,0.669,N,2208
2208,N,0.667,N,2448
2448,N,0.678,N,2692
2692,N,0.675,N,2935
2935,N,0.692,N,3184
3184,N,0.697,N,3435
3435,N,0.697,N,3686
3686,N,0.692,N,3935
3935,N,0.686,N,4182
4182,N,0.681,N,4427
4427,N,0.708,N,4682
4682,N,0.697,N,4933
4933,N,0.694,N,5183
5183,N,0.672,N,5425
5425,N,0.703,N,5678
5678,N,0.697,N,5929
5929,N,0.692,N,6178
6178,N,0.664,N,6417
6417,N,0.731,N,6680
6680,N,0.683,N,6926
6926,N,0.661,N,7164
7164,N,0.672,N,7406
7406,N,0.703,N,7659
7659,N,0.681,N,7904
7904,N,0.681,N,8149
8149,N,0.633,N,8377
8377,N,0.669,N,8618
8618,N,0.672,N,8860
8860,N,0.658,N,9097
9097,N,0.653,N,9332
9332,N,0.664,N,9571
9571,N,0.683,N,9817
9817,N,0.669,N,10058
10058,N,0.667,N,10298
10298,N,0.656,N,10534
10534,N,0.700,N,10786
10786,N,0.686,N,11033
11033,N,0.681,N,11278
11278,N,0.694,N,11528
11528,N,0.694,N,11778
11778,N,0.700,N,12030
12030,N,0.694,N,12280
12280,N,0.717,N,12538
12538,N,0.708,N,12793
12793,N,0.700,N,13045
13045,N,0.694,N,13295
13295,N,0.717,N,13553
13553,N,0.700,N,13805
13805,N,0.694,N,14055
14055,N,0.683,N,14301
14301,N,0.703,N,14554
14554,N,0.694,N,14804
14804,N,0.689,N,15052
15052,N,0.703,N,15305
15305,N,0.708,N,15560
15560,N,0.694,N,15810
15810,N,0.694,N,16060
16060,N,0.694,N,16310
16310,N,0.706,N,16564
16564,N,0.708,N,16819
16819,N,0.706,N,17073
17073,N,0.683,N,17319
17319,N,0.703,N,17572
17572,N,0.706,N,17826
17826,N,0.703,N,18079
18079,N,0.708,N,18334
18334,N,0.728,N,18596
18596,N,0.725,N,18857
18857,N,0.708,N,19112
19112,N,0.683,N,19358
19358,N,0.756,N,19630
19630,N,0.706,N,19884
19884,N,0.725,N,20145
20145,N,0.708,N,20400
20400,N,0.728,N,20662
20662,N,0.675,N,20905
20905,N,0.719,N,21164
21164,N,0.711,N,21420
21420,N,0.711,N,21676
21676,N,0.658,N,21913
21913,N,0.678,N,22157
22157,N,0.692,N,22406
22406,N,0.700,N,22658
22658,N,0.678,N,22902
22902,N,0.672,N,23144
23144,N,0.656,N,23380
23380,N,0.706,N,23634
23634,N,0.681,N,23879
23879,N,0.694,N,24129
24129,N,0.686,N,24376
24376,N,0.692,N,24625
24625,N,0.694,N,24875
24875,N,0.694,N,25125
25125,N,0.697,N,25376
25376,N,0.711,N,25632
25632,N,0.686,N,25879
25879,N,0.692,N,26128
26128,N,0.683,N,26374
26374,N,0.697,N,26625
26625,N,0.683,N,26871
26871,N,0.672,N,27113
27113,N,0.686,N,27360
27360,N,0.700,N,27612
27612,N,0.683,N,27858
27858,N,0.689,N,28106
28106,N,0.706,N,28360
28360,N,0.706,N,28614
28614,N,0.706,N,28868
28868,N,0.706,N,29122
29122,N,0.711,N,29378
29378,N,0.706,N,29632
29632,N,0.714,N,29889
29889,N,0.711,N,30145
30145,N,0.717,N,30403
30403,N,0.711,N,30659
30659,N,0.675,N,30902
30902,N,0.686,N,31149
31149,N,0.703,N,31402
31402,N,0.697,N,31653
31653,N,0.697,N,31904
31904,N,0.656,N,32140
32140,N,0.683,N,32386
32386,N,0.706,N,32640
32640,N,0.689,N,32888
32888,N,0.697,N,33139
33139,N,0.708,N,33394
33394,N,0.672,N,33636
33636,N,0.697,N,33887
33887,N,0.692,N,34136
34136,N,0.711,N,34392
34392,N,0.664,N,34631
34631,N,0.669,N,34872
34872,N,0.667,N,35112
35112,N,0.692,N,35361
35361,N,0.667,N,35601
35601,N,0.669,N,35842
35842,N,0.650,N,36076
36076,N,0.664,N,36315
36315,N,0.694,N,36565
36565,N,0.675,N,36808
36808,N,0.686,N,37055
37055,N,0.700,N,37307
37307,N,0.692,N,37556
37556,N,0.678,N,37800
37800,N,0.692,N,38049
38049,N,0.703,N,38302
38302,N,0.694,N,38552
38552,N,0.700,N,38804
38804,N,0.703,N,39057
39057,N,0.739,N,39323
39323,N,0.719,N,39582
39582,N,0.717,N,39840
39840,N,0.711,N,40096
40096,N,0.731,N,40359
40359,N,0.706,N,40613
40613,N,0.722,N,40873
40873,N,0.708,N,41128
41128,N,0.731,N,41391
41391,N,0.706,N,41645
41645,N,0.719,N,41904
41904,N,0.714,N,42161
42161,N,0.717,N,42419
42419,N,0.711,N,42675
42675,N,0.711,N,42931
42931,N,0.733,N,43195
43195,N,0.719,N,43454
43454,N,0.719,N,43713
43713,N,0.706,N,43967
43967,N,0.742,N,44234
44234,N,0.742,N,44501
44501,N,0.761,N,44775
44775,N,0.742,N,45042
45042,N,0.742,N,45309
45309,N,0.739,N,45575
45575,N,0.725,N,45836
45836,N,0.739,N,46102
46102,N,0.728,N,46364
46364,N,0.714,N,46621
46621,N,0.700,N,46873
46873,N,0.728,N,47135
47135,N,0.714,N,47392
47392,N,0.700,N,47644
47644,N,0.697,N,47895
47895,N,0.728,N,48157
48157,N,0.697,N,48408
48408,N,0.697,N,48659
48659,N,0.689,N,48907
48907,N,0.706,N,49161
49161,N,0.681,N,49406
49406,N,0.706,N,49660
49660,N,0.681,N,49905
49905,N,0.700,N,50157
50157,N,0.683,N,50403
50403,N,0.675,N,50646
50646,N,0.703,N,50899
50899,N,0.700,N,51151
51151,N,0.692,N,51400
51400,N,0.675,N,51643
51643,N,0.667,N,51883
51883,N,0.708,N,52138
52138,N,0.681,N,52383
52383,N,0.681,N,52628
52628,N,0.664,N,52867
52867,N,0.686,N,53114
53114,N,0.656,N,53350
53350,N,0.683,N,53596
53596,N,0.689,N,53844
53844,N,0.697,N,54095
54095,N,0.686,N,54342
54342,N,0.678,N,54586
54586,N,0.697,N,54837
54837,N,0.714,N,55094
55094,N,0.689,N,55342
55342,N,0.700,N,55594
55594,N,0.672,N,55836
55836,N,0.686,N,56083
56083,N,0.683,N,56329
56329,N,0.689,N,56577
56577,N,0.697,N,56828
56828,N,0.706,N,57082
57082,N,0.697,N,57333
57333,N,0.700,N,57585
57585,N,0.711,N,57841
57841,N,0.744,N,58109
58109,N,0.731,N,58372
58372,N,0.731,N,58635
58635,N,0.711,N,58891
58891,N,0.750,N,59161
59161,N,0.739,N,59427
59427,N,0.750,N,59697
59697,N,0.761,N,59971
59971,N,0.736,N,60236
60236,N,0.711,N,60492
60492,N,0.717,N,60750
60750,N,0.739,N,61016
61016,N,0.719,N,61275
61275,N,0.719,N,61534
61534,N,0.692,N,61783
61783,N,0.758,N,62056
62056,N,0.739,N,62322
62322,N,0.747,N,62591
62591,N,0.750,N,62861
62861,N,0.733,N,63125
63125,N,0.722,N,63385
63385,N,0.728,N,63647
63647,N,0.739,N,63913
63913,N,0.747,N,64182
64182,N,0.756,N,64454
64454,N,0.750,N,64724
64724,N,0.783,N,65006
65006,N,0.811,N,65298
65298,N,0.833,N,65598
65598,N,0.867,N,65910
65910,N,0.881,N,66227
66227,N,0.858,N,66536
66536,N,0.903,N,66861
66861,N,0.914,N,67190
67190,N,0.867,N,67502
67502,N,0.842,N,67805
67805,N,0.836,N,68106
68106,N,0.800,N,68394
68394,N,0.778,N,68674
68674,N,0.769,N,68951
68951,N,0.764,N,69226
69226,N,0.767,N,69502
69502,N,0.742,N,69769
69769,N,0.750,N,70039
70039,N,0.739,N,70305
70305,N,0.744,N,70573
70573,N,0.733,N,70837
70837,N,0.742,N,71104
71104,N,0.708,N,71359
71359,N,0.717,N,71617
71617,N,0.725,N,71878
71878,N,0.722,N,72138
72138,N,0.708,N,72393
72393,N,0.692,N,72642
72642,N,0.706,N,72896
72896,N,0.700,N,73148
73148,N,0.706,N,73402
73402,N,0.681,N,73647
73647,N,0.714,N,73904
73904,N,0.678,N,74148
74148,N,0.683,N,74394
74394,N,0.697,N,74645
