t0,b0,t1,b1,sec
197,L,0.811,L,489
489,L,0.875,L,804
804,L,0.897,L,1127
1127,L,0.842,L,1430
1430,L,0.858,L,1739
1739,L,0.836,L,2040
2040,L,0.844,L,2344
2344,L,0.825,L,2641
2641,L,0.889,L,2961
2961,L,0.881,L,3278
3278,L,0.836,L,3579
3579,L,0.856,L,3887
3887,L,0.856,L,4195
4195,L,0.831,L,4494
4494,L,0.811,L,4786
4786,L,0.875,L,5101
5101,L,0.883,L,5419
5419,L,0.850,L,5725
5725,L,0.886,L,6044
6044,L,0.831,L,6343
6343,L,0.819,L,6638
6638,L,0.822,L,6934
6934,L,0.908,L,7261
7261,L,0.881,L,7578
7578,L,0.850,L,7884
7884,L,0.864,L,8195
8195,L,0.844,L,8499
8499,L,0.842,L,8802
8802,L,0.839,L,9104
9104,L,0.886,L,9423
9423,L,0.861,L,9733
9733,L,0.858,L,10042
10042,L,0.889,L,10362
10362,L,0.853,L,10669
10669,L,0.836,L,10970
10970,L,0.847,L,11275
11275,L,0.911,L,11603
11603,L,0.922,L,11935
11935,L,0.883,L,12253
12253,L,0.889,L,12573
12573,L,0.875,L,12888
12888,L,0.856,L,13196
13196,L,0.878,L,13512
13512,L,0.925,L,13845
13845,L,0.894,L,14167
14167,L,0.869,L,14480
14480,L,0.886,L,14799
14799,L,0.842,L,15102
15102,L,0.833,L,15402
15402,L,0.875,L,15717
15717,L,0.878,L,16033
16033,L,0.908,L,16360
16360,L,0.842,L,16663
16663,L,0.861,L,16973
16973,L,0.833,L,17273
17273,L,0.811,L,17565
17565,L,0.892,L,17886
17886,L,0.897,L,18209
18209,L,0.853,L,18516
18516,L,0.847,L,18821
18821,L,0.894,L,19143
19143,L,0.853,L,19450
19450,L,0.831,L,19749
19749,L,0.892,L,20070
20070,L,0.903,L,20395
20395,L,0.903,L,20720
20720,L,0.869,L,21033
21033,L,0.872,L,21347
21347,L,0.850,L,21653
21653,L,0.836,L,21954
21954,L,0.919,L,22285
22285,L,0.917,L,22615
22615,L,0.908,L,22942
22942,L,0.864,L,23253
23253,L,0.872,L,23567
23567,L,0.858,L,23876
23876,L,0.850,L,24182
24182,L,0.889,L,24502
24502,L,0.908,L,24829
24829,L,0.856,L,25137
25137,L,0.881,L,25454
25454,L,0.867,L,25766
25766,L,0.833,L,26066
26066,L,0.844,L,26370
26370,L,0.903,L,26695
26695,L,0.933,L,27031
27031,L,0.900,L,27355
27355,L,0.886,L,27674
27674,L,0.858,L,27983
27983,L,0.878,L,28299
28299,L,0.894,L,28621
28621,L,0.925,L,28954
28954,L,0.914,L,29283
29283,L,0.850,L,29589
29589,L,0.872,L,29903
29903,L,0.861,L,30213
30213,L,0.861,L,30523
30523,L,0.867,L,30835
30835,L,0.900,L,31159
31159,L,0.936,L,31496
31496,L,0.881,L,31813
31813,L,0.878,L,32129
32129,L,0.861,L,32439
32439,L,0.844,L,32743
32743,L,0.911,L,33071
33071,L,0.922,L,33403
33403,L,0.897,L,33726
33726,L,0.844,L,34030
34030,L,0.850,L,34336
34336,L,0.867,L,34648
34648,L,0.844,L,34952
34952,L,0.903,L,35277
35277,L,0.908,L,35604
35604,L,0.892,L,35925
35925,L,0.881,L,36242
36242,L,0.883,L,36560
36560,L,0.856,L,36868
36868,L,0.839,L,37170
37170,L,0.908,L,37497
37497,L,0.914,L,37826
37826,L,0.858,L,38135
38135,L,0.833,L,38435
38435,L,0.831,L,38734
38734,L,0.839,L,39036
39036,L,0.836,L,39337
39337,L,0.917,L,39667
39667,L,0.889,L,39987
39987,L,0.864,L,40298
40298,L,0.886,L,40617
40617,L,0.869,L,40930
40930,L,0.867,L,41242
41242,L,0.858,L,41551
41551,L,0.900,L,41875
41875,L,0.914,L,42204
42204,L,0.886,L,42523
42523,L,0.886,L,42842
42842,L,0.836,L,43143
43143,L,0.833,L,43443
43443,L,0.878,L,43759
43759,L,0.914,L,44088
44088,L,0.897,L,44411
44411,L,0.847,L,44716
44716,L,0.878,L,45032
45032,L,0.864,L,45343
45343,L,0.853,L,45650
45650,L,0.883,L,45968
45968,L,0.925,L,46301
46301,L,0.917,L,46631
46631,L,0.875,L,46946
46946,L,0.867,L,47258
47258,L,0.844,L,47562
47562,L,0.831,L,47861
47861,L,0.906,L,48187
48187,L,0.917,L,48517
48517,L,0.917,L,48847
48847,L,0.842,L,49150
49150,L,0.847,L,49455
49455,L,0.856,L,49763
49763,L,0.844,L,50067
50067,L,0.897,L,50390
50390,L,0.856,L,50698
50698,L,0.883,L,51016
51016,L,0.847,L,51321
51321,L,0.864,L,51632
51632,L,0.856,L,51940
51940,L,0.825,L,52237
52237,L,0.886,L,52556
52556,L,0.922,L,52888
52888,L,0.892,L,53209
