t0,b0,t1,b1,sec
81,N,0.778,N,361
361,N,0.792,N,646
646,N,0.683,N,892
892,N,0.836,N,1193
1193,N,0.803,N,1482
1482,N,0.822,N,1778
1778,N,0.817,N,2072
2072,N,0.731,N,2335
2335,N,0.858,N,2644
2644,N,0.819,N,2939
2939,N,0.700,N,3191
3191,N,0.914,N,3520
3520,N,0.864,N,3831
3831,N,0.772,N,4109
4109,N,0.822,N,4405
4405,N,0.792,N,4690
4690,N,0.792,N,4975
4975,N,0.722,N,5235
5235,N,0.933,N,5571
5571,N,0.892,N,5892
5892,N,0.836,N,6193
6193,N,0.806,N,6483
6483,N,0.814,N,6776
6776,N,0.708,N,7031
7031,N,0.833,N,7331
7331,N,0.772,N,7609
7609,N,0.792,N,7894
7894,N,0.850,N,8200
8200,N,0.775,N,8479
8479,N,0.786,N,8762
8762,N,0.781,N,9043
9043,N,0.697,N,9294
9294,N,0.861,N,9604
9604,N,0.867,N,9916
9916,N,0.778,N,10196
10196,N,0.886,N,10515
10515,N,0.742,N,10782
10782,N,0.806,N,11072
11072,N,0.789,N,11356
11356,N,0.792,N,11641
11641,N,0.742,N,11908
11908,N,0.922,N,12240
12240,N,0.853,N,12547
12547,N,0.758,N,12820
12820,N,0.844,N,13124
13124,N,0.781,N,13405
13405,N,0.744,N,13673
13673,N,0.800,N,13961
13961,N,0.808,N,14252
14252,N,0.831,N,14551
14551,N,0.875,N,14866
14866,N,0.753,N,15137
15137,N,0.794,N,15423
15423,N,0.792,N,15708
15708,N,0.703,N,15961
15961,N,0.869,N,16274
16274,N,0.825,N,16571
16571,N,0.800,N,16859
16859,N,0.800,N,17147
17147,N,0.742,N,17414
17414,N,0.850,N,17720
17720,N,0.767,N,17996
17996,N,0.719,N,18255
18255,N,0.886,N,18574
18574,N,0.797,N,18861
18861,N,0.814,N,19154
19154,N,0.786,N,19437
19437,N,0.764,N,19712
19712,N,0.803,N,20001
20001,N,0.781,N,20282
20282,N,0.728,N,20544
20544,N,0.928,N,20878
20878,N,0.814,N,21171
21171,N,0.797,N,21458
21458,N,0.772,N,21736
21736,N,0.853,N,22043
22043,N,0.728,N,22305
22305,N,0.778,N,22585
22585,N,0.906,N,22911
22911,N,0.811,N,23203
23203,N,0.756,N,23475
23475,N,0.864,N,23786
23786,N,0.825,N,24083
24083,N,0.736,N,24348
24348,N,0.792,N,24633
24633,N,0.800,N,24921
24921,N,0.825,N,25218
25218,N,0.883,N,25536
25536,N,0.747,N,25805
25805,N,0.892,N,26126
26126,N,0.761,N,26400
26400,N,0.781,N,26681
26681,N,0.847,N,26986
26986,N,0.817,N,27280
27280,N,0.900,N,27604
27604,N,0.806,N,27894
27894,N,0.822,N,28190
28190,N,0.742,N,28457
28457,N,0.864,N,28768
28768,N,0.778,N,29048
29048,N,0.819,N,29343
29343,N,0.892,N,29664
29664,N,0.806,N,29954
29954,N,0.767,N,30230
30230,N,0.872,N,30544
30544,N,0.781,N,30825
30825,N,0.733,N,31089
31089,N,0.858,N,31398
31398,N,0.819,N,31693
31693,N,0.800,N,31981
31981,N,0.817,N,32275
32275,N,0.814,N,32568
32568,N,0.717,N,32826
32826,N,0.836,N,33127
33127,N,0.731,N,33390
33390,N,0.858,N,33699
33699,N,0.819,N,33994
33994,N,0.825,N,34291
34291,N,0.833,N,34591
34591,N,0.853,N,34898
34898,N,0.814,N,35191
35191,N,0.814,N,35484
35484,N,0.881,N,35801
35801,N,0.892,N,36122
36122,N,0.867,N,36434
36434,N,0.858,N,36743
36743,N,0.875,N,37058
37058,N,0.725,N,37319
37319,N,0.875,N,37634
37634,N,0.903,N,37959
37959,N,0.892,N,38280
38280,N,0.897,N,38603
38603,N,0.864,N,38914
38914,N,0.853,N,39221
39221,N,0.842,N,39524
39524,N,0.817,N,39818
39818,N,0.892,N,40139
40139,N,0.903,N,40464
40464,N,0.858,N,40773
40773,N,0.739,N,41039
41039,N,0.897,N,41362
41362,N,0.842,N,41665
41665,N,0.772,N,41943
41943,N,0.906,N,42269
42269,N,0.850,N,42575
42575,N,0.797,N,42862
42862,N,0.875,N,43177
43177,N,0.808,N,43468
43468,N,0.764,N,43743
43743,N,0.839,N,44045
44045,N,0.817,N,44339
44339,N,0.836,N,44640
44640,N,0.889,N,44960
44960,N,0.775,N,45239
45239,N,0.806,N,45529
45529,N,0.836,N,45830
45830,N,0.728,N,46092
46092,N,0.786,N,46375
46375,N,0.850,N,46681
46681,N,0.825,N,46978
46978,N,0.797,N,47265
47265,N,0.789,N,47549
47549,N,0.739,N,47815
47815,N,0.789,N,48099
48099,N,0.772,N,48377
48377,N,0.747,N,48646
48646,N,0.883,N,48964
48964,N,0.758,N,49237
49237,N,0.797,N,49524
49524,N,0.789,N,49808
49808,N,0.775,N,50087
50087,N,0.836,N,50388
50388,N,0.744,N,50656
50656,N,0.842,N,50959
50959,N,0.842,N,51262
51262,N,0.842,N,51565
51565,N,0.764,N,51840
51840,N,0.881,N,52157
52157,N,0.772,N,52435
52435,N,0.753,N,52706
52706,N,0.919,N,53037
53037,N,0.814,N,53330
53330,N,0.850,N,53636
53636,N,0.800,N,53924
53924,N,0.867,N,54236
54236,N,0.728,N,54498
54498,N,0.875,N,54813
54813,N,0.819,N,55108
55108,N,0.808,N,55399
55399,N,0.900,N,55723
55723,N,0.817,N,56017
56017,N,0.831,N,56316
56316,N,0.797,N,56603
56603,N,0.833,N,56903
56903,N,0.747,N,57172
57172,N,0.856,N,57480
57480,N,0.864,N,57791
57791,N,0.842,N,58094
58094,N,0.781,N,58375
58375,N,0.861,N,58685
58685,N,0.742,N,58952
58952,N,0.817,N,59246
59246,N,0.839,N,59548
59548,N,0.850,N,59854
59854,N,0.767,N,60130
60130,N,0.883,N,60448
60448,N,0.747,N,60717
60717,N,0.861,N,61027
61027,N,0.744,N,61295
61295,N,0.825,N,61592
61592,N,0.819,N,61887
61887,N,0.847,N,62192
62192,N,0.806,N,62482
62482,N,0.867,N,62794
62794,N,0.786,N,63077
63077,N,0.783,N,63359
63359,N,0.858,N,63668
63668,N,0.803,N,63957
63957,N,0.922,N,64289
64289,N,0.861,N,64599
64599,N,0.856,N,64907
64907,N,0.831,N,65206
65206,N,0.856,N,65514
65514,N,0.842,N,65817
65817,N,0.881,N,66134
66134,N,0.806,N,66424
66424,N,0.906,N,66750
66750,N,0.856,N,67058
67058,N,0.744,N,67326
67326,N,0.894,N,67648
67648,N,0.739,N,67914
67914,N,0.850,N,68220
68220,N,0.897,N,68543
68543,N,0.833,N,68843
68843,N,0.822,N,69139
69139,N,0.822,N,69435
69435,N,0.717,N,69693
69693,N,0.864,N,70004
70004,N,0.800,N,70292
70292,N,0.831,N,70591
70591,N,0.908,N,70918
70918,N,0.800,N,71206
71206,N,0.733,N,71470
71470,N,0.861,N,71780
71780,N,0.764,N,72055
72055,N,0.792,N,72340
72340,N,0.850,N,72646
72646,N,0.817,N,72940
72940,N,0.803,N,73229
73229,N,0.872,N,73543
73543,N,0.728,N,73805
73805,N,0.856,N,74113
74113,N,0.778,N,74393
74393,N,0.747,N,74662
74662,N,0.942,N,75001
75001,N,0.922,N,75333
75333,N,0.833,N,75633
75633,N,0.794,N,75919
75919,N,0.764,N,76194
76194,N,0.797,N,76481
76481,N,0.822,N,76777
76777,N,0.850,N,77083
77083,N,0.858,N,77392
77392,N,0.750,N,77662
77662,N,0.897,N,77985
77985,N,0.764,N,78260
78260,N,0.825,N,78557
78557,N,0.881,N,78874
78874,N,0.831,N,79173
79173,N,0.914,N,79502
79502,N,0.767,N,79778
