t0,b0,t1,b1,sec
243,R,1.250,R,693
693,R,1.183,R,1119
1119,R,1.203,R,1552
1552,R,1.214,R,1989
1989,R,1.264,R,2444
2444,R,1.225,R,2885
2885,R,1.172,R,3307
3307,R,1.214,R,3744
3744,R,1.144,R,4156
4156,R,1.217,R,4594
4594,R,1.172,R,5016
5016,R,1.225,R,5457
5457,R,1.169,R,5878
5878,R,1.247,R,6327
6327,R,1.192,R,6756
6756,R,1.233,R,7200
7200,R,1.203,R,7633
7633,R,1.219,R,8072
8072,R,1.189,R,8500
8500,R,1.211,R,8936
8936,R,1.167,R,9356
9356,R,1.217,R,9794
9794,R,1.183,R,10220
10220,R,1.225,R,10661
10661,R,1.183,R,11087
11087,R,1.194,R,11517
11517,R,1.208,R,11952
11952,R,1.206,R,12386
12386,R,1.183,R,12812
12812,R,1.178,R,13236
13236,R,1.208,R,13671
13671,R,1.192,R,14100
14100,R,1.189,R,14528
14528,R,1.258,R,14981
14981,R,1.217,R,15419
15419,R,1.239,R,15865
15865,R,1.253,R,16316
16316,R,1.256,R,16768
16768,R,1.200,R,17200
17200,R,1.250,R,17650
17650,R,1.219,R,18089
18089,R,1.247,R,18538
18538,R,1.236,R,18983
18983,R,1.203,R,19416
19416,R,1.258,R,19869
19869,R,1.247,R,20318
20318,R,1.261,R,20772
20772,R,1.250,R,21222
21222,R,1.192,R,21651
21651,R,1.228,R,22093
22093,R,1.219,R,22532
22532,R,1.267,R,22988
22988,R,1.208,R,23423
23423,R,1.319,R,23898
23898,R,1.289,R,24362
24362,R,1.258,R,24815
24815,R,1.214,R,25252
25252,R,1.211,R,25688
25688,R,1.167,R,26108
26108,R,1.200,R,26540
26540,R,1.147,R,26953
26953,R,1.231,R,27396
27396,R,1.267,R,27852
27852,R,1.183,R,28278
28278,R,1.244,R,28726
28726,R,1.147,R,29139
29139,R,1.211,R,29575
29575,R,1.242,R,30022
30022,R,1.189,R,30450
30450,R,1.217,R,30888
30888,R,1.197,R,31319
31319,R,1.211,R,31755
31755,R,1.225,R,32196
32196,R,1.239,R,32642
32642,R,1.231,R,33085
33085,R,1.200,R,33517
33517,R,1.222,R,33957
33957,R,1.222,R,34397
34397,R,1.239,R,34843
34843,R,1.175,R,35266
35266,R,1.175,R,35689
35689,R,1.217,R,36127
36127,R,1.275,R,36586
36586,R,1.242,R,37033
37033,R,1.242,R,37480
37480,R,1.261,R,37934
37934,R,1.211,R,38370
38370,R,1.267,R,38826
38826,R,1.250,R,39276
39276,R,1.225,R,39717
39717,R,1.267,R,40173
40173,R,1.289,R,40637
40637,R,1.253,R,41088
41088,R,1.189,R,41516
41516,R,1.233,R,41960
41960,R,1.167,R,42380
42380,R,1.231,R,42823
42823,R,1.181,R,43248
43248,R,1.200,R,43680
43680,R,1.194,R,44110
44110,R,1.242,R,44557
44557,R,1.161,R,44975
44975,R,1.244,R,45423
45423,R,1.219,R,45862
45862,R,1.211,R,46298
46298,R,1.244,R,46746
46746,R,1.178,R,47170
47170,R,1.217,R,47608
47608,R,1.247,R,48057
48057,R,1.208,R,48492
48492,R,1.211,R,48928
48928,R,1.164,R,49347
49347,R,1.222,R,49787
49787,R,1.178,R,50211
50211,R,1.206,R,50645
50645,R,1.192,R,51074
51074,R,1.203,R,51507
51507,R,1.233,R,51951
51951,R,1.197,R,52382
52382,R,1.236,R,52827
52827,R,1.164,R,53246
53246,R,1.167,R,53666
53666,R,1.219,R,54105
54105,R,1.189,R,54533
54533,R,1.239,R,54979
54979,R,1.153,R,55394
55394,R,1.214,R,55831
55831,R,1.233,R,56275
56275,R,1.208,R,56710
56710,R,1.206,R,57144
57144,R,1.186,R,57571
57571,R,1.239,R,58017
58017,R,1.164,R,58436
58436,R,1.214,R,58873
58873,R,1.172,R,59295
59295,R,1.186,R,59722
59722,R,1.219,R,60161
60161,R,1.183,R,60587
60587,R,1.203,R,61020
61020,R,1.142,R,61431
61431,R,1.222,R,61871
61871,R,1.192,R,62300
62300,R,1.200,R,62732
62732,R,1.169,R,63153
63153,R,1.172,R,63575
63575,R,1.203,R,64008
64008,R,1.150,R,64422
64422,R,1.236,R,64867
64867,R,1.164,R,65286
65286,R,1.183,R,65712
65712,R,1.206,R,66146
66146,R,1.206,R,66580
66580,R,1.203,R,67013
67013,R,1.200,R,67445
67445,R,1.239,R,67891
67891,R,1.194,R,68321
68321,R,1.228,R,68763
68763,R,1.211,R,69199
69199,R,1.178,R,69623
69623,R,1.242,R,70070
70070,R,1.231,R,70513
70513,R,1.200,R,70945
70945,R,1.217,R,71383
71383,R,1.242,R,71830
71830,R,1.208,R,72265
72265,R,1.253,R,72716
72716,R,1.186,R,73143
73143,R,1.203,R,73576
73576,R,1.192,R,74005
74005,R,1.189,R,74433
74433,R,1.239,R,74879
74879,R,1.183,R,75305
75305,R,1.233,R,75749
75749,R,1.256,R,76201
76201,R,1.283,R,76663
76663,R,1.219,R,77102
77102,R,1.231,R,77545
77545,R,1.236,R,77990
77990,R,1.203,R,78423
78423,R,1.250,R,78873
78873,R,1.214,R,79310
79310,R,1.272,R,79768
79768,R,1.278,R,80228
