t0,b0,t1,b1,sec
163,N,0.972,N,513
513,N,1.003,N,874
874,N,0.953,N,1217
1217,N,0.978,N,1569
1569,N,0.986,N,1924
1924,N,0.997,N,2283
2283,N,0.997,N,2642
2642,N,1.028,N,3012
3012,N,1.022,N,3380
3380,N,1.000,N,3740
3740,N,1.033,N,4112
4112,N,0.975,N,4463
4463,N,0.992,N,4820
4820,N,1.022,N,5188
5188,N,0.989,N,5544
5544,N,0.992,N,5901
5901,N,1.011,N,6265
6265,N,1.000,N,6625
6625,N,1.000,N,6985
6985,N,0.994,N,7343
7343,N,0.986,N,7698
7698,N,0.972,N,8048
8048,N,0.972,N,8398
8398,N,0.972,N,8748
8748,N,0.981,N,9101
9101,N,0.972,N,9451
9451,N,0.964,N,9798
9798,N,1.006,N,10160
10160,N,0.975,N,10511
10511,N,0.964,N,10858
10858,N,1.011,N,11222
11222,N,0.986,N,11577
11577,N,0.989,N,11933
11933,N,1.006,N,12295
12295,N,1.000,N,12655
12655,N,1.019,N,13022
13022,N,1.039,N,13396
13396,N,1.025,N,13765
13765,N,1.044,N,14141
14141,N,1.039,N,14515
14515,N,1.039,N,14889
14889,N,1.050,N,15267
15267,N,1.028,N,15637
15637,N,1.028,N,16007
16007,N,1.050,N,16385
16385,N,1.003,N,16746
16746,N,1.019,N,17113
17113,N,1.019,N,17480
17480,N,0.997,N,17839
17839,N,0.972,N,18189
18189,N,0.972,N,18539
18539,N,0.964,N,18886
18886,N,0.997,N,19245
19245,N,0.983,N,19599
19599,N,0.981,N,19952
19952,N,1.022,N,20320
20320,N,1.006,N,20682
20682,N,1.019,N,21049
21049,N,1.031,N,21420
21420,N,0.997,N,21779
21779,N,1.033,N,22151
22151,N,1.022,N,22519
22519,N,0.992,N,22876
22876,N,1.011,N,23240
23240,N,1.008,N,23603
23603,N,0.992,N,23960
23960,N,0.981,N,24313
24313,N,0.961,N,24659
24659,N,0.958,N,25004
25004,N,0.994,N,25362
25362,N,0.983,N,25716
25716,N,0.978,N,26068
26068,N,1.017,N,26434
26434,N,0.992,N,26791
26791,N,0.983,N,27145
27145,N,1.017,N,27511
27511,N,1.008,N,27874
27874,N,1.014,N,28239
28239,N,1.025,N,28608
28608,N,1.006,N,28970
28970,N,1.031,N,29341
29341,N,1.039,N,29715
29715,N,1.036,N,30088
30088,N,1.025,N,30457
30457,N,1.036,N,30830
30830,N,1.025,N,31199
31199,N,1.056,N,31579
31579,N,1.025,N,31948
31948,N,1.019,N,32315
32315,N,1.036,N,32688
32688,N,1.033,N,33060
33060,N,1.003,N,33421
33421,N,1.000,N,33781
33781,N,1.022,N,34149
34149,N,1.028,N,34519
34519,N,1.019,N,34886
34886,N,1.014,N,35251
35251,N,1.033,N,35623
35623,N,1.025,N,35992
35992,N,1.011,N,36356
36356,N,1.022,N,36724
36724,N,1.019,N,37091
37091,N,1.033,N,37463
37463,N,1.047,N,37840
37840,N,1.025,N,38209
38209,N,1.042,N,38584
38584,N,1.031,N,38955
38955,N,0.997,N,39314
39314,N,1.003,N,39675
39675,N,0.983,N,40029
40029,N,0.989,N,40385
40385,N,0.994,N,40743
40743,N,0.967,N,41091
41091,N,0.967,N,41439
41439,N,1.014,N,41804
41804,N,0.989,N,42160
42160,N,0.969,N,42509
42509,N,0.989,N,42865
42865,N,0.967,N,43213
43213,N,0.986,N,43568
43568,N,0.989,N,43924
43924,N,0.989,N,44280
44280,N,1.003,N,44641
44641,N,1.014,N,45006
45006,N,1.006,N,45368
45368,N,0.967,N,45716
45716,N,0.989,N,46072
46072,N,0.981,N,46425
46425,N,0.986,N,46780
46780,N,0.964,N,47127
47127,N,0.961,N,47473
47473,N,0.958,N,47818
47818,N,0.947,N,48159
48159,N,0.928,N,48493
48493,N,0.944,N,48833
48833,N,0.950,N,49175
49175,N,0.953,N,49518
49518,N,0.981,N,49871
49871,N,0.961,N,50217
50217,N,0.972,N,50567
50567,N,0.981,N,50920
50920,N,0.936,N,51257
51257,N,0.950,N,51599
51599,N,0.950,N,51941
51941,N,0.931,N,52276
52276,N,0.908,N,52603
52603,N,0.936,N,52940
52940,N,0.939,N,53278
53278,N,0.956,N,53622
53622,N,1.000,N,53982
53982,N,0.994,N,54340
54340,N,0.997,N,54699
54699,N,1.019,N,55066
55066,N,0.994,N,55424
55424,N,0.986,N,55779
55779,N,1.008,N,56142
56142,N,0.972,N,56492
56492,N,0.972,N,56842
56842,N,0.978,N,57194
57194,N,0.967,N,57542
57542,N,0.956,N,57886
57886,N,0.956,N,58230
58230,N,0.967,N,58578
58578,N,0.969,N,58927
58927,N,0.983,N,59281
59281,N,0.956,N,59625
59625,N,0.969,N,59974
59974,N,0.972,N,60324
60324,N,0.950,N,60666
60666,N,0.947,N,61007
61007,N,0.950,N,61349
61349,N,0.953,N,61692
61692,N,0.964,N,62039
62039,N,0.956,N,62383
62383,N,0.942,N,62722
62722,N,0.939,N,63060
63060,N,0.922,N,63392
63392,N,0.942,N,63731
63731,N,0.906,N,64057
64057,N,0.917,N,64387
