,0
0,-0.005641336700491419
1,0.0023537156051297043
2,0.007539477924799558
3,0.011113126493400845
4,0.017040117118779636
5,0.026739385322633938
6,0.03625464441368925
7,0.04027508247334256
8,0.0394343910351279
9,0.04239314731330529
10,0.05853569081648504
11,0.08711281196271116
12,0.11391472091151425
13,0.12058223321689109
14,0.0993864683215099
15,0.05992463891141912
16,0.020901709551070242
17,-0.005763540168693225
18,-0.02357734674245402
19,-0.04469771189587859
20,-0.07468520291628081
21,-0.10429479329363933
22,-0.11706271202644859
23,-0.10566110764429372
24,-0.08078404100367526
25,-0.06310566415593247
26,-0.0652569127690319
27,-0.08074324687664272
28,-0.09036615923829869
29,-0.08011812815439714
30,-0.053790315737631655
31,-0.028899764113719764
32,-0.020489045318512686
33,-0.02833861208843596
34,-0.038969762773815975
35,-0.03927612305588876
36,-0.028126634215565237
37,-0.015481146239959711
38,-0.01133331468801834
39,-0.01615888745853331
40,-0.021831870411791618
41,-0.020890709909676473
42,-0.01411262039186502
43,-0.009047536983209979
44,-0.011878555726386825
45,-0.021461881807775016
46,-0.03140609287304608
47,-0.037285140620660115
48,-0.04086119031943457
49,-0.046748424534989605
50,-0.05529473096190514
51,-0.059778382643828176
52,-0.05175651536066402
53,-0.029856394341135538
54,-0.0032086497057245396
55,0.014571717869501668
56,0.01591078047546913
57,0.004892856752897234
58,-0.0068517935675876315
59,-0.009611680948455225
60,-0.0013163475169318756
61,0.015143623215068895
62,0.03861417449383503
63,0.07172838658941921
64,0.11486707496245518
65,0.1582557290826282
66,0.18235358308535646
67,0.16982986149909046
68,0.12057739046402643
69,0.056056717206635964
70,0.006938095211341781
71,-0.00754474227980186
72,0.00790413498154419
73,0.030406346269156614
74,0.037669992890982704
75,0.023831254739182205
76,-3.524943524781392e-06
77,-0.018899664123605952
78,-0.027949419286596812
79,-0.03504693353645422
80,-0.0521600297192533
81,-0.08475207592047787
82,-0.128761507752339
83,-0.1757596085389061
84,-0.21929960446698665
85,-0.25626656954085003
86,-0.2840004802082138
87,-0.29871200130143727
88,-0.2981714994567023
89,-0.2853492764036484
90,-0.26741202012968013
91,-0.24936347661076286
92,-0.22841364629150043
93,-0.19589073986155967
94,-0.14638630558327623
95,-0.08577479795298582
96,-0.02951278813651162
97,0.00859296118445915
98,0.027371196947477874
99,0.03859579155115514
100,0.05579259875922768
101,0.0816575910692661
102,0.10580455591820073
103,0.11494941354350864
104,0.10584427106255706
105,0.08864362367774836
106,0.07753748615362907
107,0.0776789938450074
108,0.08095060295599765
109,0.07458351872175634
110,0.05429150001640806
111,0.029273560520083893
112,0.014262015841292561
113,0.01616850040628754
114,0.02794679728214855
115,0.035305357336333706
116,0.029694531345159057
117,0.015269665512959581
118,0.0036041976507905074
119,0.0017484177544581673
120,0.005385530047783032
121,0.0035763204377492943
122,-0.009789470661546344
123,-0.02914801209294024
124,-0.04174247680072517
125,-0.0391641955864368
126,-0.024984353912108
127,-0.011419273606508896
128,-0.008487280433411674
129,-0.015982444228246434
130,-0.02536343190325753
131,-0.02883625236697953
132,-0.026280590438937754
133,-0.023560535932160044
134,-0.02489032097506207
135,-0.027872757390127605
136,-0.026594940454083962
137,-0.0192482874348633
138,-0.011553877143580676
139,-0.011474797743901973
140,-0.02017553911997115
141,-0.029016319431370764
142,-0.02696533212913574
143,-0.012061754234402625
144,0.004618163207022043
145,0.007685075736018764
146,-0.008327720334289712
147,-0.03265381810116365
148,-0.046691748004073885
149,-0.040081140137175585
150,-0.019691720078549052
151,-0.002984740987959878
152,-0.0018581078540291385
153,-0.01218831982217861
154,-0.018902914733696725
155,-0.011539245541892043
156,0.0048507951238360505
157,0.014125009111930549
158,0.0047048922064231585
159,-0.018509070121681737
160,-0.0374718206681738
161,-0.036681715970150214
162,-0.016755633125703686
163,0.006441195490447247
164,0.015923740608991113
165,0.007824525748244392
166,-0.006813106634863734
167,-0.013261342818991122
168,-0.006239146906014318
169,0.0068711012808381254
170,0.014442681953830735
171,0.011651118172681642
172,0.0037414373217837847
173,-0.0005002192493896772
174,0.0023391098860094436
175,0.007865861698323023
176,0.009581595751569486
177,0.0061599903435422005
178,0.002628366056047168
179,0.004451836460010504
180,0.010942992678135425
181,0.0151097641592801
182,0.01042785248665419
183,-0.002175141424950863
184,-0.014332959008774265
185,-0.017654957409057908
186,-0.011522684537933984
187,-0.003610686168845365
188,-0.002426866677328181
189,-0.009017539974776731
190,-0.015987121530012992
191,-0.014964532014517359
192,-0.005311691355681863
193,0.004595291310723039
194,0.005125316682626403
195,-0.005083000135766071
196,-0.017146669894336983
197,-0.019815732913530466
198,-0.010031976057168593
199,0.003795331788674811
200,0.009051773310966522
201,9.407477904440405e-05
202,-0.01691122238327785
203,-0.029708692515082995
204,-0.030635100082813595
205,-0.022420314633018006
206,-0.01438114792223262
207,-0.013450556139932002
208,-0.01877746774271508
209,-0.024308132481861307
210,-0.02565808267199736
211,-0.02391697947845401
212,-0.023047262411363234
213,-0.024549705787936936
214,-0.025630337650372342
215,-0.022798747074359756
216,-0.016587110422388793
217,-0.011750568442899637
218,-0.012334097129887136
219,-0.016890143110767447
220,-0.019377088190488348
221,-0.015333421630966983
222,-0.007011195998798094
223,-0.0017366748622989637
224,-0.004628377124428256
225,-0.012964118033941187
226,-0.018321957849803776
227,-0.014888127781692309
228,-0.005745361053146325
229,-0.0004671474298161709
230,-0.005847856583581461
231,-0.018725295924162014
232,-0.02825047751788995
233,-0.025856052302281385
234,-0.0134492029828588
235,-0.0017964254084895336
236,-0.0004901798935674918
237,-0.009100508860847603
238,-0.017972934821418412
239,-0.01770327038304253
240,-0.007917838593500414
241,0.003074555096319963
242,0.006938714742762463
243,0.0032391301108531424
244,-0.0013196265386806198
245,-0.0011081129841789853
246,0.0017944450194663543
247,-9.601614025284209e-05
248,-0.010614523927441818
249,-0.023874343638176636
250,-0.028388431736799755
251,-0.018187106329604033
252,5.768063188868076e-05
253,0.011763467708338202
254,0.007405502784497527
255,-0.008463099390836362
256,-0.02115099539194897
257,-0.019463952078908504
258,-0.006240447754035808
259,0.004315656410946965
260,6.277296786899545e-05
261,-0.017640764637033644
262,-0.03529050374248491
263,-0.039872751346568334
264,-0.03057798090074971
265,-0.01860324728531119
266,-0.015785995539771475
267,-0.023464740453393862
268,-0.03224230329055977
269,-0.03227047431279971
270,-0.023391041594299722
271,-0.01501739880950397
272,-0.01618077314407179
273,-0.026016158375359803
274,-0.03436668721832374
275,-0.03192107077520891
276,-0.01972342990853758
277,-0.008521111636738661
278,-0.008520955819844484
279,-0.019609740732739297
280,-0.03159344569672348
281,-0.03411804165500972
282,-0.026484129073479187
283,-0.01782707194323858
284,-0.017708180289544042
285,-0.02652822313797215
286,-0.03516740870861662
287,-0.03404730717459588
288,-0.022587340734429102
289,-0.009819076135494905
290,-0.0057482649097073376
291,-0.01206940125463575
292,-0.021195153553080347
293,-0.02413414354632732
294,-0.019081679051636154
295,-0.012270356081395258
296,-0.010740711940012814
297,-0.014865675952717127
298,-0.018411050936347984
299,-0.015827795391185194
300,-0.00878425311262464
301,-0.004687054628773484
302,-0.008446131185347169
303,-0.016207057722432534
304,-0.01823369989806494
305,-0.008783396054180732
306,0.006874623529756783
307,0.016009245891631153
308,0.009932705439251618
309,-0.0074635298706285545
310,-0.022744185589071188
311,-0.02504454237107572
312,-0.015750885674856677
313,-0.0064061869205904575
314,-0.006971993129647119
315,-0.01607515992801653
316,-0.02288664967124105
317,-0.018676470528801364
318,-0.006375875405485285
319,0.0016217553593206482
320,-0.0045033297362343325
321,-0.021916817254245272
322,-0.03701445296537254
323,-0.03760905462615592
324,-0.023760896109279728
325,-0.007073787329298595
326,0.0004050345294924051
327,-0.0033228303686638856
328,-0.010156951244426112
329,-0.011463205621361161
330,-0.007108240776433486
331,-0.004965938983002004
332,-0.011936381395019725
333,-0.02608618380708287
334,-0.03807962968892543
335,-0.04038158307164688
336,-0.03476900632315391
337,-0.030477094604138177
338,-0.03485061857949977
339,-0.045931821077921944
340,-0.05441281628729264
341,-0.052944251658920624
342,-0.04345798240647495
343,-0.03523060779677596
344,-0.035708916715258096
345,-0.043291688241696796
346,-0.04920062070024603
347,-0.046428004937709544
348,-0.03669715827379007
349,-0.0284309893385054
350,-0.027802322060632052
351,-0.031957980130992304
352,-0.03143302715094759
353,-0.019594420074178685
354,0.00023901981158912147
355,0.01733185527700456
356,0.02362574734162637
357,0.02165246808348054
358,0.022304128085820024
359,0.034228718748551316
360,0.054968890396005776
361,0.07268172879586252
362,0.0772828134160397
363,0.07058617284487054
364,0.06548803939520031
365,0.07434674863987437
366,0.09704548857952527
367,0.11990983363018114
368,0.12678582781234732
369,0.11229752500317473
370,0.0852478812940711
371,0.05934692924372893
372,0.04030838060541455
373,0.021626676584964512
374,-0.007099637587802339
375,-0.0475593830556482
376,-0.08830221595353147
377,-0.11316908633173214
378,-0.11489237032389452
379,-0.10111117576034452
380,-0.08717455206029537
381,-0.08260456610000233
382,-0.08396213698085533
383,-0.08049951117698884
384,-0.06660403047914065
385,-0.048618661982821096
386,-0.03929458876934197
387,-0.045275560041805954
388,-0.05982147737462008
