,ECG,PPG
0,-0.105,-0.480
1,-0.100,-0.480
2,-0.095,-0.480
3,-0.089,-0.480
4,-0.082,-0.456
5,-0.075,-0.456
6,-0.069,-0.456
7,-0.063,-0.456
8,-0.058,-0.424
9,-0.053,-0.424
10,-0.048,-0.424
11,-0.043,-0.424
12,-0.039,-0.385
13,-0.035,-0.385
14,-0.032,-0.385
15,-0.029,-0.385
16,-0.027,-0.338
17,-0.025,-0.338
18,-0.024,-0.338
19,-0.022,-0.338
20,-0.022,-0.279
21,-0.022,-0.279
22,-0.021,-0.279
23,-0.021,-0.279
24,-0.020,-0.218
25,-0.019,-0.218
26,-0.018,-0.218
27,-0.018,-0.218
28,-0.019,-0.151
29,-0.020,-0.151
30,-0.021,-0.151
31,-0.023,-0.151
32,-0.024,-0.082
33,-0.025,-0.082
34,-0.026,-0.082
35,-0.028,-0.082
36,-0.029,-0.011
37,-0.029,-0.011
38,-0.029,-0.011
39,-0.029,-0.011
40,-0.028,0.058
41,-0.027,0.058
42,-0.026,0.058
43,-0.025,0.058
44,-0.026,0.123
45,-0.027,0.123
46,-0.028,0.123
47,-0.029,0.123
48,-0.030,0.186
49,-0.031,0.186
50,-0.032,0.186
51,-0.033,0.186
52,-0.034,0.244
53,-0.035,0.244
54,-0.036,0.244
55,-0.037,0.244
56,-0.038,0.299
57,-0.040,0.299
58,-0.041,0.299
59,-0.041,0.299
60,-0.041,0.348
61,-0.041,0.348
62,-0.042,0.348
63,-0.043,0.348
64,-0.044,0.390
65,-0.045,0.390
66,-0.046,0.390
67,-0.048,0.390
68,-0.048,0.426
69,-0.048,0.426
70,-0.048,0.426
71,-0.048,0.426
72,-0.049,0.454
73,-0.049,0.454
74,-0.050,0.454
75,-0.051,0.454
76,-0.052,0.477
77,-0.053,0.477
78,-0.054,0.477
79,-0.055,0.477
80,-0.055,0.491
81,-0.055,0.491
82,-0.054,0.491
83,-0.054,0.491
84,-0.052,0.498
85,-0.051,0.498
86,-0.049,0.498
87,-0.046,0.498
88,-0.043,0.499
89,-0.040,0.499
90,-0.038,0.499
91,-0.036,0.499
92,-0.034,0.491
93,-0.032,0.491
94,-0.030,0.491
95,-0.028,0.491
96,-0.025,0.480
97,-0.022,0.480
98,-0.019,0.480
99,-0.016,0.480
100,-0.013,0.461
101,-0.010,0.461
102,-0.006,0.461
103,-0.002,0.461
104,0.001,0.435
105,0.004,0.435
106,0.006,0.435
107,0.008,0.435
108,0.010,0.409
109,0.012,0.409
110,0.013,0.409
111,0.014,0.409
112,0.015,0.380
113,0.015,0.380
114,0.015,0.380
115,0.014,0.380
116,0.013,0.348
117,0.013,0.348
118,0.011,0.348
119,0.009,0.348
120,0.004,0.314
121,0.000,0.314
122,-0.007,0.314
123,-0.014,0.314
124,-0.021,0.279
125,-0.028,0.279
126,-0.033,0.279
127,-0.038,0.279
128,-0.041,0.246
129,-0.043,0.246
130,-0.045,0.246
131,-0.047,0.246
132,-0.049,0.211
133,-0.051,0.211
134,-0.053,0.211
135,-0.055,0.211
136,-0.058,0.176
137,-0.060,0.176
138,-0.061,0.176
139,-0.063,0.176
140,-0.063,0.142
141,-0.063,0.142
142,-0.062,0.142
143,-0.062,0.142
144,-0.060,0.108
145,-0.059,0.108
146,-0.057,0.108
147,-0.055,0.108
148,-0.055,0.076
149,-0.055,0.076
150,-0.056,0.076
151,-0.056,0.076
152,-0.058,0.043
153,-0.059,0.043
154,-0.059,0.043
155,-0.059,0.043
156,-0.059,0.012
157,-0.060,0.012
158,-0.061,0.012
159,-0.062,0.012
160,-0.063,-0.021
161,-0.064,-0.021
162,-0.065,-0.021
163,-0.065,-0.021
164,-0.065,-0.052
165,-0.064,-0.052
166,-0.064,-0.052
167,-0.064,-0.052
168,-0.064,-0.080
169,-0.064,-0.080
170,-0.064,-0.080
171,-0.064,-0.080
172,-0.064,-0.108
173,-0.063,-0.108
174,-0.063,-0.108
175,-0.063,-0.108
176,-0.065,-0.136
177,-0.066,-0.136
178,-0.067,-0.136
179,-0.067,-0.136
180,-0.066,-0.163
181,-0.065,-0.163
182,-0.063,-0.163
183,-0.061,-0.163
184,-0.055,-0.187
185,-0.049,-0.187
186,-0.034,-0.187
187,-0.019,-0.187
188,0.009,-0.210
189,0.038,-0.210
190,0.082,-0.210
191,0.125,-0.210
192,0.180,-0.231
193,0.236,-0.231
194,0.296,-0.231
195,0.356,-0.231
196,0.413,-0.251
197,0.470,-0.251
198,0.516,-0.251
199,0.562,-0.251
200,0.590,-0.268
201,0.617,-0.268
202,0.623,-0.268
203,0.629,-0.268
204,0.612,-0.284
205,0.595,-0.284
206,0.558,-0.284
207,0.521,-0.284
208,0.471,-0.299
209,0.421,-0.299
210,0.367,-0.299
211,0.313,-0.299
212,0.265,-0.313
213,0.217,-0.313
214,0.181,-0.313
215,0.145,-0.313
216,0.120,-0.326
217,0.096,-0.326
218,0.080,-0.326
219,0.063,-0.326
220,0.052,-0.339
