,ECG,PPG
0,0.002,-0.358
1,0.002,-0.358
2,0.002,-0.358
3,0.002,-0.358
4,-0.023,-0.349
5,-0.023,-0.349
6,-0.048,-0.349
7,-0.048,-0.349
8,-0.048,-0.339
9,-0.048,-0.339
10,-0.073,-0.339
11,-0.073,-0.339
12,-0.098,-0.325
13,-0.098,-0.325
14,-0.098,-0.325
15,-0.098,-0.325
16,-0.122,-0.311
17,-0.122,-0.311
18,-0.122,-0.311
19,-0.122,-0.311
20,-0.122,-0.296
21,-0.147,-0.296
22,-0.122,-0.296
23,-0.122,-0.296
24,-0.122,-0.283
25,-0.122,-0.283
26,-0.122,-0.283
27,-0.122,-0.283
28,-0.122,-0.272
29,-0.122,-0.272
30,-0.122,-0.272
31,-0.122,-0.272
32,-0.122,-0.264
33,-0.122,-0.264
34,-0.098,-0.264
35,-0.098,-0.264
36,-0.098,-0.259
37,-0.098,-0.259
38,-0.122,-0.259
39,-0.122,-0.259
40,-0.122,-0.257
41,-0.122,-0.257
42,-0.122,-0.257
43,-0.098,-0.257
44,-0.073,-0.258
45,-0.023,-0.258
46,0.002,-0.258
47,0.076,-0.258
48,0.176,-0.269
49,0.325,-0.269
50,0.474,-0.269
51,0.673,-0.269
52,0.872,-0.277
53,1.095,-0.277
54,1.220,-0.277
55,1.170,-0.277
56,0.972,-0.285
57,0.599,-0.285
58,0.201,-0.285
59,-0.048,-0.285
60,-0.247,-0.296
61,-0.421,-0.296
62,-0.520,-0.296
63,-0.570,-0.296
64,-0.595,-0.308
65,-0.570,-0.308
66,-0.495,-0.308
67,-0.421,-0.308
68,-0.371,-0.322
69,-0.297,-0.322
70,-0.247,-0.322
71,-0.197,-0.322
72,-0.172,-0.336
73,-0.147,-0.336
74,-0.147,-0.336
75,-0.122,-0.336
76,-0.122,-0.350
77,-0.098,-0.350
78,-0.098,-0.350
79,-0.098,-0.350
80,-0.098,-0.365
81,-0.098,-0.365
82,-0.098,-0.365
83,-0.098,-0.365
84,-0.073,-0.381
85,-0.073,-0.381
86,-0.073,-0.381
87,-0.073,-0.381
88,-0.073,-0.395
89,-0.073,-0.395
90,-0.073,-0.395
91,-0.073,-0.395
92,-0.073,-0.410
93,-0.073,-0.410
94,-0.073,-0.410
95,-0.048,-0.410
96,-0.073,-0.424
97,-0.073,-0.424
98,-0.073,-0.424
99,-0.048,-0.424
100,-0.048,-0.437
101,-0.048,-0.437
102,-0.048,-0.437
103,-0.048,-0.437
104,-0.048,-0.450
105,-0.048,-0.450
106,-0.048,-0.450
107,-0.048,-0.450
108,-0.048,-0.462
109,-0.023,-0.462
110,-0.023,-0.462
111,-0.023,-0.462
112,-0.048,-0.471
113,-0.048,-0.471
114,-0.023,-0.471
115,-0.023,-0.471
116,-0.023,-0.480
117,-0.023,-0.480
118,0.002,-0.480
119,0.002,-0.480
120,0.002,-0.488
121,-0.023,-0.488
122,-0.023,-0.488
123,0.002,-0.488
124,0.002,-0.495
125,0.002,-0.495
126,0.002,-0.495
127,0.002,-0.495
128,0.002,-0.500
129,0.002,-0.500
130,0.002,-0.500
131,0.002,-0.500
132,0.002,-0.504
133,0.026,-0.504
134,0.026,-0.504
135,0.026,-0.504
136,0.051,-0.508
137,0.026,-0.508
138,0.051,-0.508
139,0.051,-0.508
140,0.051,-0.511
141,0.051,-0.511
142,0.076,-0.511
143,0.076,-0.511
144,0.076,-0.512
145,0.076,-0.512
146,0.076,-0.512
147,0.101,-0.512
148,0.101,-0.514
149,0.101,-0.514
150,0.101,-0.514
151,0.126,-0.514
152,0.126,-0.514
153,0.126,-0.514
154,0.126,-0.514
155,0.151,-0.514
156,0.126,-0.509
157,0.151,-0.509
158,0.151,-0.509
159,0.176,-0.509
160,0.176,-0.498
161,0.201,-0.498
162,0.201,-0.498
163,0.201,-0.498
164,0.201,-0.477
165,0.201,-0.477
166,0.201,-0.477
167,0.226,-0.477
168,0.226,-0.442
169,0.226,-0.442
170,0.226,-0.442
171,0.226,-0.442
172,0.226,-0.393
173,0.251,-0.393
174,0.251,-0.393
175,0.251,-0.393
176,0.251,-0.328
177,0.251,-0.328
178,0.251,-0.328
179,0.251,-0.328
180,0.251,-0.245
181,0.251,-0.245
182,0.251,-0.245
183,0.251,-0.245
184,0.251,-0.149
185,0.251,-0.149
186,0.226,-0.149
187,0.201,-0.149
188,0.201,-0.045
189,0.201,-0.045
190,0.201,-0.045
191,0.201,-0.045
192,0.176,0.065
193,0.176,0.065
194,0.176,0.065
195,0.151,0.065
196,0.151,0.172
197,0.151,0.172
198,0.126,0.172
199,0.126,0.172
200,0.126,0.270
201,0.126,0.270
202,0.101,0.270
203,0.101,0.270
204,0.076,0.355
205,0.051,0.355
206,0.051,0.355
207,0.051,0.355
208,0.026,0.422
209,0.026,0.422
210,0.026,0.422
211,0.002,0.422
212,0.002,0.470
213,0.002,0.470
214,0.002,0.470
215,-0.023,0.470
216,-0.023,0.499
217,-0.023,0.499
218,-0.048,0.499
219,-0.048,0.499
220,-0.048,0.510
221,-0.073,0.510
222,-0.073,0.510
223,-0.073,0.510
224,-0.073,0.504
225,-0.098,0.504
226,-0.098,0.504
227,-0.098,0.504
228,-0.098,0.484
229,-0.098,0.484
230,-0.122,0.484
231,-0.122,0.484
232,-0.122,0.456
233,-0.122,0.456
234,-0.122,0.456
235,-0.122,0.456
236,-0.122,0.418
237,-0.147,0.418
238,-0.122,0.418
239,-0.147,0.418
240,-0.147,0.376
241,-0.147,0.376
242,-0.122,0.376
243,-0.122,0.376
244,-0.122,0.331
245,-0.122,0.331
246,-0.122,0.331
247,-0.122,0.331
248,-0.122,0.283
249,-0.122,0.283
250,-0.122,0.283
251,-0.122,0.283
252,-0.122,0.235
253,-0.122,0.235
254,-0.122,0.235
255,-0.122,0.235
256,-0.122,0.188
257,-0.122,0.188
258,-0.098,0.188
259,-0.098,0.188
260,-0.098,0.141
261,-0.098,0.141
262,-0.098,0.141
263,-0.122,0.141
264,-0.122,0.096
265,-0.098,0.096
266,-0.098,0.096
267,-0.098,0.096
268,-0.098,0.051
269,-0.098,0.051
270,-0.098,0.051
271,-0.098,0.051
272,-0.098,0.007
273,-0.098,0.007
274,-0.098,0.007
275,-0.098,0.007
276,-0.098,-0.034
277,-0.098,-0.034
278,-0.098,-0.034
279,-0.098,-0.034
280,-0.122,-0.076
281,-0.098,-0.076
282,-0.098,-0.076
283,-0.098,-0.076
284,-0.098,-0.117
285,-0.098,-0.117
286,-0.098,-0.117
287,-0.098,-0.117
288,-0.098,-0.155
289,-0.122,-0.155
290,-0.098,-0.155
291,-0.098,-0.155
292,-0.098,-0.194
293,-0.098,-0.194
294,-0.098,-0.194
295,-0.098,-0.194
296,-0.122,-0.231
297,-0.122,-0.231
298,-0.122,-0.231
299,-0.122,-0.231
300,-0.098,-0.265
301,-0.098,-0.265
302,-0.098,-0.265
303,-0.098,-0.265
304,-0.098,-0.297
305,-0.098,-0.297
306,-0.098,-0.297
307,-0.098,-0.297
308,-0.098,-0.326
309,-0.073,-0.326
310,-0.073,-0.326
311,-0.048,-0.326
312,-0.048,-0.348
313,-0.048,-0.348
314,-0.048,-0.348
315,-0.048,-0.348
316,-0.023,-0.367
317,-0.023,-0.367
318,0.002,-0.367
319,-0.023,-0.367
320,0.002,-0.380
321,-0.023,-0.380
322,-0.023,-0.380
323,0.002,-0.380
324,0.002,-0.387
325,0.002,-0.387
326,0.002,-0.387
327,0.002,-0.387
328,0.002,-0.389
329,0.002,-0.389
330,0.002,-0.389
331,0.002,-0.389
332,0.002,-0.384
333,0.002,-0.384
334,0.002,-0.384
335,0.002,-0.384
336,0.002,-0.376
337,-0.023,-0.376
338,-0.048,-0.376
339,-0.048,-0.376
340,-0.048,-0.365
341,-0.048,-0.365
342,-0.048,-0.365
343,-0.048,-0.365
344,-0.073,-0.351
345,-0.098,-0.351
346,-0.098,-0.351
347,-0.098,-0.351
348,-0.098,-0.337
349,-0.122,-0.337
350,-0.122,-0.337
351,-0.122,-0.337
352,-0.122,-0.321
353,-0.122,-0.321
354,-0.147,-0.321
355,-0.147,-0.321
356,-0.147,-0.307
357,-0.147,-0.307
358,-0.147,-0.307
359,-0.122,-0.307
360,-0.122,-0.295
361,-0.122,-0.295
362,-0.122,-0.295
363,-0.147,-0.295
364,-0.147,-0.286
365,-0.147,-0.286
366,-0.122,-0.286
367,-0.122,-0.286
368,-0.122,-0.280
369,-0.122,-0.280
370,-0.122,-0.280
371,-0.122,-0.280
372,-0.122,-0.277
373,-0.122,-0.277
374,-0.122,-0.277
375,-0.122,-0.277
376,-0.122,-0.277
377,-0.098,-0.277
378,-0.048,-0.277
379,-0.023,-0.277
380,0.026,-0.280
381,0.126,-0.280
382,0.251,-0.280
383,0.399,-0.280
384,0.574,-0.286
385,0.747,-0.286
386,0.972,-0.286
387,1.145,-0.286
388,1.195,-0.295
389,1.070,-0.295
390,0.797,-0.295
391,0.399,-0.295
392,0.051,-0.305
393,-0.147,-0.305
394,-0.322,-0.305
395,-0.471,-0.305
396,-0.545,-0.317
397,-0.595,-0.317
398,-0.570,-0.317
399,-0.520,-0.317
400,-0.471,-0.330
401,-0.396,-0.330
402,-0.322,-0.330
403,-0.272,-0.330
404,-0.222,-0.344
405,-0.197,-0.344
406,-0.172,-0.344
407,-0.147,-0.344
408,-0.122,-0.359
409,-0.098,-0.359
410,-0.098,-0.359
411,-0.098,-0.359
412,-0.098,-0.374
413,-0.098,-0.374
414,-0.098,-0.374
415,-0.098,-0.374
416,-0.098,-0.390
417,-0.098,-0.390
418,-0.073,-0.390
419,-0.073,-0.390
420,-0.073,-0.405
421,-0.098,-0.405
422,-0.098,-0.405
423,-0.073,-0.405
424,-0.073,-0.419
425,-0.073,-0.419
426,-0.048,-0.419
427,-0.048,-0.419
428,-0.048,-0.433
429,-0.073,-0.433
430,-0.073,-0.433
431,-0.048,-0.433
432,-0.048,-0.447
433,-0.048,-0.447
434,-0.048,-0.447
435,-0.048,-0.447
436,-0.048,-0.460
437,-0.048,-0.460
438,-0.048,-0.460
439,-0.048,-0.460
440,-0.048,-0.471
441,-0.048,-0.471
442,-0.023,-0.471
443,-0.023,-0.471
444,-0.023,-0.481
445,-0.048,-0.481
446,-0.023,-0.481
447,-0.023,-0.481
448,-0.023,-0.491
449,-0.023,-0.491
450,-0.023,-0.491
451,0.002,-0.491
452,0.002,-0.498
453,0.002,-0.498
454,0.002,-0.498
455,0.002,-0.498
456,0.002,-0.505
457,0.002,-0.505
458,0.002,-0.505
459,0.002,-0.505
460,0.002,-0.510
461,0.002,-0.510
462,0.002,-0.510
463,0.002,-0.510
464,0.002,-0.516
465,0.002,-0.516
466,0.026,-0.516
467,0.026,-0.516
468,0.051,-0.519
469,0.051,-0.519
470,0.051,-0.519
471,0.051,-0.519
472,0.051,-0.523
473,0.051,-0.523
474,0.051,-0.523
475,0.051,-0.523
476,0.076,-0.525
477,0.076,-0.525
478,0.076,-0.525
479,0.076,-0.525
480,0.076,-0.527
481,0.101,-0.527
482,0.101,-0.527
483,0.126,-0.527
484,0.126,-0.529
485,0.126,-0.529
486,0.126,-0.529
487,0.151,-0.529
488,0.151,-0.526
489,0.151,-0.526
490,0.151,-0.526
491,0.151,-0.526
492,0.176,-0.520
493,0.176,-0.520
494,0.176,-0.520
495,0.201,-0.520
496,0.201,-0.505
497,0.201,-0.505
498,0.201,-0.505
499,0.226,-0.505
500,0.226,-0.479
501,0.251,-0.479
502,0.251,-0.479
503,0.251,-0.479
504,0.251,-0.438
505,0.251,-0.438
506,0.251,-0.438
507,0.251,-0.438
508,0.251,-0.381
509,0.251,-0.381
510,0.276,-0.381
511,0.251,-0.381
512,0.251,-0.308
513,0.251,-0.308
514,0.251,-0.308
515,0.251,-0.308
516,0.251,-0.221
517,0.251,-0.221
518,0.251,-0.221
519,0.251,-0.221
520,0.251,-0.121
521,0.226,-0.121
522,0.226,-0.121
523,0.226,-0.121
524,0.201,-0.014
525,0.201,-0.014
526,0.201,-0.014
527,0.201,-0.014
528,0.201,0.095
529,0.176,0.095
530,0.176,0.095
531,0.151,0.095
532,0.151,0.198
533,0.151,0.198
534,0.151,0.198
