,ECG,PPG
0,0.002,0.391
1,0.002,0.391
2,0.002,0.391
3,0.002,0.391
4,0.002,0.341
5,0.002,0.341
6,0.002,0.341
7,0.002,0.341
8,0.002,0.291
9,0.002,0.291
10,0.002,0.291
11,0.002,0.291
12,0.002,0.239
13,0.002,0.239
14,0.002,0.239
15,0.002,0.239
16,0.002,0.189
17,0.002,0.189
18,0.002,0.189
19,0.002,0.189
20,0.002,0.147
21,0.002,0.147
22,0.002,0.147
23,0.002,0.147
24,0.002,0.107
25,0.002,0.107
26,0.002,0.107
27,0.002,0.107
28,0.002,0.071
29,0.002,0.071
30,0.002,0.071
31,0.002,0.071
32,0.002,0.042
33,0.002,0.042
34,-0.019,0.042
35,-0.019,0.042
36,-0.019,0.024
37,-0.039,0.024
38,-0.039,0.024
39,-0.039,0.024
40,-0.039,0.003
41,-0.039,0.003
42,-0.039,0.003
43,-0.039,0.003
44,-0.039,-0.013
45,-0.039,-0.013
46,-0.039,-0.013
47,-0.039,-0.013
48,-0.039,-0.048
49,-0.019,-0.048
50,-0.019,-0.048
51,-0.019,-0.048
52,-0.019,-0.064
53,-0.019,-0.064
54,-0.019,-0.064
55,-0.019,-0.064
56,-0.019,-0.089
57,-0.039,-0.089
58,-0.019,-0.089
59,-0.039,-0.089
60,-0.039,-0.114
61,-0.039,-0.114
62,-0.060,-0.114
63,-0.060,-0.114
64,-0.039,-0.145
65,-0.039,-0.145
66,-0.019,-0.145
67,0.002,-0.145
68,0.002,-0.177
69,0.002,-0.177
70,0.002,-0.177
71,0.002,-0.177
72,0.002,-0.214
73,0.002,-0.214
74,0.002,-0.214
75,0.002,-0.214
76,0.002,-0.251
77,0.002,-0.251
78,0.002,-0.251
79,0.002,-0.251
80,0.002,-0.288
81,0.002,-0.288
82,0.002,-0.288
83,0.002,-0.288
84,0.002,-0.325
85,0.002,-0.325
86,0.002,-0.325
87,0.002,-0.325
88,0.002,-0.356
89,0.002,-0.356
90,0.002,-0.356
91,0.002,-0.356
92,0.002,-0.386
93,0.002,-0.386
94,0.002,-0.386
95,0.022,-0.386
96,0.042,-0.414
97,0.083,-0.414
98,0.104,-0.414
99,0.125,-0.414
100,0.145,-0.433
101,0.125,-0.433
102,0.104,-0.433
103,0.083,-0.433
104,0.042,-0.454
105,0.002,-0.454
106,-0.060,-0.454
107,-0.163,-0.454
108,-0.287,-0.468
