,ECG,PPG
0,-0.043,0.340
1,-0.043,0.340
2,0.004,0.340
3,0.004,0.340
4,0.004,0.328
5,0.004,0.328
6,0.004,0.328
7,0.004,0.328
8,0.004,0.323
9,0.004,0.323
10,0.004,0.323
11,0.004,0.323
12,0.004,0.311
13,0.004,0.311
14,0.004,0.311
15,0.004,0.311
16,0.004,0.294
17,0.004,0.294
18,0.004,0.294
19,0.004,0.294
20,0.004,0.283
21,0.004,0.283
22,0.004,0.283
23,0.004,0.283
24,0.004,0.266
25,0.004,0.266
26,0.004,0.266
27,0.004,0.266
28,0.004,0.255
29,0.004,0.255
30,0.004,0.255
31,0.004,0.255
32,0.004,0.232
33,0.004,0.232
34,0.004,0.232
35,0.004,0.232
36,0.004,0.221
37,0.004,0.221
38,0.004,0.221
39,0.004,0.221
40,0.004,0.215
41,0.004,0.215
42,-0.043,0.215
43,0.004,0.215
44,0.004,0.198
45,0.004,0.198
46,0.004,0.198
47,0.004,0.198
48,0.004,0.181
49,0.004,0.181
50,0.004,0.181
51,0.004,0.181
52,0.004,0.159
53,0.004,0.159
54,0.004,0.159
55,0.004,0.159
56,0.004,0.147
57,0.004,0.147
58,-0.043,0.147
59,0.004,0.147
60,0.004,0.131
61,0.004,0.131
62,0.004,0.131
63,0.004,0.131
64,0.004,0.107
65,0.004,0.107
66,0.004,0.107
67,0.004,0.107
68,0.004,0.097
69,0.004,0.097
70,0.004,0.097
71,0.004,0.097
72,0.004,0.080
73,0.004,0.080
74,0.004,0.080
75,0.004,0.080
76,0.004,0.057
77,0.004,0.057
78,0.004,0.057
79,0.004,0.057
80,0.004,0.045
81,0.004,0.045
82,0.004,0.045
83,0.004,0.045
84,0.004,0.034
85,0.004,0.034
86,0.004,0.034
87,0.050,0.034
88,0.050,0.023
89,0.050,0.023
90,0.050,0.023
91,0.098,0.023
92,0.098,0.000
93,0.098,0.000
94,0.098,0.000
95,0.146,0.000
96,0.146,-0.011
97,0.146,-0.011
98,0.146,-0.011
99,0.146,-0.011
100,0.146,-0.022
101,0.098,-0.022
102,0.098,-0.022
103,0.098,-0.022
104,0.098,-0.034
105,0.098,-0.034
106,0.098,-0.034
107,0.050,-0.034
108,0.050,-0.051
109,0.004,-0.051
110,0.004,-0.051
111,0.004,-0.051
112,0.004,-0.062
113,0.004,-0.062
114,0.004,-0.062
115,0.004,-0.062
116,-0.043,-0.068
117,-0.043,-0.068
118,-0.043,-0.068
119,-0.043,-0.068
120,-0.043,-0.090
121,-0.043,-0.090
122,-0.043,-0.090
123,-0.043,-0.090
124,-0.043,-0.096
125,-0.043,-0.096
126,-0.043,-0.096
127,-0.043,-0.096
128,-0.043,-0.107
129,-0.043,-0.107
130,-0.043,-0.107
131,-0.043,-0.107
132,-0.043,-0.118
133,-0.043,-0.118
134,-0.043,-0.118
135,-0.043,-0.118
136,-0.043,-0.130
137,-0.043,-0.130
138,-0.043,-0.130
139,-0.043,-0.130
140,-0.043,-0.141
141,-0.043,-0.141
142,-0.043,-0.141
143,-0.043,-0.141
144,-0.043,-0.152
145,-0.091,-0.152
146,-0.091,-0.152
147,-0.091,-0.152
148,-0.091,-0.164
149,-0.043,-0.164
150,0.050,-0.164
151,0.193,-0.164
152,0.433,-0.175
153,0.717,-0.175
154,1.052,-0.175
155,1.433,-0.175
156,1.863,-0.181
157,2.243,-0.181
158,2.626,-0.181
159,2.911,-0.181
160,2.959,-0.192
161,2.863,-0.192
162,2.530,-0.192
163,2.052,-0.192
164,1.480,-0.198
165,0.813,-0.198
166,0.289,-0.198
167,-0.043,-0.198
168,-0.235,-0.209
169,-0.283,-0.209
170,-0.330,-0.209
171,-0.330,-0.209
172,-0.330,-0.214
173,-0.330,-0.214
174,-0.330,-0.214
175,-0.330,-0.214
176,-0.330,-0.221
177,-0.330,-0.221
178,-0.330,-0.221
179,-0.283,-0.221
180,-0.283,-0.232
181,-0.283,-0.232
182,-0.235,-0.232
183,-0.235,-0.232
184,-0.235,-0.237
185,-0.235,-0.237
186,-0.235,-0.237
187,-0.235,-0.237
188,-0.235,-0.243
189,-0.235,-0.243
190,-0.235,-0.243
191,-0.235,-0.243
192,-0.187,-0.248
193,-0.187,-0.248
194,-0.187,-0.248
195,-0.187,-0.248
196,-0.187,-0.255
197,-0.187,-0.255
198,-0.187,-0.255
199,-0.187,-0.255
200,-0.187,-0.255
201,-0.187,-0.255
202,-0.187,-0.255
203,-0.187,-0.255
204,-0.187,-0.260
205,-0.187,-0.260
206,-0.187,-0.260
207,-0.187,-0.260
208,-0.187,-0.266
209,-0.187,-0.266
210,-0.187,-0.266
211,-0.187,-0.266
212,-0.139,-0.266
213,-0.139,-0.266
214,-0.139,-0.266
215,-0.139,-0.266
216,-0.139,-0.272
217,-0.139,-0.272
218,-0.139,-0.272
219,-0.139,-0.272
220,-0.139,-0.272
221,-0.139,-0.272
222,-0.139,-0.272
223,-0.139,-0.272
224,-0.139,-0.277
225,-0.139,-0.277
226,-0.139,-0.277
227,-0.139,-0.277
228,-0.139,-0.277
229,-0.139,-0.277
230,-0.139,-0.277
231,-0.139,-0.277
