,ECG,PPG
0,0.117,-0.102
1,0.134,-0.102
2,0.144,-0.102
3,0.155,-0.102
4,0.158,-0.100
5,0.161,-0.100
6,0.158,-0.100
7,0.155,-0.100
8,0.147,-0.105
9,0.139,-0.105
10,0.127,-0.105
11,0.114,-0.105
12,0.090,-0.114
13,0.067,-0.114
14,0.025,-0.114
15,-0.016,-0.114
16,-0.073,-0.127
17,-0.131,-0.127
18,-0.192,-0.127
19,-0.253,-0.127
20,-0.300,-0.146
21,-0.348,-0.146
22,-0.367,-0.146
23,-0.387,-0.146
24,-0.376,-0.162
25,-0.364,-0.162
26,-0.333,-0.162
27,-0.301,-0.162
28,-0.264,-0.182
29,-0.227,-0.182
30,-0.195,-0.182
31,-0.162,-0.182
32,-0.137,-0.203
33,-0.111,-0.203
34,-0.092,-0.203
35,-0.073,-0.203
36,-0.059,-0.225
37,-0.045,-0.225
38,-0.034,-0.225
39,-0.023,-0.225
40,-0.015,-0.248
41,-0.008,-0.248
42,-0.004,-0.248
43,0.001,-0.248
44,0.004,-0.271
45,0.008,-0.271
46,0.010,-0.271
47,0.012,-0.271
48,0.013,-0.292
49,0.014,-0.292
50,0.015,-0.292
51,0.015,-0.292
52,0.015,-0.314
53,0.014,-0.314
54,0.014,-0.314
55,0.014,-0.314
56,0.014,-0.335
57,0.014,-0.335
58,0.014,-0.335
59,0.014,-0.335
60,0.014,-0.350
61,0.014,-0.350
62,0.015,-0.350
63,0.015,-0.350
64,0.016,-0.367
65,0.017,-0.367
66,0.018,-0.367
67,0.019,-0.367
68,0.019,-0.385
69,0.019,-0.385
70,0.020,-0.385
71,0.021,-0.385
72,0.021,-0.400
73,0.022,-0.400
74,0.022,-0.400
75,0.023,-0.400
76,0.024,-0.411
77,0.025,-0.411
78,0.026,-0.411
79,0.027,-0.411
80,0.028,-0.421
81,0.029,-0.421
82,0.030,-0.421
83,0.032,-0.421
84,0.033,-0.430
85,0.033,-0.430
86,0.034,-0.430
87,0.034,-0.430
88,0.035,-0.440
89,0.036,-0.440
90,0.037,-0.440
91,0.039,-0.440
92,0.041,-0.442
93,0.042,-0.442
94,0.043,-0.442
95,0.044,-0.442
96,0.046,-0.446
97,0.049,-0.446
98,0.052,-0.446
99,0.055,-0.446
100,0.058,-0.446
101,0.060,-0.446
102,0.064,-0.446
103,0.067,-0.446
104,0.071,-0.442
105,0.075,-0.442
106,0.079,-0.442
107,0.082,-0.442
108,0.085,-0.438
109,0.088,-0.438
110,0.090,-0.438
111,0.092,-0.438
112,0.095,-0.428
113,0.097,-0.428
114,0.100,-0.428
115,0.103,-0.428
116,0.105,-0.415
117,0.107,-0.415
118,0.108,-0.415
119,0.109,-0.415
120,0.110,-0.396
121,0.110,-0.396
122,0.109,-0.396
123,0.108,-0.396
124,0.106,-0.369
125,0.105,-0.369
126,0.103,-0.369
127,0.102,-0.369
128,0.100,-0.335
129,0.097,-0.335
130,0.096,-0.335
131,0.094,-0.335
132,0.091,-0.288
133,0.089,-0.288
134,0.086,-0.288
135,0.083,-0.288
136,0.079,-0.236
137,0.075,-0.236
138,0.071,-0.236
139,0.067,-0.236
140,0.063,-0.167
141,0.059,-0.167
142,0.054,-0.167
143,0.050,-0.167
144,0.046,-0.092
145,0.042,-0.092
146,0.038,-0.092
147,0.034,-0.092
148,0.030,-0.011
149,0.027,-0.011
150,0.024,-0.011
151,0.020,-0.011
152,0.017,0.073
153,0.013,0.073
154,0.010,0.073
155,0.007,0.073
156,0.004,0.162
157,0.001,0.162
158,-0.002,0.162
159,-0.004,0.162
160,-0.007,0.248
161,-0.010,0.248
162,-0.012,0.248
163,-0.014,0.248
164,-0.015,0.331
165,-0.017,0.331
166,-0.018,0.331
167,-0.018,0.331
168,-0.018,0.402
169,-0.019,0.402
170,-0.019,0.402
171,-0.019,0.402
172,-0.019,0.465
173,-0.020,0.465
174,-0.021,0.465
175,-0.021,0.465
176,-0.021,0.515
177,-0.020,0.515
178,-0.020,0.515
179,-0.020,0.515
180,-0.020,0.549
181,-0.020,0.549
182,-0.020,0.549
183,-0.020,0.549
184,-0.019,0.573
185,-0.019,0.573
186,-0.018,0.573
187,-0.018,0.573
188,-0.018,0.583
189,-0.018,0.583
190,-0.017,0.583
191,-0.015,0.583
192,-0.013,0.573
193,-0.011,0.573
194,-0.011,0.573
195,-0.010,0.573
196,-0.009,0.551
197,-0.008,0.551
198,-0.007,0.551
199,-0.006,0.551
200,-0.004,0.521
201,-0.003,0.521
202,-0.001,0.521
203,0.001,0.521
204,0.004,0.476
205,0.006,0.476
206,0.007,0.476
207,0.009,0.476
208,0.010,0.419
209,0.011,0.419
210,0.013,0.419
211,0.014,0.419
212,0.015,0.357
213,0.016,0.357
214,0.017,0.357
215,0.017,0.357
216,0.018,0.286
217,0.020,0.286
218,0.021,0.286
219,0.021,0.286
220,0.022,0.213
221,0.023,0.213
222,0.024,0.213
223,0.025,0.213
224,0.025,0.139
225,0.025,0.139
226,0.023,0.139
227,0.021,0.139
228,0.019,0.064
229,0.018,0.064
230,0.017,0.064
231,0.016,0.064
232,0.015,-0.006
233,0.014,-0.006
234,0.012,-0.006
235,0.010,-0.006
236,0.008,-0.068
237,0.006,-0.068
238,0.004,-0.068
239,0.001,-0.068
240,-0.002,-0.121
241,-0.004,-0.121
242,-0.007,-0.121
243,-0.010,-0.121
244,-0.013,-0.166
245,-0.015,-0.166
246,-0.018,-0.166
247,-0.020,-0.166
248,-0.021,-0.198
249,-0.023,-0.198
250,-0.023,-0.198
251,-0.023,-0.198
252,-0.024,-0.219
253,-0.025,-0.219
254,-0.026,-0.219
255,-0.027,-0.219
256,-0.026,-0.229
257,-0.026,-0.229
258,-0.026,-0.229
259,-0.026,-0.229
260,-0.025,-0.233
261,-0.025,-0.233
262,-0.024,-0.233
263,-0.023,-0.233
264,-0.022,-0.225
265,-0.021,-0.225
266,-0.020,-0.225
267,-0.019,-0.225
268,-0.018,-0.217
269,-0.018,-0.217
270,-0.018,-0.217
271,-0.019,-0.217
272,-0.019,-0.202
273,-0.019,-0.202
274,-0.019,-0.202
275,-0.019,-0.202
276,-0.019,-0.191
277,-0.019,-0.191
278,-0.018,-0.191
279,-0.018,-0.191
280,-0.017,-0.177
281,-0.016,-0.177
282,-0.015,-0.177
283,-0.014,-0.177
284,-0.011,-0.166
285,-0.008,-0.166
286,-0.003,-0.166
287,0.002,-0.166
288,0.011,-0.160
289,0.019,-0.160
290,0.031,-0.160
291,0.043,-0.160
292,0.059,-0.155
293,0.076,-0.155
294,0.094,-0.155
295,0.112,-0.155
296,0.126,-0.158
297,0.139,-0.158
298,0.146,-0.158
299,0.153,-0.158
300,0.154,-0.166
301,0.156,-0.166
302,0.152,-0.166
303,0.148,-0.166
304,0.140,-0.175
305,0.131,-0.175
306,0.113,-0.175
307,0.094,-0.175
308,0.059,-0.189
309,0.023,-0.189
310,-0.033,-0.189
311,-0.088,-0.189
312,-0.153,-0.207
313,-0.218,-0.207
314,-0.274,-0.207
315,-0.330,-0.207
316,-0.360,-0.227
317,-0.390,-0.227
318,-0.388,-0.227
319,-0.385,-0.227
320,-0.357,-0.248
321,-0.330,-0.248
322,-0.292,-0.248
323,-0.254,-0.248
324,-0.220,-0.269
325,-0.185,-0.269
326,-0.158,-0.269
327,-0.130,-0.269
328,-0.108,-0.296
329,-0.087,-0.296
330,-0.071,-0.296
331,-0.055,-0.296
332,-0.044,-0.319
333,-0.033,-0.319
334,-0.026,-0.319
335,-0.019,-0.319
336,-0.014,-0.342
337,-0.009,-0.342
338,-0.006,-0.342
339,-0.003,-0.342
340,-0.001,-0.365
341,0.001,-0.365
342,0.003,-0.365
343,0.004,-0.365
344,0.005,-0.390
345,0.007,-0.390
346,0.009,-0.390
347,0.011,-0.390
348,0.011,-0.407
349,0.012,-0.407
350,0.013,-0.407
351,0.014,-0.407
352,0.015,-0.428
353,0.015,-0.428
354,0.015,-0.428
355,0.014,-0.428
356,0.014,-0.448
357,0.014,-0.448
358,0.014,-0.448
359,0.014,-0.448
360,0.014,-0.465
361,0.014,-0.465
362,0.014,-0.465
363,0.014,-0.465
364,0.015,-0.478
365,0.015,-0.478
366,0.016,-0.478
367,0.017,-0.478
368,0.018,-0.494
369,0.020,-0.494
370,0.021,-0.494
371,0.021,-0.494
372,0.022,-0.505
373,0.023,-0.505
374,0.024,-0.505
375,0.025,-0.505
376,0.026,-0.515
377,0.027,-0.515
378,0.028,-0.515
379,0.028,-0.515
380,0.029,-0.526
381,0.030,-0.526
382,0.032,-0.526
383,0.033,-0.526
384,0.035,-0.557
385,0.037,-0.557
386,0.039,-0.557
387,0.041,-0.557
388,0.043,-0.561
389,0.044,-0.561
390,0.046,-0.561
391,0.048,-0.561
392,0.051,-0.563
393,0.053,-0.563
394,0.056,-0.563
395,0.059,-0.563
396,0.061,-0.565
397,0.064,-0.565
398,0.067,-0.565
399,0.069,-0.565
400,0.072,-0.561
401,0.075,-0.561
402,0.077,-0.561
403,0.080,-0.561
404,0.083,-0.555
