,ECG,PPG
0,-0.124,-0.066
1,-0.106,-0.066
2,-0.106,-0.066
3,-0.106,-0.066
4,-0.106,-0.124
5,-0.106,-0.124
6,-0.124,-0.124
7,-0.124,-0.124
8,-0.106,-0.183
9,-0.088,-0.183
10,-0.070,-0.183
11,-0.052,-0.183
12,-0.016,-0.240
13,0.002,-0.240
14,0.019,-0.240
15,0.037,-0.240
16,0.072,-0.296
17,0.126,-0.296
18,0.144,-0.296
19,0.162,-0.296
20,0.162,-0.347
21,0.126,-0.347
22,0.108,-0.347
23,0.072,-0.347
24,0.055,-0.393
25,0.055,-0.393
26,0.002,-0.393
27,-0.142,-0.393
28,-0.374,-0.433
29,-0.606,-0.433
30,-0.731,-0.433
31,-0.766,-0.433
32,-0.749,-0.514
33,-0.695,-0.514
34,-0.660,-0.514
35,-0.588,-0.514
36,-0.534,-0.542
37,-0.481,-0.542
38,-0.410,-0.542
39,-0.374,-0.542
40,-0.302,-0.565
41,-0.266,-0.565
42,-0.231,-0.565
43,-0.195,-0.565
44,-0.178,-0.579
45,-0.178,-0.579
46,-0.160,-0.579
47,-0.142,-0.579
48,-0.142,-0.587
49,-0.124,-0.587
50,-0.124,-0.587
51,-0.124,-0.587
52,-0.124,-0.589
53,-0.124,-0.589
54,-0.124,-0.589
55,-0.124,-0.589
56,-0.124,-0.586
57,-0.124,-0.586
58,-0.106,-0.586
59,-0.106,-0.586
60,-0.088,-0.579
61,-0.106,-0.579
62,-0.106,-0.579
63,-0.106,-0.579
64,-0.088,-0.570
65,-0.088,-0.570
66,-0.070,-0.570
67,-0.070,-0.570
68,-0.052,-0.557
69,-0.070,-0.557
70,-0.070,-0.557
71,-0.070,-0.557
72,-0.052,-0.546
73,-0.052,-0.546
74,-0.034,-0.546
75,-0.034,-0.546
76,-0.016,-0.534
77,-0.034,-0.534
78,-0.034,-0.534
79,-0.034,-0.534
80,-0.016,-0.523
81,-0.016,-0.523
82,0.002,-0.523
83,0.002,-0.523
84,0.019,-0.513
85,0.019,-0.513
86,0.019,-0.513
87,0.019,-0.513
88,0.019,-0.507
89,0.037,-0.507
90,0.055,-0.507
91,0.072,-0.507
92,0.090,-0.501
93,0.108,-0.501
94,0.108,-0.501
95,0.126,-0.501
96,0.126,-0.498
97,0.126,-0.498
98,0.162,-0.498
99,0.198,-0.498
100,0.216,-0.497
101,0.234,-0.497
102,0.234,-0.497
103,0.252,-0.497
104,0.252,-0.499
105,0.269,-0.499
106,0.287,-0.499
107,0.305,-0.499
108,0.322,-0.500
109,0.340,-0.500
110,0.340,-0.500
111,0.322,-0.500
112,0.322,-0.499
113,0.305,-0.499
114,0.305,-0.499
115,0.305,-0.499
116,0.305,-0.495
117,0.287,-0.495
118,0.287,-0.495
119,0.269,-0.495
120,0.252,-0.484
121,0.234,-0.484
122,0.216,-0.484
123,0.216,-0.484
124,0.198,-0.465
125,0.198,-0.465
126,0.180,-0.465
127,0.162,-0.465
128,0.126,-0.433
129,0.126,-0.433
130,0.108,-0.433
131,0.108,-0.433
132,0.090,-0.389
133,0.090,-0.389
134,0.072,-0.389
135,0.055,-0.389
136,0.019,-0.334
137,0.002,-0.334
138,0.002,-0.334
139,0.002,-0.334
140,0.002,-0.266
141,0.002,-0.266
142,0.002,-0.266
143,0.002,-0.266
144,0.002,-0.191
145,0.002,-0.191
146,-0.016,-0.191
147,0.002,-0.191
148,0.002,-0.113
149,0.002,-0.113
150,0.002,-0.113
151,0.002,-0.113
152,0.002,-0.035
153,0.002,-0.035
154,0.002,-0.035
155,0.002,-0.035
156,0.002,0.038
157,0.002,0.038
158,0.002,0.038
159,0.002,0.038
160,0.002,0.102
161,0.002,0.102
162,0.002,0.102
163,0.002,0.102
164,0.002,0.155
165,0.002,0.155
166,0.002,0.155
167,0.002,0.155
168,0.002,0.193
169,0.002,0.193
170,-0.016,0.193
171,-0.016,0.193
172,-0.016,0.217
173,-0.016,0.217
174,-0.016,0.217
175,-0.016,0.217
176,-0.016,0.229
177,-0.034,0.229
178,-0.052,0.229
179,-0.052,0.229
180,-0.070,0.228
181,-0.088,0.228
182,-0.070,0.228
183,-0.070,0.228
184,-0.070,0.215
185,-0.088,0.215
186,-0.106,0.215
187,-0.106,0.215
188,-0.106,0.193
189,-0.088,0.193
190,-0.088,0.193
191,-0.088,0.193
192,-0.088,0.162
193,-0.088,0.162
194,-0.106,0.162
195,-0.106,0.162
196,-0.124,0.124
197,-0.106,0.124
198,-0.106,0.124
199,-0.106,0.124
200,-0.106,0.081
201,-0.106,0.081
202,-0.124,0.081
203,-0.124,0.081
204,-0.124,0.029
205,-0.124,0.029
206,-0.124,0.029
207,-0.124,0.029
208,-0.124,-0.025
209,-0.124,-0.025
210,-0.124,-0.025
211,-0.124,-0.025
212,-0.124,-0.083
213,-0.142,-0.083
214,-0.142,-0.083
215,-0.124,-0.083
216,-0.124,-0.144
217,-0.124,-0.144
218,-0.124,-0.144
219,-0.124,-0.144
220,-0.124,-0.206
221,-0.106,-0.206
222,-0.088,-0.206
223,-0.070,-0.206
224,-0.052,-0.269
225,-0.070,-0.269
226,-0.088,-0.269
227,-0.106,-0.269
228,-0.088,-0.329
229,-0.070,-0.329
230,-0.016,-0.329
231,0.002,-0.329
232,0.037,-0.387
233,0.055,-0.387
234,0.072,-0.387
235,0.072,-0.387
236,0.090,-0.440
237,0.108,-0.440
238,0.126,-0.440
239,0.126,-0.440
240,0.126,-0.488
241,0.090,-0.488
242,0.055,-0.488
243,0.019,-0.488
244,0.002,-0.531
245,0.002,-0.531
246,-0.124,-0.531
247,-0.302,-0.531
248,-0.516,-0.566
249,-0.660,-0.566
250,-0.731,-0.566
251,-0.749,-0.566
252,-0.731,-0.593
253,-0.678,-0.593
254,-0.606,-0.593
255,-0.534,-0.593
256,-0.463,-0.615
257,-0.392,-0.615
258,-0.338,-0.615
259,-0.284,-0.615
260,-0.249,-0.626
261,-0.213,-0.626
262,-0.195,-0.626
263,-0.160,-0.626
264,-0.142,-0.633
265,-0.124,-0.633
266,-0.124,-0.633
267,-0.124,-0.633
268,-0.106,-0.633
269,-0.106,-0.633
270,-0.106,-0.633
271,-0.106,-0.633
272,-0.106,-0.627
273,-0.070,-0.627
274,-0.070,-0.627
275,-0.070,-0.627
276,-0.070,-0.619
277,-0.070,-0.619
278,-0.070,-0.619
279,-0.088,-0.619
280,-0.070,-0.604
281,-0.070,-0.604
282,-0.052,-0.604
283,-0.052,-0.604
284,-0.034,-0.589
285,-0.034,-0.589
286,-0.052,-0.589
287,-0.052,-0.589
288,-0.034,-0.535
289,-0.016,-0.535
290,-0.016,-0.535
291,0.002,-0.535
292,0.002,-0.518
293,0.002,-0.518
294,0.002,-0.518
295,0.002,-0.518
296,0.002,-0.502
297,0.002,-0.502
298,0.002,-0.502
299,0.019,-0.502
300,0.037,-0.486
301,0.037,-0.486
302,0.037,-0.486
303,0.037,-0.486
304,0.037,-0.474
305,0.037,-0.474
306,0.055,-0.474
307,0.072,-0.474
308,0.090,-0.463
309,0.108,-0.463
310,0.126,-0.463
311,0.126,-0.463
312,0.126,-0.457
313,0.126,-0.457
314,0.162,-0.457
315,0.180,-0.457
316,0.198,-0.452
317,0.216,-0.452
318,0.234,-0.452
319,0.234,-0.452
320,0.252,-0.450
321,0.269,-0.450
322,0.269,-0.450
323,0.305,-0.450
324,0.322,-0.451
325,0.340,-0.451
326,0.340,-0.451
327,0.340,-0.451
328,0.358,-0.452
329,0.358,-0.452
330,0.358,-0.452
331,0.358,-0.452
332,0.376,-0.453
333,0.376,-0.453
334,0.376,-0.453
335,0.358,-0.453
336,0.340,-0.450
337,0.322,-0.450
338,0.305,-0.450
339,0.305,-0.450
340,0.287,-0.440
341,0.287,-0.440
342,0.269,-0.440
343,0.269,-0.440
344,0.252,-0.422
345,0.216,-0.422
346,0.198,-0.422
347,0.180,-0.422
348,0.180,-0.394
349,0.162,-0.394
350,0.162,-0.394
351,0.144,-0.394
352,0.126,-0.351
353,0.126,-0.351
354,0.108,-0.351
355,0.090,-0.351
356,0.090,-0.297
357,0.090,-0.297
358,0.090,-0.297
359,0.072,-0.297
360,0.072,-0.231
361,0.055,-0.231
362,0.055,-0.231
363,0.055,-0.231
364,0.037,-0.155
365,0.055,-0.155
366,0.055,-0.155
367,0.055,-0.155
368,0.037,-0.074
369,0.037,-0.074
370,0.019,-0.074
371,0.037,-0.074
372,0.037,0.005
373,0.055,0.005
374,0.072,0.005
375,0.072,0.005
376,0.072,0.083
377,0.055,0.083
378,0.055,0.083
379,0.055,0.083
380,0.055,0.149
381,0.055,0.149
382,0.055,0.149
383,0.072,0.149
384,0.055,0.205
385,0.055,0.205
386,0.055,0.205
387,0.037,0.205
388,0.055,0.247
389,0.055,0.247
390,0.055,0.247
391,0.055,0.247
392,0.037,0.274
393,0.019,0.274
394,0.019,0.274
395,0.002,0.274
396,0.002,0.285
397,0.002,0.285
398,0.002,0.285
399,0.002,0.285
400,0.002,0.283
401,0.002,0.283
402,-0.016,0.283
403,-0.034,0.283
404,-0.034,0.271
405,-0.034,0.271
406,-0.034,0.271
407,-0.034,0.271
408,-0.016,0.245
409,-0.016,0.245
410,-0.034,0.245
411,-0.034,0.245
412,-0.034,0.215
413,-0.034,0.215
414,-0.034,0.215
415,-0.016,0.215
416,-0.016,0.172
417,-0.016,0.172
418,-0.034,0.172
419,-0.052,0.172
420,-0.070,0.126
421,-0.052,0.126
422,-0.052,0.126
423,-0.052,0.126
424,-0.052,0.071
425,-0.052,0.071
426,-0.052,0.071
427,-0.070,0.071
428,-0.070,0.015
429,-0.088,0.015
430,-0.088,0.015
431,-0.070,0.015
432,-0.070,-0.046
433,-0.070,-0.046
434,-0.070,-0.046
435,-0.070,-0.046
436,-0.088,-0.107
437,-0.088,-0.107
438,-0.070,-0.107
439,-0.052,-0.107
440,-0.016,-0.170
441,0.002,-0.170
442,0.002,-0.170
443,0.002,-0.170
444,0.002,-0.231
445,-0.034,-0.231
446,-0.034,-0.231
447,-0.034,-0.231
448,0.002,-0.289
449,0.002,-0.289
450,0.055,-0.289
451,0.090,-0.289
452,0.108,-0.344
453,0.108,-0.344
454,0.126,-0.344
455,0.126,-0.344
456,0.162,-0.395
457,0.198,-0.395
458,0.216,-0.395
459,0.216,-0.395
460,0.180,-0.436
461,0.126,-0.436
462,0.072,-0.436
463,0.055,-0.436
464,0.055,-0.472
465,0.055,-0.472
466,-0.034,-0.472
467,-0.231,-0.472
468,-0.481,-0.502
469,-0.642,-0.502
470,-0.678,-0.502
471,-0.678,-0.502
472,-0.660,-0.524
473,-0.588,-0.524
474,-0.516,-0.524
475,-0.428,-0.524
476,-0.374,-0.537
477,-0.320,-0.537
478,-0.266,-0.537
479,-0.231,-0.537
480,-0.178,-0.544
481,-0.124,-0.544
482,-0.124,-0.544
483,-0.088,-0.544
484,-0.070,-0.543
485,-0.070,-0.543
486,-0.070,-0.543
487,-0.070,-0.543
488,-0.052,-0.539
489,-0.052,-0.539
490,-0.034,-0.539
491,-0.016,-0.539
492,-0.016,-0.528
493,-0.016,-0.528
494,-0.034,-0.528
495,-0.016,-0.528
496,-0.016,-0.512
497,-0.016,-0.512
498,0.002,-0.512
499,0.002,-0.512
500,0.002,-0.495
501,0.002,-0.495
502,0.002,-0.495
503,0.002,-0.495
504,0.002,-0.475
505,0.002,-0.475
506,0.002,-0.475
507,0.019,-0.475
508,0.037,-0.458
509,0.037,-0.458
510,0.037,-0.458
511,0.019,-0.458
512,0.019,-0.440
513,0.037,-0.440
514,0.055,-0.440
515,0.055,-0.440
516,0.072,-0.424
517,0.072,-0.424
518,0.072,-0.424
519,0.072,-0.424
520,0.072,-0.410
521,0.072,-0.410
522,0.090,-0.410
523,0.090,-0.410
524,0.126,-0.398
525,0.126,-0.398
526,0.126,-0.398
527,0.126,-0.398
528,0.126,-0.389
529,0.144,-0.389
530,0.162,-0.389
531,0.180,-0.389
532,0.198,-0.383
533,0.216,-0.383
534,0.216,-0.383
535,0.234,-0.383
536,0.234,-0.381
537,0.252,-0.381
538,0.269,-0.381
539,0.287,-0.381
540,0.305,-0.380
541,0.322,-0.380
542,0.340,-0.380
543,0.358,-0.380
544,0.358,-0.344
545,0.376,-0.344
546,0.376,-0.344
547,0.394,-0.344
548,0.394,-0.348
549,0.412,-0.348
550,0.412,-0.348
551,0.412,-0.348
552,0.394,-0.348
553,0.394,-0.348
554,0.394,-0.348
555,0.394,-0.348
556,0.394,-0.347
557,0.394,-0.347
558,0.376,-0.347
559,0.376,-0.347
560,0.358,-0.341
561,0.322,-0.341
562,0.305,-0.341
563,0.287,-0.341
564,0.287,-0.325
565,0.269,-0.325
566,0.269,-0.325
567,0.252,-0.325
568,0.234,-0.298
569,0.216,-0.298
570,0.180,-0.298
571,0.180,-0.298
572,0.162,-0.257
573,0.162,-0.257
574,0.162,-0.257
575,0.162,-0.257
576,0.144,-0.203
577,0.126,-0.203
578,0.108,-0.203
579,0.108,-0.203
580,0.108,-0.136
581,0.108,-0.136
582,0.108,-0.136
583,0.108,-0.136
584,0.090,-0.060
585,0.090,-0.060
586,0.072,-0.060
587,0.072,-0.060
588,0.072,0.022
589,0.072,0.022
590,0.090,0.022
591,0.090,0.022
592,0.108,0.104
593,0.090,0.104
594,0.090,0.104
595,0.090,0.104
596,0.090,0.183
597,0.090,0.183
598,0.108,0.183
599,0.108,0.183
600,0.108,0.254
601,0.108,0.254
602,0.090,0.254
603,0.072,0.254
604,0.072,0.310
605,0.072,0.310
606,0.090,0.310
607,0.090,0.310
608,0.090,0.354
609,0.090,0.354
610,0.072,0.354
611,0.072,0.354
612,0.055,0.383
613,0.055,0.383
614,0.055,0.383
615,0.055,0.383
616,0.037,0.395
617,0.037,0.395
618,0.019,0.395
