,ECG,PPG
0,-0.048,-0.554
1,-0.046,-0.554
2,-0.045,-0.554
3,-0.044,-0.554
4,-0.047,-0.556
5,-0.051,-0.556
6,-0.058,-0.556
7,-0.065,-0.556
8,-0.071,-0.558
9,-0.078,-0.558
10,-0.084,-0.558
11,-0.090,-0.558
12,-0.094,-0.561
13,-0.099,-0.561
14,-0.101,-0.561
15,-0.102,-0.561
16,-0.102,-0.562
17,-0.102,-0.562
18,-0.102,-0.562
19,-0.101,-0.562
20,-0.099,-0.564
21,-0.098,-0.564
22,-0.096,-0.564
23,-0.094,-0.564
24,-0.093,-0.564
25,-0.092,-0.564
26,-0.091,-0.564
27,-0.090,-0.564
28,-0.089,-0.567
29,-0.087,-0.567
30,-0.084,-0.567
31,-0.081,-0.567
32,-0.078,-0.568
33,-0.075,-0.568
34,-0.071,-0.568
35,-0.068,-0.568
36,-0.067,-0.567
37,-0.065,-0.567
38,-0.066,-0.567
39,-0.066,-0.567
40,-0.067,-0.568
41,-0.067,-0.568
42,-0.067,-0.568
43,-0.067,-0.568
44,-0.067,-0.568
45,-0.066,-0.568
46,-0.065,-0.568
47,-0.063,-0.568
48,-0.061,-0.566
49,-0.058,-0.566
50,-0.056,-0.566
51,-0.053,-0.566
52,-0.050,-0.564
53,-0.047,-0.564
54,-0.044,-0.564
55,-0.041,-0.564
56,-0.037,-0.564
57,-0.034,-0.564
58,-0.031,-0.564
59,-0.028,-0.564
60,-0.026,-0.562
61,-0.025,-0.562
62,-0.024,-0.562
63,-0.024,-0.562
64,-0.024,-0.559
65,-0.024,-0.559
66,-0.023,-0.559
67,-0.022,-0.559
68,-0.021,-0.556
69,-0.020,-0.556
70,-0.019,-0.556
71,-0.017,-0.556
72,-0.015,-0.551
73,-0.013,-0.551
74,-0.011,-0.551
75,-0.010,-0.551
76,-0.008,-0.543
77,-0.006,-0.543
78,-0.003,-0.543
79,0.000,-0.543
80,0.001,-0.534
81,0.003,-0.534
82,0.004,-0.534
83,0.005,-0.534
84,0.005,-0.520
85,0.006,-0.520
86,0.005,-0.520
87,0.004,-0.520
88,0.003,-0.501
89,0.003,-0.501
90,0.003,-0.501
91,0.004,-0.501
92,0.005,-0.474
93,0.006,-0.474
94,0.007,-0.474
95,0.008,-0.474
96,0.007,-0.443
97,0.007,-0.443
98,0.007,-0.443
99,0.007,-0.443
100,0.006,-0.403
101,0.006,-0.403
102,0.005,-0.403
103,0.005,-0.403
104,0.005,-0.355
105,0.005,-0.355
106,0.004,-0.355
107,0.004,-0.355
108,0.003,-0.299
109,0.003,-0.299
110,0.003,-0.299
111,0.003,-0.299
112,0.002,-0.241
113,0.002,-0.241
114,0.000,-0.241
115,-0.001,-0.241
116,-0.003,-0.178
117,-0.005,-0.178
118,-0.006,-0.178
119,-0.008,-0.178
120,-0.010,-0.114
121,-0.011,-0.114
122,-0.013,-0.114
123,-0.015,-0.114
124,-0.017,-0.050
125,-0.018,-0.050
126,-0.020,-0.050
127,-0.021,-0.050
128,-0.022,0.013
129,-0.022,0.013
130,-0.021,0.013
131,-0.020,0.013
132,-0.019,0.073
133,-0.017,0.073
134,-0.015,0.073
135,-0.013,0.073
136,-0.011,0.130
137,-0.008,0.130
138,-0.004,0.130
139,0.000,0.130
140,0.004,0.180
141,0.009,0.180
142,0.011,0.180
143,0.014,0.180
144,0.014,0.229
145,0.014,0.229
146,0.013,0.229
147,0.012,0.229
148,0.011,0.271
149,0.009,0.271
150,0.006,0.271
151,0.003,0.271
152,0.000,0.311
153,-0.003,0.311
154,-0.005,0.311
155,-0.008,0.311
156,-0.010,0.345
157,-0.012,0.345
158,-0.013,0.345
159,-0.014,0.345
160,-0.014,0.375
161,-0.014,0.375
162,-0.014,0.375
163,-0.014,0.375
164,-0.015,0.403
165,-0.015,0.403
166,-0.017,0.403
167,-0.018,0.403
168,-0.020,0.424
169,-0.022,0.424
170,-0.024,0.424
171,-0.026,0.424
172,-0.028,0.444
173,-0.030,0.444
174,-0.031,0.444
175,-0.032,0.444
176,-0.033,0.459
177,-0.034,0.459
178,-0.034,0.459
179,-0.034,0.459
180,-0.035,0.469
181,-0.035,0.469
182,-0.035,0.469
183,-0.035,0.469
184,-0.034,0.475
185,-0.034,0.475
186,-0.032,0.475
187,-0.030,0.475
188,-0.028,0.478
189,-0.027,0.478
190,-0.026,0.478
191,-0.026,0.478
192,-0.025,0.476
193,-0.025,0.476
194,-0.027,0.476
195,-0.029,0.476
196,-0.030,0.472
197,-0.031,0.472
198,-0.030,0.472
199,-0.030,0.472
200,-0.028,0.464
201,-0.026,0.464
202,-0.023,0.464
203,-0.020,0.464
204,-0.016,0.453
205,-0.012,0.453
206,-0.008,0.453
207,-0.003,0.453
208,0.000,0.437
209,0.004,0.437
210,0.003,0.437
211,0.003,0.437
212,0.000,0.419
213,-0.002,0.419
214,-0.006,0.419
215,-0.010,0.419
216,-0.014,0.397
217,-0.018,0.397
218,-0.020,0.397
219,-0.022,0.397
220,-0.022,0.372
221,-0.021,0.372
222,-0.019,0.372
223,-0.017,0.372
224,-0.015,0.344
225,-0.012,0.344
226,-0.010,0.344
227,-0.007,0.344
228,-0.005,0.312
229,-0.003,0.312
230,-0.002,0.312
231,-0.001,0.312
232,-0.000,0.280
233,0.000,0.280
234,0.000,0.280
235,0.000,0.280
236,0.000,0.242
237,0.001,0.242
238,0.002,0.242
239,0.003,0.242
240,0.003,0.205
241,0.003,0.205
242,0.002,0.205
243,0.002,0.205
244,0.001,0.167
245,0.001,0.167
246,0.001,0.167
247,0.002,0.167
248,0.003,0.129
249,0.004,0.129
250,0.005,0.129
251,0.006,0.129
252,0.007,0.089
253,0.009,0.089
254,0.009,0.089
255,0.009,0.089
256,0.009,0.052
257,0.009,0.052
258,0.009,0.052
259,0.009,0.052
260,0.009,0.017
261,0.009,0.017
262,0.009,0.017
263,0.009,0.017
264,0.009,-0.018
265,0.009,-0.018
266,0.009,-0.018
267,0.010,-0.018
268,0.010,-0.051
269,0.011,-0.051
270,0.010,-0.051
271,0.010,-0.051
272,0.009,-0.082
273,0.008,-0.082
274,0.006,-0.082
275,0.005,-0.082
276,0.005,-0.110
277,0.006,-0.110
278,0.009,-0.110
279,0.011,-0.110
280,0.019,-0.134
281,0.026,-0.134
282,0.037,-0.134
283,0.049,-0.134
284,0.061,-0.159
285,0.074,-0.159
286,0.086,-0.159
287,0.099,-0.159
288,0.109,-0.181
289,0.119,-0.181
290,0.125,-0.181
291,0.131,-0.181
292,0.135,-0.201
293,0.138,-0.201
294,0.139,-0.201
295,0.141,-0.201
296,0.143,-0.222
297,0.145,-0.222
298,0.146,-0.222
299,0.148,-0.222
300,0.149,-0.238
301,0.150,-0.238
302,0.149,-0.238
303,0.148,-0.238
304,0.146,-0.255
305,0.143,-0.255
306,0.139,-0.255
307,0.135,-0.255
308,0.131,-0.271
309,0.126,-0.271
310,0.121,-0.271
311,0.116,-0.271
312,0.109,-0.287
313,0.102,-0.287
314,0.094,-0.287
315,0.086,-0.287
316,0.078,-0.300
317,0.070,-0.300
318,0.060,-0.300
319,0.051,-0.300
320,0.040,-0.312
321,0.030,-0.312
322,0.020,-0.312
323,0.011,-0.312
324,0.003,-0.324
325,-0.005,-0.324
326,-0.012,-0.324
327,-0.020,-0.324
328,-0.027,-0.337
329,-0.034,-0.337
330,-0.038,-0.337
331,-0.043,-0.337
332,-0.048,-0.346
333,-0.053,-0.346
334,-0.056,-0.346
335,-0.059,-0.346
336,-0.062,-0.358
337,-0.064,-0.358
338,-0.066,-0.358
339,-0.068,-0.358
340,-0.069,-0.366
341,-0.070,-0.366
342,-0.070,-0.366
343,-0.071,-0.366
344,-0.070,-0.376
345,-0.069,-0.376
346,-0.068,-0.376
347,-0.067,-0.376
348,-0.066,-0.383
349,-0.065,-0.383
350,-0.064,-0.383
351,-0.063,-0.383
352,-0.060,-0.392
353,-0.057,-0.392
354,-0.049,-0.392
355,-0.042,-0.392
356,-0.030,-0.401
357,-0.017,-0.401
358,0.002,-0.401
359,0.021,-0.401
360,0.046,-0.406
361,0.072,-0.406
362,0.102,-0.406
363,0.131,-0.406
364,0.163,-0.413
365,0.194,-0.413
366,0.229,-0.413
367,0.263,-0.413
368,0.305,-0.421
369,0.346,-0.421
370,0.391,-0.421
371,0.437,-0.421
372,0.475,-0.427
373,0.512,-0.427
374,0.528,-0.427
375,0.544,-0.427
376,0.529,-0.432
377,0.513,-0.432
378,0.472,-0.432
379,0.430,-0.432
380,0.377,-0.440
381,0.324,-0.440
382,0.277,-0.440
383,0.230,-0.440
384,0.201,-0.445
385,0.171,-0.445
386,0.160,-0.445
387,0.148,-0.445
388,0.149,-0.449
389,0.150,-0.449
390,0.158,-0.449
391,0.165,-0.449
392,0.169,-0.455
393,0.172,-0.455
394,0.166,-0.455
