,ECG,PPG
0,-0.065,0.148
1,-0.065,0.148
2,-0.053,0.148
3,-0.053,0.148
4,-0.053,0.103
5,-0.053,0.103
6,-0.053,0.103
7,-0.035,0.103
8,-0.035,0.051
9,-0.047,0.051
10,-0.035,0.051
11,-0.035,0.051
12,-0.029,0.007
13,-0.029,0.007
14,-0.023,0.007
15,-0.029,0.007
16,-0.023,-0.034
17,-0.029,-0.034
18,-0.053,-0.034
19,-0.071,-0.034
20,-0.100,-0.078
21,-0.112,-0.078
22,-0.159,-0.078
23,-0.485,-0.078
24,-,-0.118
25,-,-0.118
26,-,-0.118
27,-,-0.118
28,-0.396,-0.155
29,-0.290,-0.155
30,-0.307,-0.155
31,-0.360,-0.155
32,-0.360,-0.185
33,-0.337,-0.185
34,-0.325,-0.185
35,-0.325,-0.185
36,-0.325,-0.211
37,-0.307,-0.211
38,-0.295,-0.211
39,-0.295,-0.211
40,-0.307,-0.241
41,-0.313,-0.241
42,-0.325,-0.241
43,-0.349,-0.241
44,-0.360,-0.263
45,-0.378,-0.263
46,-0.390,-0.263
47,-0.378,-0.263
48,-0.355,-0.285
49,-0.295,-0.285
50,-0.260,-0.285
51,-0.207,-0.285
52,-0.159,-0.300
53,-0.118,-0.300
54,-0.077,-0.300
55,-0.035,-0.300
56,-0.011,-0.315
57,0.001,-0.315
58,0.006,-0.315
59,0.001,-0.315
60,0.006,-0.326
61,0.006,-0.326
62,0.001,-0.326
63,0.001,-0.326
64,0.001,-0.337
65,-0.005,-0.337
66,-0.011,-0.337
67,-0.011,-0.337
68,-0.011,-0.344
69,-0.011,-0.344
70,-0.011,-0.344
71,-0.011,-0.344
72,-0.005,-0.348
73,-0.005,-0.348
74,-0.005,-0.348
75,0.001,-0.348
76,0.001,-0.355
77,0.001,-0.355
78,0.006,-0.355
79,0.006,-0.355
80,0.006,-0.359
81,0.012,-0.359
82,0.012,-0.359
83,0.012,-0.359
84,0.012,-0.363
85,0.006,-0.363
86,0.012,-0.363
87,0.012,-0.363
88,0.012,-0.367
89,0.012,-0.367
90,0.012,-0.367
91,0.012,-0.367
92,0.012,-0.374
93,0.012,-0.374
94,0.006,-0.374
95,0.006,-0.374
96,0.012,-0.378
97,0.006,-0.378
98,0.006,-0.378
99,0.006,-0.378
100,0.001,-0.382
101,-0.005,-0.382
102,-0.005,-0.382
103,-0.011,-0.382
104,-0.005,-0.386
105,-0.005,-0.386
106,-0.005,-0.386
107,-0.005,-0.386
108,0.001,-0.393
109,0.001,-0.393
110,0.001,-0.393
111,0.001,-0.393
112,0.001,-0.397
113,-0.005,-0.397
114,0.001,-0.397
115,0.001,-0.397
116,0.001,-0.404
117,-0.005,-0.404
118,-0.005,-0.404
119,-0.005,-0.404
120,-0.011,-0.411
121,-0.011,-0.411
122,-0.011,-0.411
123,-0.011,-0.411
124,-0.011,-0.415
125,-0.023,-0.415
126,-0.023,-0.415
127,-0.023,-0.415
128,-0.023,-0.422
129,-0.035,-0.422
130,-0.029,-0.422
131,-0.029,-0.422
132,-0.029,-0.433
133,-0.029,-0.433
134,-0.035,-0.433
135,-0.035,-0.433
136,-0.047,-0.441
137,-0.035,-0.441
138,-0.047,-0.441
139,-0.047,-0.441
140,-0.035,-0.452
141,-0.035,-0.452
142,-0.029,-0.452
143,-0.035,-0.452
144,-0.035,-0.463
145,-0.029,-0.463
146,-0.029,-0.463
147,-0.023,-0.463
148,-0.023,-0.463
149,-0.023,-0.463
150,-0.023,-0.463
151,-0.029,-0.463
152,-0.029,-0.467
153,-0.023,-0.467
154,-0.023,-0.467
155,-0.023,-0.467
156,-0.011,-0.460
157,-0.005,-0.460
158,-0.005,-0.460
159,-0.005,-0.460
160,-0.005,-0.441
161,-0.005,-0.441
162,-0.005,-0.441
163,-0.005,-0.441
164,-0.005,-0.422
165,0.006,-0.422
166,0.012,-0.422
167,0.012,-0.422
168,-0.011,-0.386
169,-0.011,-0.386
170,-0.005,-0.386
171,-0.035,-0.386
172,-0.142,-0.348
173,-0.260,-0.348
174,-0.337,-0.348
175,-0.443,-0.348
176,-0.485,-0.300
177,-0.378,-0.300
178,-0.201,-0.300
179,-0.088,-0.300
180,-0.088,-0.244
181,-0.112,-0.244
182,-0.112,-0.244
183,-0.094,-0.244
184,-0.065,-0.189
185,-0.047,-0.189
186,-0.023,-0.189
187,-0.005,-0.189
188,0.012,-0.130
189,0.024,-0.130
190,0.024,-0.130
191,0.024,-0.130
192,0.012,-0.059
193,0.012,-0.059
194,0.006,-0.059
195,0.006,-0.059
196,0.001,0.000
197,0.006,0.000
198,0.012,0.000
199,0.024,0.000
200,0.024,0.063
201,0.030,0.063
202,0.036,0.063
203,0.048,0.063
204,0.066,0.122
205,0.077,0.122
206,0.089,0.122
207,0.113,0.122
208,0.113,0.183
209,0.119,0.183
210,0.131,0.183
211,0.142,0.183
212,0.160,0.237
213,0.166,0.237
214,0.178,0.237
215,0.184,0.237
216,0.184,0.286
217,0.196,0.286
218,0.196,0.286
219,0.196,0.286
220,0.196,0.329
221,0.202,0.329
222,0.202,0.329
223,0.202,0.329
224,0.196,0.367
225,0.196,0.367
226,0.202,0.367
227,0.196,0.367
228,0.196,0.401
229,0.184,0.401
230,0.196,0.401
231,0.184,0.401
232,0.196,0.424
233,0.184,0.424
234,0.184,0.424
235,0.184,0.424
236,0.184,0.440
237,0.184,0.440
238,0.184,0.440
239,0.184,0.440
240,0.184,0.447
241,0.184,0.447
242,0.184,0.447
243,0.184,0.447
244,0.184,0.459
245,0.196,0.459
246,0.196,0.459
247,0.196,0.459
248,0.202,0.451
249,0.202,0.451
250,0.202,0.451
251,0.196,0.451
252,0.196,0.443
253,0.184,0.443
254,0.178,0.443
255,0.178,0.443
256,0.166,0.428
257,0.160,0.428
258,0.160,0.428
259,0.142,0.428
260,0.137,0.412
261,0.131,0.412
262,0.119,0.412
263,0.113,0.412
264,0.101,0.382
265,0.095,0.382
266,0.077,0.382
267,0.072,0.382
268,0.048,0.359
269,0.036,0.359
270,0.030,0.359
271,0.024,0.359
272,0.030,0.325
273,0.012,0.325
274,0.012,0.325
275,0.012,0.325
276,0.006,0.279
277,0.006,0.279
278,0.001,0.279
279,0.001,0.279
280,-0.005,0.237
281,0.001,0.237
282,0.001,0.237
283,0.001,0.237
284,0.001,0.195
285,-0.005,0.195
286,0.001,0.195
287,-0.005,0.195
288,-0.005,0.149
289,0.001,0.149
290,0.001,0.149
291,0.001,0.149
292,0.001,0.100
293,0.001,0.100
294,0.001,0.100
295,0.006,0.100
296,0.001,0.050
297,0.006,0.050
298,0.006,0.050
299,0.001,0.050
300,0.001,0.007
301,-0.023,0.007
302,-0.029,0.007
303,-0.035,0.007
304,-0.053,-0.035
305,-0.047,-0.035
306,-0.047,-0.035
307,-0.035,-0.035
308,-0.029,-0.076
309,-0.011,-0.076
310,-0.005,-0.076
311,0.001,-0.076
312,-0.005,-0.111
313,-0.005,-0.111
314,0.001,-0.111
315,-0.047,-0.111
316,-0.201,-0.149
317,-0.420,-0.149
318,-0.532,-0.149
319,-,-0.149
320,-,-0.179
321,-0.313,-0.179
322,-0.094,-0.179
323,0.001,-0.179
324,-0.023,-0.214
325,-0.136,-0.214
326,-0.272,-0.214
327,-0.360,-0.214
328,-0.390,-0.237
329,-0.414,-0.237
330,-0.414,-0.237
331,-0.420,-0.237
