,ECG,PPG
0,-0.028,0.227
1,-0.056,0.227
2,-0.071,0.227
3,-0.085,0.227
4,-0.085,0.195
5,-0.100,0.195
6,-0.100,0.195
7,-0.100,0.195
8,-0.114,0.168
9,-0.114,0.168
10,-0.114,0.168
11,-0.114,0.168
12,-0.100,0.138
13,-0.100,0.138
14,-0.085,0.138
15,-0.100,0.138
16,-0.100,0.108
17,-0.100,0.108
18,-0.100,0.108
19,-0.100,0.108
20,-0.100,0.081
21,-0.100,0.081
22,-0.100,0.081
23,-0.085,0.081
24,-0.100,0.051
25,-0.100,0.051
26,-0.100,0.051
27,-0.085,0.051
28,-0.085,0.024
29,-0.100,0.024
30,-0.100,0.024
31,-0.100,0.024
32,-0.085,-0.004
33,-0.071,-0.004
34,-0.056,-0.004
35,-0.028,-0.004
36,0.001,-0.028
37,0.030,-0.028
38,0.058,-0.028
39,0.102,-0.028
40,0.145,-0.053
41,0.203,-0.053
42,0.289,-0.053
43,0.375,-0.053
44,0.461,-0.076
45,0.562,-0.076
46,0.619,-0.076
47,0.677,-0.076
48,0.706,-0.103
49,0.720,-0.103
50,0.692,-0.103
51,0.619,-0.103
52,0.505,-0.125
53,0.404,-0.125
54,0.289,-0.125
55,0.188,-0.125
56,0.087,-0.148
57,0.001,-0.148
58,-0.056,-0.148
59,-0.114,-0.148
60,-0.143,-0.173
61,-0.157,-0.173
62,-0.186,-0.173
63,-0.186,-0.173
64,-0.186,-0.195
65,-0.172,-0.195
66,-0.186,-0.195
67,-0.157,-0.195
68,-0.157,-0.220
69,-0.143,-0.220
70,-0.143,-0.220
71,-0.129,-0.220
72,-0.114,-0.241
73,-0.114,-0.241
74,-0.114,-0.241
75,-0.129,-0.241
76,-0.114,-0.263
77,-0.114,-0.263
78,-0.114,-0.263
79,-0.100,-0.263
80,-0.114,-0.286
81,-0.100,-0.286
82,-0.100,-0.286
83,-0.100,-0.286
84,-0.100,-0.307
85,-0.100,-0.307
86,-0.114,-0.307
87,-0.114,-0.307
88,-0.100,-0.328
89,-0.100,-0.328
90,-0.100,-0.328
91,-0.100,-0.328
92,-0.100,-0.347
93,-0.100,-0.347
94,-0.114,-0.347
95,-0.114,-0.347
96,-0.114,-0.364
97,-0.100,-0.364
98,-0.100,-0.364
99,-0.100,-0.364
100,-0.100,-0.381
101,-0.100,-0.381
102,-0.100,-0.381
103,-0.100,-0.381
104,-0.100,-0.400
105,-0.085,-0.400
106,-0.085,-0.400
107,-0.085,-0.400
108,-0.085,-0.417
109,-0.085,-0.417
110,-0.085,-0.417
111,-0.071,-0.417
112,-0.071,-0.432
113,-0.071,-0.432
114,-0.071,-0.432
115,-0.071,-0.432
116,-0.071,-0.447
117,-0.056,-0.447
118,-0.056,-0.447
119,-0.056,-0.447
120,-0.056,-0.462
121,-0.056,-0.462
122,-0.056,-0.462
123,-0.056,-0.462
124,-0.056,-0.474
125,-0.056,-0.474
126,-0.056,-0.474
127,-0.042,-0.474
128,-0.042,-0.489
129,-0.042,-0.489
130,-0.028,-0.489
131,-0.028,-0.489
