,ECG,PPG
0,-0.043,-0.401
1,-0.057,-0.401
2,-0.072,-0.401
3,-0.087,-0.401
4,-0.087,-0.405
5,-0.102,-0.405
6,-0.102,-0.405
7,-0.102,-0.405
8,-0.102,-0.407
9,-0.102,-0.407
10,-0.087,-0.407
11,-0.087,-0.407
12,-0.087,-0.411
13,-0.072,-0.411
14,-0.087,-0.411
15,-0.087,-0.411
16,-0.072,-0.414
17,-0.072,-0.414
18,-0.072,-0.414
19,-0.072,-0.414
20,-0.072,-0.417
21,-0.072,-0.417
22,-0.072,-0.417
23,-0.072,-0.417
24,-0.072,-0.421
25,-0.057,-0.421
26,-0.057,-0.421
27,-0.057,-0.421
28,-0.057,-0.426
29,-0.043,-0.426
30,-0.028,-0.426
31,-0.013,-0.426
32,0.001,-0.431
33,0.001,-0.431
34,0.001,-0.431
35,0.001,-0.431
36,0.015,-0.435
37,0.015,-0.435
38,0.030,-0.435
39,0.045,-0.435
40,0.059,-0.440
41,0.059,-0.440
42,0.074,-0.440
43,0.074,-0.440
44,0.089,-0.444
45,0.104,-0.444
46,0.104,-0.444
47,0.118,-0.444
48,0.148,-0.448
49,0.148,-0.448
50,0.162,-0.448
51,0.177,-0.448
52,0.162,-0.453
53,0.177,-0.453
54,0.192,-0.453
55,0.192,-0.453
56,0.207,-0.458
57,0.207,-0.458
58,0.207,-0.458
59,0.207,-0.458
60,0.221,-0.463
61,0.235,-0.463
62,0.250,-0.463
63,0.250,-0.463
64,0.265,-0.463
65,0.279,-0.463
66,0.279,-0.463
67,0.279,-0.463
68,0.279,-0.468
69,0.279,-0.468
70,0.279,-0.468
71,0.265,-0.468
72,0.250,-0.470
73,0.250,-0.470
74,0.235,-0.470
75,0.221,-0.470
76,0.207,-0.470
77,0.192,-0.470
78,0.192,-0.470
79,0.162,-0.470
80,0.148,-0.468
81,0.133,-0.468
82,0.118,-0.468
83,0.104,-0.468
84,0.089,-0.459
85,0.074,-0.459
86,0.059,-0.459
87,0.045,-0.459
88,0.030,-0.442
89,0.015,-0.442
90,0.015,-0.442
91,0.015,-0.442
92,0.015,-0.414
93,0.001,-0.414
94,-0.013,-0.414
95,-0.028,-0.414
96,-0.043,-0.373
97,-0.043,-0.373
98,-0.057,-0.373
99,-0.072,-0.373
100,-0.087,-0.321
101,-0.087,-0.321
102,-0.102,-0.321
103,-0.102,-0.321
104,-0.102,-0.255
105,-0.102,-0.255
106,-0.102,-0.255
107,-0.102,-0.255
108,-0.087,-0.178
109,-0.087,-0.178
110,-0.072,-0.178
111,-0.072,-0.178
112,-0.072,-0.095
113,-0.072,-0.095
114,-0.072,-0.095
115,-0.072,-0.095
116,-0.072,-0.007
117,-0.072,-0.007
118,-0.057,-0.007
119,-0.057,-0.007
120,-0.057,0.081
121,-0.057,0.081
122,-0.057,0.081
123,-0.057,0.081
124,-0.057,0.164
125,-0.057,0.164
126,-0.043,0.164
127,-0.028,0.164
128,-0.028,0.240
129,-0.028,0.240
130,-0.028,0.240
131,-0.028,0.240
132,-0.028,0.305
133,-0.028,0.305
134,-0.028,0.305
135,-0.013,0.305
136,-0.013,0.359
137,0.001,0.359
138,0.015,0.359
139,0.030,0.359
140,0.045,0.402
141,0.059,0.402
142,0.045,0.402
143,0.045,0.402
144,0.030,0.432
145,0.030,0.432
146,0.015,0.432
147,0.015,0.432
148,0.015,0.452
149,0.015,0.452
150,0.001,0.452
151,0.001,0.452
152,0.001,0.463
153,0.001,0.463
154,0.001,0.463
155,0.001,0.463
156,-0.013,0.466
157,-0.013,0.466
158,-0.013,0.466
159,-0.028,0.466
160,-0.028,0.460
161,-0.028,0.460
162,-0.043,0.460
163,-0.057,0.460
164,-0.057,0.448
165,-0.057,0.448
166,-0.057,0.448
167,-0.057,0.448
168,-0.072,0.429
169,-0.057,0.429
170,-0.072,0.429
171,-0.072,0.429
172,-0.072,0.405
173,-0.072,0.405
174,-0.072,0.405
175,-0.072,0.405
176,-0.072,0.375
177,-0.072,0.375
178,-0.072,0.375
179,-0.072,0.375
180,-0.087,0.342
181,-0.087,0.342
182,-0.087,0.342
183,-0.102,0.342
184,-0.087,0.302
185,-0.072,0.302
186,-0.072,0.302
187,-0.072,0.302
188,-0.057,0.260
189,-0.057,0.260
190,-0.057,0.260
191,-0.072,0.260
192,-0.072,0.215
193,-0.072,0.215
194,-0.072,0.215
195,-0.072,0.215
196,-0.072,0.169
197,-0.057,0.169
198,-0.057,0.169
199,-0.057,0.169
200,-0.057,0.122
201,-0.057,0.122
202,-0.057,0.122
203,-0.043,0.122
204,-0.043,0.073
205,-0.057,0.073
206,-0.057,0.073
207,-0.057,0.073
208,-0.057,0.028
209,-0.057,0.028
210,-0.057,0.028
211,-0.072,0.028
212,-0.057,-0.018
213,-0.057,-0.018
214,-0.057,-0.018
215,-0.028,-0.018
