,ECG,PPG
0,-0.039,-0.036
1,-0.034,-0.036
2,-0.031,-0.036
3,-0.028,-0.036
4,-0.033,-0.032
5,-0.037,-0.032
6,-0.052,-0.032
7,-0.066,-0.032
8,-0.086,-0.028
9,-0.105,-0.028
10,-0.124,-0.028
11,-0.144,-0.028
12,-0.157,-0.022
13,-0.169,-0.022
14,-0.174,-0.022
15,-0.178,-0.022
16,-0.174,-0.014
17,-0.171,-0.014
18,-0.164,-0.014
19,-0.157,-0.014
20,-0.148,-0.006
21,-0.138,-0.006
22,-0.132,-0.006
23,-0.127,-0.006
24,-0.127,0.002
25,-0.128,0.002
26,-0.131,0.002
27,-0.135,0.002
28,-0.139,0.011
29,-0.143,0.011
30,-0.145,0.011
31,-0.148,0.011
32,-0.150,0.020
33,-0.153,0.020
34,-0.157,0.020
35,-0.161,0.020
36,-0.165,0.028
37,-0.170,0.028
38,-0.175,0.028
39,-0.180,0.028
40,-0.184,0.035
41,-0.188,0.035
42,-0.191,0.035
43,-0.194,0.035
44,-0.197,0.043
45,-0.200,0.043
46,-0.201,0.043
47,-0.202,0.043
48,-0.200,0.050
49,-0.198,0.050
50,-0.190,0.050
51,-0.183,0.050
52,-0.172,0.056
53,-0.161,0.056
54,-0.152,0.056
55,-0.143,0.056
56,-0.140,0.059
57,-0.138,0.059
58,-0.143,0.059
59,-0.148,0.059
60,-0.155,0.064
61,-0.162,0.064
62,-0.166,0.064
63,-0.169,0.064
64,-0.167,0.067
65,-0.165,0.067
66,-0.160,0.067
67,-0.154,0.067
68,-0.153,0.070
69,-0.151,0.070
70,-0.155,0.070
71,-0.160,0.070
72,-0.166,0.073
73,-0.173,0.073
74,-0.177,0.073
75,-0.180,0.073
76,-0.176,0.071
77,-0.172,0.071
78,-0.161,0.071
79,-0.150,0.071
80,-0.137,0.073
81,-0.125,0.073
82,-0.116,0.073
83,-0.108,0.073
84,-0.103,0.071
85,-0.097,0.071
86,-0.091,0.071
87,-0.085,0.071
88,-0.076,0.070
89,-0.067,0.070
90,-0.058,0.070
91,-0.048,0.070
92,-0.044,0.067
93,-0.040,0.067
94,-0.044,0.067
95,-0.048,0.067
96,-0.056,0.067
97,-0.063,0.067
98,-0.068,0.067
99,-0.073,0.067
100,-0.074,0.065
101,-0.076,0.065
102,-0.074,0.065
103,-0.071,0.065
104,-0.068,0.064
105,-0.065,0.064
106,-0.063,0.064
107,-0.061,0.064
108,-0.059,0.062
109,-0.057,0.062
110,-0.054,0.062
111,-0.050,0.062
112,-0.044,0.062
113,-0.038,0.062
114,-0.034,0.062
115,-0.029,0.062
116,-0.030,0.060
117,-0.030,0.060
118,-0.034,0.060
119,-0.037,0.060
120,-0.041,0.062
121,-0.045,0.062
122,-0.045,0.062
123,-0.045,0.062
124,-0.041,0.060
125,-0.037,0.060
126,-0.027,0.060
127,-0.018,0.060
128,-0.006,0.062
129,0.006,0.062
130,0.016,0.062
131,0.026,0.062
132,0.030,0.062
133,0.034,0.062
134,0.029,0.062
135,0.023,0.062
136,0.012,0.060
137,0.001,0.060
138,-0.011,0.060
139,-0.022,0.060
140,-0.030,0.059
141,-0.037,0.059
142,-0.038,0.059
143,-0.039,0.059
144,-0.037,0.056
145,-0.035,0.056
146,-0.033,0.056
147,-0.032,0.056
148,-0.033,0.054
149,-0.034,0.054
150,-0.035,0.054
151,-0.036,0.054
152,-0.036,0.050
153,-0.037,0.050
154,-0.035,0.050
155,-0.034,0.050
156,-0.032,0.046
157,-0.029,0.046
158,-0.027,0.046
159,-0.025,0.046
160,-0.022,0.043
161,-0.020,0.043
162,-0.017,0.043
163,-0.015,0.043
164,-0.015,0.040
165,-0.014,0.040
166,-0.017,0.040
167,-0.020,0.040
168,-0.025,0.037
169,-0.031,0.037
170,-0.038,0.037
171,-0.045,0.037
172,-0.052,0.034
173,-0.059,0.034
174,-0.065,0.034
175,-0.070,0.034
176,-0.073,0.029
177,-0.076,0.029
178,-0.076,0.029
179,-0.076,0.029
180,-0.073,0.028
181,-0.070,0.028
182,-0.066,0.028
183,-0.062,0.028
184,-0.058,0.026
185,-0.054,0.026
186,-0.050,0.026
187,-0.045,0.026
188,-0.042,0.023
189,-0.039,0.023
190,-0.035,0.023
191,-0.031,0.023
192,-0.025,0.021
193,-0.020,0.021
194,-0.014,0.021
195,-0.009,0.021
196,-0.006,0.023
197,-0.003,0.023
198,-0.002,0.023
199,-0.002,0.023
200,-0.005,0.020
201,-0.009,0.020
202,-0.015,0.020
203,-0.021,0.020
204,-0.026,0.018
205,-0.030,0.018
206,-0.031,0.018
207,-0.031,0.018
208,-0.029,0.020
209,-0.026,0.020
210,-0.022,0.020
211,-0.019,0.020
212,-0.015,0.017
213,-0.012,0.017
214,-0.008,0.017
215,-0.004,0.017
216,0.000,0.018
217,0.005,0.018
218,0.011,0.018
219,0.017,0.018
220,0.021,0.015
221,0.025,0.015
222,0.026,0.015
223,0.027,0.015
224,0.024,0.012
225,0.021,0.012
226,0.012,0.012
227,0.004,0.012
228,-0.007,0.012
229,-0.018,0.012
230,-0.031,0.012
231,-0.044,0.012
232,-0.053,0.012
233,-0.062,0.012
234,-0.067,0.012
235,-0.072,0.012
236,-0.074,0.009
237,-0.075,0.009
238,-0.075,0.009
239,-0.076,0.009
240,-0.078,0.009
241,-0.079,0.009
242,-0.081,0.009
243,-0.083,0.009
244,-0.081,0.006
245,-0.079,0.006
246,-0.074,0.006
247,-0.070,0.006
248,-0.066,0.004
249,-0.062,0.004
250,-0.062,0.004
251,-0.062,0.004
252,-0.065,0.003
253,-0.069,0.003
254,-0.074,0.003
255,-0.079,0.003
256,-0.085,0.000
257,-0.091,0.000
258,-0.094,0.000
259,-0.096,0.000
260,-0.094,-0.004
261,-0.092,-0.004
262,-0.085,-0.004
263,-0.079,-0.004
264,-0.068,-0.005
265,-0.058,-0.005
266,-0.046,-0.005
267,-0.035,-0.005
268,-0.025,-0.009
269,-0.016,-0.009
270,-0.011,-0.009
271,-0.005,-0.009
272,-0.002,-0.014
273,0.001,-0.014
274,0.003,-0.014
275,0.004,-0.014
276,0.005,-0.018
277,0.005,-0.018
278,0.003,-0.018
279,0.001,-0.018
280,-0.003,-0.022
281,-0.007,-0.022
282,-0.011,-0.022
283,-0.014,-0.022
284,-0.013,-0.024
285,-0.012,-0.024
286,-0.001,-0.024
287,0.009,-0.024
288,0.025,-0.026
289,0.042,-0.026
290,0.057,-0.026
291,0.071,-0.026
292,0.069,-0.028
293,0.066,-0.028
294,0.034,-0.028
295,0.003,-0.028
296,-0.062,-0.030
297,-0.126,-0.030
298,-0.218,-0.030
299,-0.310,-0.030
300,-0.418,-0.030
301,-0.525,-0.030
302,-0.629,-0.030
303,-0.732,-0.030
304,-0.811,-0.028
305,-0.889,-0.028
306,-,-0.028
307,-,-0.028
308,-,-0.030
309,-,-0.030
310,-,-0.030
311,-0.905,-0.030
312,-0.852,-0.030
313,-0.798,-0.030
314,-0.732,-0.030
315,-0.665,-0.030
316,-0.592,-0.030
317,-0.519,-0.030
318,-0.448,-0.030
319,-0.376,-0.030
320,-0.314,-0.030
321,-0.252,-0.030
322,-0.203,-0.030
323,-0.154,-0.030
324,-0.119,-0.028
325,-0.084,-0.028
326,-0.059,-0.028
327,-0.034,-0.028
328,-0.016,-0.028
329,0.003,-0.028
330,0.014,-0.028
331,0.025,-0.028
332,0.027,-0.030
333,0.029,-0.030
334,0.023,-0.030
335,0.018,-0.030
336,0.011,-0.028
337,0.004,-0.028
338,-0.002,-0.028
339,-0.007,-0.028
340,-0.008,-0.028
341,-0.009,-0.028
342,-0.005,-0.028
343,-0.002,-0.028
344,0.003,-0.032
345,0.007,-0.032
346,0.010,-0.032
347,0.012,-0.032
348,0.013,-0.032
349,0.014,-0.032
350,0.014,-0.032
351,0.013,-0.032
352,0.015,-0.032
353,0.017,-0.032
354,0.020,-0.032
355,0.022,-0.032
356,0.022,-0.032
357,0.022,-0.032
358,0.020,-0.032
359,0.017,-0.032
360,0.013,-0.032
361,0.010,-0.032
362,0.008,-0.032
363,0.005,-0.032
364,0.008,-0.032
365,0.010,-0.032
366,0.017,-0.032
367,0.024,-0.032
368,0.034,-0.032
369,0.044,-0.032
370,0.053,-0.032
371,0.062,-0.032
372,0.069,-0.033
373,0.076,-0.033
374,0.079,-0.033
375,0.081,-0.033
376,0.078,-0.033
377,0.074,-0.033
378,0.064,-0.033
379,0.054,-0.033
380,0.039,-0.033
381,0.024,-0.033
382,0.012,-0.033
383,0.000,-0.033
384,-0.006,-0.033
385,-0.012,-0.033
386,-0.010,-0.033
387,-0.008,-0.033
388,-0.001,-0.033
389,0.006,-0.033
390,0.016,-0.033
391,0.026,-0.033
392,0.035,-0.035
393,0.045,-0.035
394,0.052,-0.035
395,0.060,-0.035
396,0.065,-0.036
397,0.070,-0.036
398,0.069,-0.036
399,0.069,-0.036
400,0.064,-0.036
401,0.059,-0.036
402,0.054,-0.036
403,0.050,-0.036
404,0.048,-0.037
405,0.045,-0.037
406,0.045,-0.037
407,0.044,-0.037
408,0.041,-0.037
409,0.039,-0.037
410,0.031,-0.037
411,0.023,-0.037
412,0.012,-0.037
413,0.000,-0.037
414,-0.012,-0.037
415,-0.023,-0.037
416,-0.029,-0.036
417,-0.034,-0.036
418,-0.035,-0.036
419,-0.036,-0.036
420,-0.036,-0.035
421,-0.036,-0.035
422,-0.037,-0.035
423,-0.038,-0.035
424,-0.041,-0.035
425,-0.045,-0.035
426,-0.047,-0.035
427,-0.050,-0.035
428,-0.049,-0.032
429,-0.048,-0.032
430,-0.045,-0.032
431,-0.042,-0.032
432,-0.039,-0.026
433,-0.036,-0.026
434,-0.034,-0.026
435,-0.032,-0.026
436,-0.031,-0.022
437,-0.030,-0.022
438,-0.032,-0.022
439,-0.033,-0.022
440,-0.036,-0.016
441,-0.039,-0.016
442,-0.045,-0.016
443,-0.052,-0.016
444,-0.061,-0.009
445,-0.070,-0.009
446,-0.081,-0.009
447,-0.092,-0.009
448,-0.101,0.000
449,-0.111,0.000
450,-0.114,0.000
451,-0.118,0.000
452,-0.115,0.009
453,-0.112,0.009
454,-0.104,0.009
455,-0.097,0.009
456,-0.092,0.020
457,-0.087,0.020
458,-0.084,0.020
459,-0.082,0.020
460,-0.084,0.028
461,-0.086,0.028
462,-0.089,0.028
463,-0.093,0.028
464,-0.095,0.037
465,-0.098,0.037
466,-0.099,0.037
467,-0.099,0.037
468,-0.098,0.045
469,-0.097,0.045
470,-0.096,0.045
471,-0.095,0.045
472,-0.093,0.051
473,-0.091,0.051
474,-0.090,0.051
475,-0.089,0.051
476,-0.091,0.056
477,-0.093,0.056
478,-0.096,0.056
479,-0.100,0.056
480,-0.104,0.060
481,-0.108,0.060
482,-0.109,0.060
483,-0.111,0.060
484,-0.109,0.064
485,-0.108,0.064
486,-0.108,0.064
487,-0.108,0.064
488,-0.114,0.067
489,-0.120,0.067
490,-0.132,0.067
491,-0.143,0.067
492,-0.154,0.067
493,-0.165,0.067
494,-0.169,0.067
495,-0.173,0.067
496,-0.168,0.067
497,-0.163,0.067
498,-0.153,0.067
499,-0.142,0.067
500,-0.129,0.068
501,-0.116,0.068
502,-0.104,0.068
503,-0.093,0.068
504,-0.085,0.070
505,-0.078,0.070
506,-0.072,0.070
507,-0.066,0.070
508,-0.061,0.068
509,-0.056,0.068
510,-0.051,0.068
511,-0.045,0.068
512,-0.042,0.070
513,-0.038,0.070
514,-0.038,0.070
515,-0.038,0.070
516,-0.042,0.068
517,-0.045,0.068
518,-0.050,0.068
519,-0.054,0.068
520,-0.054,0.070
521,-0.055,0.070
522,-0.054,0.070
523,-0.053,0.070
524,-0.050,0.068
525,-0.046,0.068
526,-0.042,0.068
527,-0.037,0.068
528,-0.029,0.070
529,-0.021,0.070
530,-0.009,0.070
531,0.004,0.070
532,0.018,0.070
533,0.033,0.070
534,0.044,0.070
535,0.055,0.070
536,0.058,0.068
537,0.061,0.068
538,0.056,0.068
539,0.052,0.068
540,0.045,0.070
541,0.038,0.070
542,0.032,0.070
543,0.026,0.070
544,0.025,0.068
545,0.023,0.068
546,0.027,0.068
547,0.031,0.068
548,0.039,0.068
549,0.046,0.068
550,0.056,0.068
551,0.066,0.068
552,0.077,0.067
553,0.088,0.067
554,0.096,0.067
555,0.104,0.067
556,0.105,0.065
557,0.106,0.065
558,0.098,0.065
559,0.090,0.065
560,0.076,0.064
561,0.062,0.064
562,0.047,0.064
563,0.031,0.064
564,0.019,0.060
565,0.007,0.060
566,-0.000,0.060
567,-0.008,0.060
568,-0.012,0.056
569,-0.016,0.056
570,-0.018,0.056
571,-0.020,0.056
572,-0.019,0.052
573,-0.019,0.052
574,-0.013,0.052
575,-0.008,0.052
576,0.003,0.050
577,0.013,0.050
578,0.027,0.050
579,0.040,0.050
580,0.051,0.045
581,0.062,0.045
582,0.070,0.045
583,0.077,0.045
584,0.079,0.038
585,0.081,0.038
586,0.079,0.038
587,0.078,0.038
588,0.074,0.033
589,0.070,0.033
590,0.064,0.033
591,0.059,0.033
592,0.054,0.028
593,0.050,0.028
594,0.049,0.028
595,0.048,0.028
596,0.051,0.023
597,0.054,0.023
598,0.057,0.023
599,0.060,0.023
600,0.062,0.018
601,0.064,0.018
602,0.063,0.018
603,0.062,0.018
604,0.058,0.012
605,0.054,0.012
606,0.050,0.012
607,0.045,0.012
608,0.045,0.009
609,0.045,0.009
610,0.045,0.009
611,0.045,0.009
612,0.042,0.006
613,0.040,0.006
614,0.034,0.006
615,0.029,0.006
616,0.019,0.004
617,0.010,0.004
618,0.003,0.004
619,-0.004,0.004
620,-0.004,0.004
621,-0.005,0.004
622,0.000,0.004
623,0.006,0.004
624,0.016,0.003
625,0.026,0.003
626,0.035,0.003
627,0.045,0.003
628,0.050,0.002
629,0.055,0.002
630,0.059,0.002
631,0.063,0.002
632,0.067,0.002
633,0.070,0.002
634,0.075,0.002
635,0.079,0.002
636,0.082,0.002
637,0.085,0.002
638,0.083,0.002
639,0.082,0.002
640,0.079,0.002
641,0.075,0.002
642,0.072,0.002
643,0.069,0.002
644,0.068,0.003
645,0.068,0.003
646,0.068,0.003
647,0.068,0.003
648,0.066,0.002
649,0.065,0.002
650,0.060,0.002
651,0.054,0.002
652,0.048,0.000
653,0.041,0.000
654,0.039,0.000
655,0.037,0.000
656,0.044,0.000
657,0.050,0.000
658,0.062,0.000
659,0.075,0.000
660,0.086,-0.002
661,0.097,-0.002
662,0.099,-0.002
663,0.100,-0.002
664,0.088,-0.004
665,0.076,-0.004
666,0.058,-0.004
667,0.040,-0.004
668,0.028,-0.005
669,0.016,-0.005
670,0.021,-0.005
671,0.026,-0.005
672,0.046,-0.008
673,0.066,-0.008
674,0.089,-0.008
675,0.112,-0.008
676,0.122,-0.011
677,0.133,-0.011
678,0.124,-0.011
679,0.115,-0.011
680,0.089,-0.013
681,0.063,-0.013
682,0.030,-0.013
683,-0.003,-0.013
684,-0.031,-0.016
685,-0.060,-0.016
686,-0.077,-0.016
687,-0.095,-0.016
688,-0.099,-0.019
689,-0.104,-0.019
690,-0.098,-0.019
691,-0.092,-0.019
692,-0.077,-0.022
693,-0.062,-0.022
694,-0.042,-0.022
695,-0.021,-0.022
696,0.003,-0.024
697,0.028,-0.024
698,0.052,-0.024
699,0.076,-0.024
700,0.093,-0.026
701,0.111,-0.026
702,0.120,-0.026
703,0.128,-0.026
704,0.129,-0.032
705,0.129,-0.032
706,0.124,-0.032
707,0.119,-0.032
708,0.111,-0.035
709,0.103,-0.035
710,0.099,-0.035
711,0.096,-0.035
712,0.102,-0.039
713,0.108,-0.039
714,0.123,-0.039
715,0.137,-0.039
716,0.155,-0.044
717,0.172,-0.044
718,0.187,-0.044
719,0.202,-0.044
720,0.206,-0.049
721,0.210,-0.049
722,0.201,-0.049
723,0.192,-0.049
724,0.166,-0.056
725,0.141,-0.056
726,0.093,-0.056
727,0.045,-0.056
728,-0.033,-0.062
729,-0.112,-0.062
730,-0.217,-0.062
731,-0.323,-0.062
732,-0.440,-0.070
733,-0.558,-0.070
734,-0.661,-0.070
735,-0.765,-0.070
736,-0.832,-0.078
737,-0.898,-0.078
738,-,-0.078
739,-,-0.078
740,-,-0.084
741,-0.900,-0.084
742,-0.855,-0.084
743,-0.811,-0.084
744,-0.752,-0.093
745,-0.694,-0.093
746,-0.628,-0.093
747,-0.561,-0.093
748,-0.488,-0.100
749,-0.415,-0.100
750,-0.340,-0.100
751,-0.266,-0.100
752,-0.198,-0.107
