,0
0,77
1,370
2,663
3,947
4,1231
5,1515
6,1809
7,2045
8,2403
9,2706
10,2998
11,3283
12,3560
13,3863
14,4171
15,4466
16,4765
17,5060
18,5346
19,5634
20,5918
21,6214
22,6527
23,6824
24,7106
25,7393
26,7670
27,7953
28,8246
29,8539
30,8837
31,9142
32,9432
33,9710
34,9998
35,10282
36,10591
37,10895
38,11191
39,11480
40,11781
41,12066
42,12350
43,12645
44,12950
45,13267
46,13562
47,13842
48,14131
49,14423
50,14711
51,15011
52,15310
53,15607
54,15900
55,16183
56,16465
57,16755
58,17058
59,17358
60,17657
61,17947
62,18227
63,18514
64,18796
65,19081
66,19388
67,19694
68,19989
69,20272
70,20554
71,20838
72,21131
73,21424
