,0
0,59
1,224
2,437
3,615
4,811
5,970
6,1119
7,1285
8,1506
9,1712
10,1896
11,2071
12,2279
13,2449
14,2619
15,2819
16,2963
17,3113
18,3257
19,3447
20,3625
21,3751
22,3937
23,4090
24,4263
25,4401
26,4519
27,4634
28,4816
29,4942
30,5172
31,5368
32,5547
33,5693
34,5881
35,6041
36,6205
37,6331
38,6516
39,6670
40,6890
41,7054
42,7258
43,7400
44,7617
45,7807
46,7984
47,8107
48,8245
49,8299
50,8471
51,8678
52,8823
53,9018
54,9145
55,9270
56,9480
57,9727
58,9919
59,10105
60,10271
61,10425
62,10567
63,10692
64,10907
65,11088
66,11247
67,11508
68,11734
69,11956
70,12177
71,12384
72,12634
73,12845
74,13068
75,13287
76,13524
77,13736
78,13962
79,14144
80,14292
81,14418
82,14643
83,14861
84,15079
85,15310
86,15523
87,15755
88,15968
89,16191
90,16404
91,16638
92,16846
93,17068
94,17283
95,17510
96,17725
97,17941
98,18161
99,18369
100,18600
101,18815
102,19031
103,19239
104,19463
105,19676
106,19865
107,20008
108,20129
109,20327
110,20488
111,20759
112,20903
113,21113
114,21328
115,21536
116,21772
117,21969
118,22153
119,22385
120,22611
121,22814
122,23032
123,23231
124,23457
125,23653
126,23871
127,24072
128,24299
129,24491
130,24712
131,24908
132,25080
133,25136
134,25306
135,25537
136,25732
137,25987
138,26124
139,26298
140,26474
141,26776
142,26945
143,27142
144,27199
145,27382
146,27567
147,27793
148,28007
149,28285
150,28522
151,28727
152,28884
153,29035
154,29300
155,29507
156,29791
157,29981
158,30165
159,30384
160,30588
161,30768
162,30970
163,31141
164,31371
165,31606
166,31782
167,31956
168,32146
169,32321
170,32490
171,32653
172,32828
173,33004
174,33164
175,33319
176,33601
177,33793
178,33940
179,34142
180,34388
181,34624
182,34783
183,35011
184,35170
185,35357
186,35587
187,35750
188,35921
189,36105
190,36274
191,36438
192,36694
193,36920
194,37119
195,37291
196,37439
197,37691
198,37944
199,38177
200,38406
201,38644
202,38893
203,39125
204,39343
205,39503
206,39689
207,39872
208,40083
209,40329
210,40534
211,40727
212,40962
213,41196
214,41423
215,41657
216,41885
217,42122
218,42344
219,42577
220,42805
221,43044
222,43271
223,43430
224,43640
225,43864
226,44106
227,44328
228,44566
229,44764
230,45184
231,45515
232,45790
233,46063
234,46334
235,46600
236,46781
237,47160
238,47426
239,47653
240,47967
241,48248
242,48504
243,48792
244,49073
245,49344
246,49594
247,49865
248,50125
249,50381
250,50633
251,50893
252,51050
253,51269
254,51510
255,51765
256,51918
257,52069
258,52255
259,52429
260,52670
261,52855
262,53123
263,53354
264,53529
265,53746
266,53986
267,54207
268,54439
269,54659
270,54888
271,55132
272,55358
273,55591
274,55794
275,55947
276,56219
277,56394
278,56661
279,56870
280,57131
281,57326
282,57553
283,57850
284,58051
285,58282
286,58519
287,58731
288,58908
289,59070
290,59343
291,59520
292,59667
293,59807
294,59968
295,60123
296,60271
297,60442
298,60590
299,60841
300,61076
301,61232
302,61434
303,61617
304,61760
305,61903
306,62095
307,62427
308,62678
309,62888
310,63113
311,63283
312,63509
313,63684
314,63881
315,64202
316,64450
317,64646
318,64792
319,64990
320,65173
321,65355
322,65635
323,65802
324,65963
325,66115
326,66269
327,66452
328,66637
329,66827
330,67016
331,67233
332,67416
333,67622
334,67829
335,68040
336,68272
337,68499
338,68783
339,69022
340,69269
341,69521
342,69693
343,69942
344,70179
345,70547
346,70828
347,71081
348,71299
349,71517
350,71782
351,72003
352,72255
353,72438
354,72655
355,72872
356,73121
357,73307
358,73464
359,73704
360,73894
361,74069
362,74343
363,74663
364,74872
365,75063
366,75212
367,75356
368,75501
369,75725
370,75942
371,76113
372,76285
373,76564
374,76726
375,76879
376,77063
377,77234
378,77396
379,77646
380,77838
381,78020
382,78274
383,78491
384,78739
385,78961
386,79218
387,79454
388,79696
389,79893
390,80148
391,80358
392,80609
393,80819
394,81077
395,81311
396,81564
397,81757
398,82006
399,82214
400,82512
401,82763
402,82982
403,83226
404,83438
405,83682
406,83902
407,84154
408,84368
409,84634
410,84833
411,85075
412,85303
413,85527
414,85765
415,85987
416,86230
417,86445
418,86682
419,86906
420,87143
421,87361
422,87595
423,87814
424,88056
425,88298
426,88517
427,88735
428,88977
429,89227
430,89436
431,89668
432,89890
