,0
0,196
1,458
2,708
3,964
4,1221
5,1478
6,1740
7,2015
8,2286
9,2550
10,2802
11,3052
12,3302
13,3563
14,3834
15,4102
16,4370
17,4635
18,4900
19,5153
20,5406
21,5562
22,5922
23,6194
24,6468
25,6736
26,6995
27,7246
28,7506
29,7766
30,7923
31,8290
32,8563
33,8828
34,9092
35,9349
36,9599
37,9844
38,10104
39,10380
40,10644
41,10907
42,11168
43,11423
44,11675
45,11930
46,12186
47,12448
48,12626
49,12987
50,13252
51,13506
52,13755
53,14005
54,14252
55,14516
56,14786
57,15052
58,15311
59,15574
60,15833
61,16083
62,16334
63,16589
64,16853
65,17127
66,17398
67,17659
68,17915
69,18167
70,18426
71,18682
72,18946
73,19212
74,19483
75,19746
76,20008
77,20261
78,20514
79,20764
80,21030
81,21202
