,0
0,215
1,452
2,696
3,925
4,1169
5,1441
6,1708
7,1953
8,2192
9,2398
10,2605
11,2827
12,3050
13,3281
14,3549
15,3790
16,4031
17,4279
18,4517
19,4754
20,4977
21,5200
22,5439
23,5681
24,5918
25,6161
26,6399
27,6630
28,6855
29,7091
30,7333
31,7571
32,7813
33,8069
34,8332
35,8572
36,8807
37,9050
38,9281
39,9507
40,9742
41,9993
42,10233
43,10479
44,10717
45,10944
46,11171
47,11403
48,11638
49,11869
50,12098
51,12336
52,12575
53,12809
54,13045
55,13276
56,13500
57,13731
58,13973
59,14221
60,14467
61,14728
62,14982
63,15225
64,15458
65,15700
66,15940
67,16177
68,16417
69,16669
70,16926
71,17167
72,17415
73,17662
74,17900
75,18119
76,18347
77,18592
78,18837
79,19080
80,19303
81,19517
82,19730
83,19937
84,20151
85,20387
86,20630
87,20880
88,21122
89,21364
