,0
0,160
1,416
2,687
3,906
4,1190
5,1423
6,1622
7,1966
8,2237
9,2496
10,2722
11,2956
12,3198
13,3471
14,3800
15,4111
16,4354
17,4592
18,4848
19,4990
20,5221
21,5478
22,5689
23,5920
24,6104
25,6392
26,6637
27,6837
28,7070
29,7325
30,7614
31,7820
32,8072
33,8304
34,8516
35,8668
36,8923
37,9118
38,9350
39,9644
40,10009
41,10268
42,10522
43,10772
44,11044
45,11301
46,11475
47,11801
48,12008
49,12253
50,12455
51,12691
52,12929
53,13223
54,13551
55,13802
56,14023
57,14350
58,14616
59,14867
60,15015
61,15242
62,15471
63,15693
64,15896
65,16152
66,16408
67,16570
68,16814
69,17043
70,17272
71,17426
72,17776
73,17959
74,18262
75,18429
76,18682
77,18925
78,19076
79,19301
80,19592
81,19826
82,20051
83,20272
84,20585
85,20908
86,21168
87,21408
