,0
0,69
1,172
2,317
3,443
4,556
5,658
6,793
7,1018
8,1117
9,1211
10,1342
11,1491
12,1629
13,1799
14,1918
15,2020
16,2421
17,2521
18,2617
19,2849
20,2946
21,3101
22,3230
23,3384
24,3522
25,3872
26,3944
27,4044
28,4194
29,4323
30,4462
31,4640
32,4759
33,4869
34,5006
35,5151
36,5311
37,5452
38,5589
39,5727
40,5867
41,6026
42,6140
43,6229
44,6369
45,6631
46,6729
47,6886
48,7003
49,7137
50,7318
51,7441
52,7750
53,7889
54,8032
55,8164
56,8308
57,8442
58,8586
59,8847
60,9015
61,9146
62,9272
63,9420
64,9553
65,9699
66,9849
67,10067
68,10191
69,10328
70,10488
71,10599
72,10795
73,10921
74,11122
75,11225
76,11385
77,11659
78,11878
79,12036
80,12180
81,12341
82,12525
83,12701
84,12856
85,13036
86,13174
87,13383
88,13728
89,13859
90,14138
91,14285
92,14428
93,14559
94,14657
95,14875
96,15042
97,15202
98,15369
99,15566
100,15696
101,15835
102,15946
103,16037
104,16159
105,16315
106,16677
107,16818
108,17146
109,17291
110,17387
111,17478
112,17606
113,17741
114,17880
115,18041
116,18161
117,18333
118,18467
119,18583
120,18691
121,18900
122,19081
123,19226
124,19368
125,19509
126,19699
127,19867
128,20092
129,20247
130,20386
131,20520
132,20657
133,20789
134,20903
135,21069
136,21212
137,21353
138,21462
139,21544
