,0
0,58
1,250
2,471
3,615
4,867
5,1082
6,1298
7,1586
8,1818
9,2029
10,2250
11,2508
12,2749
13,2987
14,3247
15,3464
16,3674
17,4152
18,4381
19,4595
20,4825
21,5125
22,5362
23,5631
24,5828
25,6092
26,6364
27,6520
28,6740
29,6947
30,7186
31,7414
32,7617
33,7843
34,8106
35,8400
36,8668
37,8876
38,9103
39,9416
40,9677
41,9899
42,10248
43,10498
44,10750
45,10952
46,11061
47,11427
48,11670
49,11924
50,12167
51,12376
52,12789
53,13016
54,13201
55,13452
56,13724
57,13977
58,14197
59,14450
60,14667
61,14954
62,15185
63,15414
64,15641
65,15874
66,16126
67,16352
68,16606
69,16845
70,16997
71,17259
72,17521
73,17787
74,18054
75,18258
76,18514
77,18747
78,18977
79,19091
80,19356
81,19555
82,19768
83,20033
84,20274
85,20511
86,20692
87,21047
88,21246
89,21444
