,0
0,352
1,725
2,1087
3,1448
4,1830
5,2198
6,2571
7,2919
8,3234
9,3572
10,3932
11,4282
12,4613
13,4948
14,5255
15,5558
16,5863
17,6175
18,6473
19,6758
20,7045
21,7336
22,7616
23,7898
24,8183
25,8475
26,8758
27,9025
28,9272
29,9518
30,9770
31,10039
32,10316
33,10583
34,10885
35,11245
36,11589
37,11935
38,12287
39,12650
40,13002
41,13319
42,13617
43,13918
44,14228
45,14565
46,14903
47,15231
48,15562
49,15900
50,16245
51,16606
52,16998
53,17355
54,17701
55,18026
56,18334
57,18645
58,18965
59,19275
60,19579
61,19869
62,20136
63,20407
64,20691
65,20989
66,21300
