,0
0,110
1,159
2,205
3,267
4,226
5,166
6,167
7,273
8,228
9,171
10,139
11,232
12,203
13,188
14,216
15,161
16,461
17,321
18,247
19,328
20,289
21,226
22,286
23,234
24,258
25,245
26,272
27,273
28,256
29,244
30,275
31,241
32,261
33,256
34,263
35,125
36,237
37,160
38,238
39,156
40,260
41,165
42,235
43,213
44,309
45,263
46,238
47,213
48,309
49,227
50,229
51,439
52,257
53,250
54,254
55,222
56,244
57,283
58,261
59,307
60,315
61,226
62,222
63,307
64,225
65,216
66,244
67,270
68,299
69,235
70,251
71,250
72,260
73,231
74,338
75,312
76,359
77,244
78,203
79,358
80,296
81,302
82,274
83,227
84,234
85,244
86,260
87,240
88,241
89,276
90,224
91,251
92,306
93,299
94,235
95,249
96,251
97,247
98,257
99,179
100,221
101,157
102,213
103,218
104,247
105,256
106,338
107,227
108,190
109,238
110,250
111,369
112,239
113,250
114,246
115,256
116,242
117,328
118,223
119,282
120,271
121,241
122,184
123,207
124,329
125,220
126,213
127,183
128,224
129,182
130,184
131,246
132,239
133,250
134,225
135,234
136,256
137,260
138,98
139,143
140,250
141,174
142,216
143,128
144,222
145,154
146,231
147,212
148,235
149,193
150,300
151,272
152,179
153,186
154,274
155,230
156,246
157,177
158,109
159,352
160,160
161,108
162,166
163,281
164,147
165,263
166,242
167,162
168,244
169,244
170,161
171,249
172,238
173,160
174,106
175,141
176,422
177,241
178,163
179,236
180,243
181,160
182,102
183,131
184,123
185,256
186,214
187,175
188,115
189,115
190,120
191,244
192,223
193,302
194,229
195,237
196,139
197,196
198,141
199,161
200,149
201,267
202,124
203,291
204,165
205,235
206,157
207,196
208,238
209,149
210,197
211,196
212,233
213,234
214,118
215,241
216,126
217,288
218,143
219,149
220,110
221,240
222,129
223,120
224,221
225,224
226,215
227,167
228,187
229,132
230,212
231,160
232,239
233,198
234,147
235,116
236,111
237,120
238,218
239,247
240,163
241,232
242,242
243,233
244,136
245,96
246,329
247,152
248,193
249,212
250,221
251,353
252,229
253,197
254,214
255,251
256,213
257,200
258,139
259,290
260,275
261,292
262,204
263,159
264,185
265,127
266,214
267,145
268,193
269,128
270,226
271,147
272,257
273,158
274,81
275,233
276,139
277,256
278,163
279,183
280,130
281,229
282,282
283,174
284,146
285,195
286,155
287,88
288,222
289,229
290,206
291,207
292,222
293,127
294,257
295,251
296,160
297,252
298,196
299,266
300,223
301,131
302,113
303,114
304,132
305,214
306,225
307,283
308,221
309,227
310,268
311,181
312,283
313,331
314,211
315,125
316,222
317,182
318,214
319,147
320,177
321,130
322,217
323,188
324,162
325,192
326,189
327,159
328,186
329,215
330,229
331,207
332,133
333,225
334,227
335,223
336,228
337,227
338,225
339,224
340,216
341,222
342,216
343,180
344,255
345,177
346,222
347,226
348,210
349,127
350,224
351,213
352,256
353,227
354,182
355,220
356,220
357,217
358,220
359,213
360,229
361,220
362,222
363,321
364,214
365,157
366,179
367,125
368,103
369,141
370,188
371,150
372,183
373,215
374,268
375,173
376,218
377,270
378,219
379,125
380,210
381,232
382,222
383,230
384,195
385,210
386,145
387,148
388,218
389,160
390,171
391,219
392,145
393,288
394,224
395,148
396,186
397,234
398,209
399,157
400,231
401,214
402,216
403,128
404,200
405,135
