,0
0,120
1,133
2,117
3,136
4,104
5,131
6,139
7,145
8,136
9,129
10,107
11,137
12,102
13,135
14,129
15,183
16,157
17,137
18,124
19,121
20,111
21,138
22,174
23,138
24,131
25,132
26,128
27,106
28,109
29,108
30,152
31,136
32,139
33,129
34,100
35,104
36,138
37,143
38,138
39,131
40,171
41,180
42,181
43,99
44,131
45,135
46,189
47,113
48,127
49,109
50,118
51,121
52,122
53,122
54,122
55,130
56,148
57,124
58,142
59,166
60,122
61,151
62,170
63,166
64,133
65,174
66,181
67,119
68,134
69,136
70,140
71,124
72,136
73,150
74,138
75,100
76,58
77,103
78,105
79,107
80,136
81,97
82,154
83,100
84,115
85,128
86,182
87,108
88,120
89,121
90,114
91,124
92,140
93,104
94,130
95,162
96,136
97,194
98,100
99,86
100,135
101,113
102,157
103,145
104,136
105,104
106,149
107,133
108,141
109,131
110,198
111,173
112,138
113,139
114,154
115,142
116,177
117,116
118,181
119,118
120,151
121,156
122,156
123,139
124,140
125,152
126,187
127,201
128,142
129,112
130,110
131,147
132,146
133,136
134,111
135,182
136,215
137,148
138,137
139,130
140,163
141,154
142,199
143,151
144,174
145,160
146,155
147,144
148,146
149,186
150,158
151,129
152,157
153,148
154,184
155,144
156,135
157,171
158,154
159,145
160,199
161,154
162,181
163,151
164,134
165,158
166,145
167,141
168,124
169,234
170,170
171,129
172,130
173,140
174,148
175,148
176,136
177,147
178,141
179,144
180,208
181,128
182,121
183,170
184,154
185,146
186,186
187,142
188,148
189,144
190,140
191,136
192,212
193,149
194,149
195,125
196,155
197,112
198,179
199,138
200,122
201,178
202,155
203,156
204,143
205,138
206,156
207,144
208,139
209,147
210,109
211,150
212,134
213,122
214,136
215,153
216,143
217,180
218,173
219,142
220,140
221,140
222,143
223,129
224,159
225,117
226,148
227,143
228,178
229,162
230,269
231,149
232,146
233,148
234,128
235,150
236,138
237,137
238,184
239,140
240,130
241,174
242,106
243,103
244,137
245,183
246,203
247,132
248,147
249,152
250,151
251,158
252,141
253,135
254,156
255,133
256,178
257,110
258,141
259,135
260,125
261,125
262,119
263,123
264,203
265,149
266,167
267,143
268,118
269,90
270,139
271,143
272,147
273,123
274,169
275,135
276,150
277,109
278,189
279,101
280,140
281,147
282,104
283,141
284,116
285,136
286,120
287,133
288,92
289,2707
290,137
291,123
292,175
293,159
294,138
295,173
296,67
297,83
298,134
299,144
300,146
301,139
302,130
303,141
304,136
305,117
306,184
307,114
308,96
309,141
310,122
311,140
312,130
313,134
314,136
315,138
316,128
317,189
318,123
319,133
320,153
321,122
322,116
323,137
324,118
325,136
326,142
327,132
328,141
329,112
330,134
331,148
332,149
333,132
334,122
335,139
336,164
337,137
338,199
339,135
340,143
341,99
342,177
343,167
344,152
345,144
346,190
347,152
348,103
349,147
350,141
351,172
352,136
353,147
354,140
355,198
356,142
357,145
358,128
359,153
360,140
361,126
362,144
363,146
364,144
365,138
366,129
367,139
368,190
369,151
370,102
371,139
372,140
