,0
0,179
1,251
2,214
3,130
4,290
5,178
6,258
7,215
8,126
9,289
10,222
11,213
12,129
13,294
14,214
15,208
16,214
17,216
18,215
19,133
20,288
21,160
22,263
23,221
24,144
25,168
26,293
27,209
28,211
29,216
30,211
31,209
32,210
33,165
34,234
35,216
36,132
37,289
38,210
39,209
40,139
41,285
42,210
43,205
44,209
45,398
46,130
47,306
48,169
49,241
50,211
51,133
52,291
53,177
54,238
55,206
56,136
57,286
58,183
59,237
60,207
61,202
62,165
63,252
64,204
65,134
66,272
67,186
68,221
69,207
70,207
71,173
72,119
73,318
74,148
75,272
76,205
77,205
78,200
79,203
80,128
81,282
82,209
83,201
84,130
85,274
86,207
87,210
88,202
89,204
90,141
91,263
92,204
93,208
94,172
95,235
96,207
97,127
98,280
99,212
