,0
0,256
1,271
2,219
3,284
4,233
5,199
6,344
7,271
8,259
9,226
10,234
11,242
12,273
13,329
14,311
15,243
16,238
17,256
18,142
19,231
20,257
21,211
22,231
23,184
24,288
25,245
26,200
27,233
28,255
29,289
30,206
31,252
32,232
33,212
34,152
35,255
36,195
37,232
38,294
39,365
40,259
41,254
42,250
43,272
44,257
45,174
46,326
47,207
48,245
49,202
50,236
51,238
52,294
53,328
54,251
55,221
56,327
57,266
58,251
59,148
60,227
61,229
62,222
63,203
64,256
65,256
66,162
67,244
68,229
69,229
70,154
71,350
72,183
73,303
74,167
75,253
76,243
77,151
78,225
79,291
80,234
81,225
82,221
83,313
84,323
85,260
86,240
