,0
0,193
1,211
2,141
3,188
4,115
5,82
6,107
7,154
8,61
9,164
10,113
11,91
12,111
13,98
14,107
15,98
16,164
17,191
18,74
19,76
20,78
21,56
22,71
23,83
24,77
25,153
26,190
27,176
28,103
29,85
30,77
31,82
32,76
33,74
34,79
35,109
36,102
37,89
38,118
39,121
40,115
41,92
42,94
43,88
44,78
45,80
46,78
47,87
48,127
49,98
50,146
51,81
52,120
53,95
54,73
55,70
56,81
57,114
58,90
59,77
60,77
61,78
62,124
63,104
64,97
65,116
66,127
67,90
68,70
69,78
70,99
71,120
72,82
73,71
74,72
75,67
76,72
77,84
78,136
79,97
80,74
81,75
82,72
83,75
84,72
85,73
86,100
87,109
88,86
89,79
90,113
91,113
92,131
93,90
94,92
95,79
96,67
97,111
98,88
99,69
100,79
101,88
102,97
103,132
104,73
105,79
106,75
107,72
108,67
109,77
110,96
111,136
112,127
113,89
114,113
115,113
116,78
117,71
118,70
119,73
120,107
121,108
122,106
123,122
124,83
125,77
126,128
127,88
128,103
129,101
130,82
131,79
132,74
133,102
134,121
135,139
136,87
137,71
138,72
139,65
140,70
141,101
142,104
143,87
144,83
145,77
146,76
147,72
148,80
149,134
150,187
151,107
152,80
153,69
154,76
155,71
156,73
157,86
158,93
159,82
160,73
161,75
162,106
163,115
164,79
165,68
166,72
167,73
168,73
169,73
170,80
171,149
172,93
173,72
174,76
175,72
176,69
177,78
178,101
179,80
180,71
181,75
182,119
183,89
184,102
185,97
186,58
187,109
188,83
189,68
190,76
191,103
192,111
193,86
194,122
195,84
196,62
197,65
198,68
199,114
200,116
201,122
202,86
203,68
204,106
205,85
206,110
207,82
208,68
209,118
210,86
211,71
212,80
213,71
214,72
215,80
216,76
217,74
218,115
219,93
220,148
221,91
222,72
223,80
224,113
225,124
226,120
227,114
228,82
229,126
230,87
231,69
232,77
233,76
234,85
235,73
236,80
237,98
238,100
239,89
240,78
241,111
242,115
243,116
244,110
245,105
246,80
247,79
248,106
249,114
250,117
251,110
252,112
253,104
254,84
255,106
256,121
257,119
258,87
259,82
260,86
261,145
262,113
263,122
264,108
265,82
266,74
267,78
268,82
