,0
0,237
1,241
2,238
3,243
4,243
5,240
6,232
7,243
8,247
9,243
10,238
11,239
12,241
13,241
14,245
15,244
16,240
17,237
18,245
19,253
20,244
21,240
22,240
23,241
24,243
25,247
26,239
27,239
28,236
29,243
30,238
31,240
32,233
33,238
34,235
35,244
36,242
37,234
38,236
39,240
40,247
41,240
42,238
43,234
44,235
45,234
46,241
47,248
48,232
49,237
50,238
51,247
52,239
53,243
54,238
55,244
56,239
57,245
58,250
59,243
60,239
61,244
62,249
63,245
64,237
65,241
66,239
67,242
68,244
69,245
70,238
71,236
72,243
73,246
74,242
75,239
76,238
77,239
78,242
79,249
80,238
81,243
82,237
83,246
84,245
85,245
86,238
87,243
