,0
0,130
1,119
2,123
3,133
4,129
5,193
6,146
7,142
8,179
9,259
10,151
11,205
12,130
13,227
14,161
15,158
16,210
17,144
18,189
19,135
20,135
21,182
22,263
23,217
24,184
25,174
26,166
27,168
28,164
29,185
30,129
31,178
32,250
33,265
34,247
35,221
36,226
37,147
38,146
39,239
40,182
41,149
42,219
43,150
44,133
45,177
46,181
47,221
48,168
49,174
50,171
51,303
52,303
53,211
54,272
55,147
56,134
57,138
58,227
59,218
60,182
61,194
62,187
63,155
64,160
65,140
66,177
67,254
68,144
69,184
70,225
71,203
72,169
73,147
74,227
75,209
76,146
77,179
78,169
79,135
80,142
81,205
82,173
83,151
84,249
85,263
86,205
87,181
88,192
89,135
90,132
91,222
92,191
93,168
94,140
95,133
96,380
97,161
98,139
99,204
100,147
101,130
102,137
103,194
104,181
105,143
106,196
107,228
108,148
109,183
110,149
111,218
112,299
113,205
114,167
115,137
116,186
117,190
118,196
119,151
120,136
121,127
122,160
123,129
124,226
125,208
126,208
127,200
128,160
129,377
130,154
131,170
132,193
133,138
134,193
135,142
136,140
137,239
138,128
139,208
140,183
141,202
142,175
143,190
144,170
145,205
146,204
147,202
148,170
149,179
150,222
151,207
152,154
153,239
154,180
155,193
156,147
157,162
158,194
159,136
160,141
161,214
162,141
163,133
164,240
165,208
166,137
167,139
168,141
169,128
170,154
171,167
172,165
173,143
174,181
175,180
176,162
177,157
178,131
179,170
180,134
181,180
182,260
183,160
184,166
185,184
186,229
187,219
188,183
189,191
190,137
191,214
192,212
193,231
194,174
195,141
196,146
197,125
198,191
199,139
200,197
201,178
202,161
203,187
204,303
205,192
206,170
207,178
208,212
209,218
210,143
211,213
212,264
213,165
214,189
215,136
216,151
217,133
218,204
219,196
220,152
221,229
222,188
223,173
224,181
225,155
226,150
227,175
228,158
229,136
230,197
231,219
232,158
233,179
234,155
235,194
236,153
237,237
238,253
239,235
240,186
241,129
242,136
243,241
244,143
245,201
246,195
247,169
248,141
249,138
250,183
251,155
252,237
253,140
254,139
255,225
256,161
257,170
258,153
259,208
260,210
261,205
262,188
263,197
264,152
265,179
266,135
267,176
268,225
269,149
270,202
271,275
272,216
273,227
274,154
275,176
276,235
277,207
278,191
279,242
280,216
281,177
282,141
283,125
284,141
285,199
286,309
287,256
288,242
289,142
290,135
291,228
292,168
293,155
294,167
295,202
296,191
297,195
298,183
299,134
300,215
301,266
302,246
303,201
304,198
305,213
306,178
307,237
308,166
309,127
310,142
311,216
312,196
313,227
314,225
315,189
316,204
317,200
318,170
319,161
320,153
321,158
322,195
323,149
324,160
325,143
326,194
327,133
328,263
329,159
330,153
331,139
332,162
333,198
334,225
335,155
336,130
337,141
338,205
339,145
340,205
341,235
342,199
343,161
344,182
345,152
346,284
347,143
348,204
349,151
350,173
351,173
352,252
353,143
354,195
355,260
356,231
357,145
358,239
359,233
360,208
361,159
362,191
363,186
364,186
365,163
366,150
367,211
368,136
369,198
370,187
371,211
372,136
373,226
374,139
375,273
376,142
377,136
378,149
379,220
380,146
381,204
382,162
383,140
384,169
