,0
0,277
1,278
2,275
3,273
4,267
5,281
6,269
7,258
8,264
9,262
10,266
11,270
12,266
13,257
14,270
15,277
16,265
17,257
18,264
19,268
20,274
21,265
22,263
23,274
24,275
25,265
26,259
27,264
28,269
29,273
30,240
31,287
32,270
33,274
34,266
35,265
36,267
37,269
38,280
39,274
40,268
41,268
42,283
43,275
44,273
45,275
46,269
47,277
48,273
49,266
50,265
51,282
52,266
53,261
54,267
55,266
56,273
57,275
58,274
59,274
60,293
61,278
62,269
63,278
64,276
65,280
66,271
67,266
68,268
69,274
70,265
71,253
72,263
73,264
74,269
75,269
76,265
77,261
