,0
0,235
1,228
2,235
3,243
4,236
5,239
6,241
7,228
8,227
9,216
10,222
11,224
12,234
13,234
14,233
15,230
16,228
17,224
18,214
19,212
20,218
21,220
22,230
23,232
24,229
25,228
26,213
27,222
28,214
29,221
30,217
31,223
32,226
33,240
34,244
35,225
36,220
37,225
38,234
39,226
40,227
41,236
42,243
43,245
44,243
45,229
46,225
47,230
48,235
49,239
50,235
51,246
52,247
53,246
54,243
55,232
56,230
57,236
58,252
59,208
60,288
61,251
62,251
63,244
64,243
65,236
66,233
67,248
68,263
69,257
70,248
71,250
72,242
73,246
74,239
75,240
76,251
77,269
78,255
79,251
80,246
81,240
82,245
83,248
84,244
85,248
86,269
87,260
88,251
89,245
