,0
0,236
1,234
2,230
3,225
4,222
5,217
6,220
7,226
8,237
9,240
10,229
11,229
12,230
13,225
14,229
15,226
16,216
17,232
18,237
19,238
20,242
21,237
22,233
23,222
24,226
25,218
26,230
27,245
28,244
29,242
30,234
31,230
32,233
33,236
34,222
35,231
36,234
37,240
38,237
39,227
40,236
41,240
42,231
43,236
44,226
45,244
46,257
47,252
48,242
49,235
50,237
51,236
52,226
53,229
54,249
55,240
56,241
57,232
58,233
59,234
60,226
61,226
62,210
63,227
64,241
65,235
66,229
67,238
68,228
69,226
70,218
71,220
72,235
73,235
74,237
75,230
76,228
77,227
78,220
79,226
80,225
81,176
82,255
83,236
84,233
85,234
86,227
87,224
88,222
89,216
90,215
91,221
