,0
0,207
1,238
2,165
3,185
4,149
5,142
6,242
7,293
8,195
9,160
10,164
11,164
12,157
13,161
14,199
15,228
16,220
17,169
18,243
19,240
20,146
21,214
22,257
23,165
24,163
25,161
26,157
27,225
28,149
29,152
30,148
31,235
32,161
33,229
34,218
35,132
36,221
37,226
38,152
39,136
40,191
41,220
42,161
43,185
44,305
45,146
46,278
47,270
48,187
49,288
50,297
51,279
52,181
53,271
54,143
55,191
56,132
57,142
58,180
59,232
60,176
61,262
62,157
63,227
64,225
65,149
66,151
67,137
68,143
69,185
70,144
71,231
72,156
73,175
74,136
75,141
76,184
77,275
78,143
79,132
80,290
81,245
82,199
83,240
84,215
85,266
86,185
87,256
88,153
89,295
90,212
91,207
92,156
93,199
94,298
95,225
96,208
97,202
98,181
99,147
100,133
101,266
102,159
103,131
104,263
105,142
106,139
107,153
108,143
109,142
110,140
111,143
112,257
113,186
114,222
115,188
116,211
117,226
118,320
119,275
120,168
121,224
122,261
123,190
124,198
125,216
126,255
127,234
128,241
129,176
130,243
131,273
132,165
133,221
134,187
135,133
136,176
137,226
138,153
139,163
140,239
141,188
142,272
143,197
144,219
145,201
146,135
147,148
148,291
149,232
150,155
151,142
152,317
153,231
154,128
155,250
156,186
157,199
158,158
159,147
160,138
161,243
162,153
163,221
164,194
165,293
166,234
167,146
168,221
169,185
170,252
171,235
172,261
173,266
174,169
175,240
176,151
177,143
178,137
179,144
180,259
181,193
182,216
183,146
184,303
185,214
186,248
187,169
188,246
189,228
190,230
191,198
192,144
193,273
194,237
195,227
196,185
197,259
198,251
199,160
200,223
201,254
202,259
203,261
204,210
205,217
206,145
207,145
208,241
209,158
210,227
211,151
212,231
213,160
214,231
215,246
216,252
217,255
218,281
219,241
220,203
221,278
222,219
223,194
224,234
225,196
226,220
227,140
228,261
229,148
230,136
231,233
232,154
233,269
234,178
235,190
236,162
237,247
238,262
239,148
240,276
241,231
242,149
243,235
244,150
245,254
246,236
247,225
248,257
249,221
250,240
251,255
252,230
253,149
254,181
255,210
256,273
257,238
258,235
259,203
260,256
261,229
262,205
263,208
264,283
265,249
266,220
267,219
268,214
269,266
270,237
271,303
272,235
273,260
274,161
275,242
276,167
277,302
278,236
279,288
280,264
281,142
282,289
283,186
284,182
285,136
286,333
287,269
288,124
289,164
290,144
291,181
292,132
293,132
294,221
295,147
296,216
297,302
298,221
299,175
300,178
301,219
302,177
303,236
304,241
305,238
306,243
307,245
308,244
309,238
310,251
311,243
312,249
313,245
314,247
315,252
316,244
317,247
318,245
319,248
320,245
321,246
322,252
323,245
324,248
325,248
326,244
327,245
328,242
329,223
330,108
331,218
332,191
333,171
334,126
335,125
336,120
337,119
338,263
339,138
340,229
341,185
342,178
343,146
344,228
345,184
346,175
347,141
348,234
349,187
350,181
351,193
352,171
353,140
354,226
355,183
356,210
357,126
358,167
359,164
360,126
361,121
362,122
363,125
364,123
365,119
366,119
367,203
368,229
369,220
370,144
371,167
372,178
373,239
374,237
375,139
376,143
377,211
378,231
379,140
380,240
381,236
382,151
383,217
384,244
385,237
386,242
387,243
388,141
389,116
390,120
391,120
392,124
393,122
394,214
395,148
396,205
397,214
398,205
399,258
400,206
401,244
402,227
403,234
404,232
405,234
406,200
407,148
408,199
409,240
410,184
411,195
412,198
413,301
414,277
415,224
416,223
417,188
418,254
419,189
420,262
421,273
422,206
423,227
424,329
425,134
426,208
427,214
428,118
429,179
430,230
431,222
432,180
433,207
434,166
435,148
436,187
437,224
438,210
439,229
440,136
441,146
442,222
443,236
444,190
445,212
446,207
447,189
448,203
449,249
450,297
451,204
452,196
453,186
454,200
455,260
456,215
457,214
458,143
459,255
460,265
461,246
462,194
463,172
464,257
465,202
466,167
467,159
468,157
469,237
470,222
471,152
472,129
473,115
474,226
475,216
476,148
477,146
478,144
479,210
480,162
481,217
482,172
483,212
484,109
485,211
486,248
487,219
488,204
489,285
490,209
491,247
492,342
493,162
494,139
495,200
496,208
497,118
498,281
499,171
500,138
501,246
502,215
503,202
504,205
505,199
506,278
507,142
508,145
509,187
510,248
511,189
512,118
513,187
514,176
515,244
516,197
517,221
518,196
519,184
520,229
521,197
522,224
523,179
524,215
525,239
526,168
527,401
528,224
529,273
530,201
531,243
532,154
533,214
534,219
535,168
536,211
537,147
538,145
539,186
540,229
541,188
542,147
543,171
544,234
545,274
546,224
547,204
548,206
549,190
550,208
551,235
552,146
553,211
554,226
555,233
556,205
557,213
558,147
559,229
560,177
561,289
562,218
563,177
564,159
565,189
566,241
567,192
568,258
569,200
570,224
571,240
572,172
573,130
574,196
575,200
576,208
577,227
578,228
579,163
580,257
581,298
582,168
583,139
584,143
585,206
586,209
587,249
588,202
589,163
590,198
591,227
592,248
593,233
594,122
595,255
596,228
597,244
598,241
599,174
600,152
601,203
602,150
603,241
604,147
605,221
606,202
607,271
608,163
609,149
610,215
611,186
612,153
613,256
614,172
615,275
616,244
617,229
618,188
619,148
620,162
621,188
622,173
623,212
624,155
625,194
626,181
627,212
628,166
629,231
630,186
631,200
632,153
633,99
634,212
635,152
636,206
637,186
638,196
639,216
640,180
641,114
642,196
643,243
644,223
645,204
646,256
647,254
648,207
649,235
650,268
651,153
652,229
653,266
654,224
655,189
656,170
657,165
658,159
659,243
660,186
661,222
662,200
663,215
664,191
665,199
666,195
667,209
668,243
669,163
670,155
671,246
672,219
673,191
674,278
675,195
676,208
677,260
678,225
679,216
680,208
681,238
682,235
683,238
684,223
685,194
686,169
687,181
688,211
689,214
690,217
691,202
692,162
693,145
694,141
695,188
696,208
697,164
698,261
699,218
700,201
701,209
702,204
703,194
704,175
705,184
706,222
707,280
708,120
709,184
710,220
711,189
712,198
713,228
714,173
715,231
716,228
717,246
718,159
719,183
720,160
721,285
722,217
723,108
724,200
725,241
726,207
727,189
728,126
729,188
730,146
731,146
732,190
733,217
734,159
735,211
736,111
737,146
738,148
739,204
740,257
741,167
742,139
743,157
744,148
745,228
746,125
747,248
748,202
749,114
750,239
751,169
752,203
753,204
754,160
755,148
756,203
757,225
758,228
759,214
760,157
761,160
762,246
763,206
764,150
765,212
766,237
767,190
768,235
769,233
770,216
771,198
772,212
773,249
774,155
775,147
776,210
777,207
778,211
779,166
780,188
781,187
782,163
783,220
784,165
785,224
786,225
787,130
788,206
789,177
790,133
791,164
792,151
793,243
794,200
795,199
796,182
797,264
798,284
799,231
800,148
801,170
802,257
803,332
804,222
805,220
806,158
807,155
808,237
809,122
810,202
811,184
812,147
813,191
814,145
815,204
816,255
817,212
818,176
819,232
820,250
821,338
822,240
823,171
824,139
825,172
826,185
827,147
828,134
829,163
830,221
831,192
832,176
833,187
834,106
835,106
836,192
837,207
838,240
839,198
840,251
841,247
842,205
843,190
844,234
845,207
846,173
847,200
848,229
849,192
850,204
851,208
852,175
853,155
854,165
855,227
856,241
857,120
858,144
859,160
860,150
861,229
862,118
863,176
864,242
865,217
866,231
867,165
868,146
869,213
870,198
871,270
872,204
873,196
874,146
875,217
876,137
877,123
878,286
879,230
880,229
881,152
882,139
883,160
884,189
885,191
886,152
887,178
888,288
889,207
890,236
891,134
892,215
893,266
894,240
895,157
896,245
897,222
898,159
899,162
900,197
901,148
902,232
903,246
904,282
905,251
906,169
907,150
908,181
909,139
910,210
911,215
912,193
913,237
914,236
915,191
916,206
917,212
918,162
919,146
920,208
921,147
922,209
923,226
924,229
925,182
926,148
927,251
928,178
929,161
930,198
931,193
932,216
933,242
934,176
935,207
936,212
937,207
938,145
939,222
940,233
941,341
942,188
943,216
944,251
945,167
946,153
947,228
948,173
949,178
950,165
951,218
952,121
953,213
954,238
955,254
956,195
957,194
958,193
959,330
960,129
961,186
962,249
963,233
964,232
965,208
966,243
967,159
968,215
969,218
970,177
971,129
972,212
973,144
974,146
975,237
976,209
977,258
978,136
979,195
980,250
981,163
982,182
983,212
984,208
985,195
986,246
987,247
988,232
989,161
990,214
991,167
992,144
993,279
994,142
995,198
996,136
997,282
998,248
999,197
1000,213
1001,214
1002,196
1003,242
1004,177
1005,182
1006,158
1007,147
1008,110
1009,292
1010,233
1011,179
1012,199
1013,205
1014,183
1015,231
1016,177
1017,226
1018,146
1019,281
1020,244
1021,157
1022,167
1023,201
1024,274
1025,216
1026,259
1027,143
1028,153
1029,128
1030,212
1031,218
1032,225
1033,126
1034,190
1035,176
1036,221
1037,187
1038,271
1039,143
1040,258
1041,224
1042,242
1043,183
1044,169
1045,241
1046,214
1047,196
1048,151
1049,251
1050,176
1051,205
1052,193
1053,164
1054,161
1055,207
1056,133
1057,156
1058,259
1059,207
1060,224
1061,171
