t0,b0,t1,b1,sec
0.344,N,0.525,N,0.869
0.869,N,0.528,N,1.397
1.397,N,0.558,N,1.956
1.956,N,0.547,N,2.503
2.503,N,0.547,N,3.050
3.050,N,0.544,N,3.594
3.594,N,0.519,N,4.114
4.114,N,0.522,N,4.636
4.636,N,0.514,N,5.150
5.150,N,0.522,N,5.672
5.672,N,0.497,N,6.169
6.169,N,0.517,N,6.686
6.686,N,0.519,N,7.206
7.206,N,0.533,N,7.739
7.739,N,0.567,N,8.306
8.306,N,0.581,N,8.886
8.886,N,0.556,N,9.442
9.442,N,0.572,N,10.014
10.014,N,0.511,N,10.525
10.525,N,0.506,N,11.031
11.031,N,0.506,N,11.536
11.536,N,0.517,N,12.053
12.053,N,0.503,N,12.556
12.556,N,0.531,N,13.086
13.086,N,0.553,N,13.639
13.639,N,0.558,N,14.197
14.197,N,0.550,N,14.747
14.747,N,0.539,N,15.286
15.286,N,0.519,N,15.806
15.806,N,0.517,N,16.322
16.322,N,0.536,N,16.858
16.858,N,0.525,N,17.383
17.383,N,0.472,V,17.856
17.856,V,0.564,N,18.419
18.419,N,0.517,N,18.936
18.936,N,0.542,N,19.478
19.478,N,0.567,N,20.044
20.044,N,0.544,N,20.589
20.589,N,0.567,N,21.156
21.156,N,0.556,N,21.711
21.711,N,0.561,N,22.272
22.272,N,0.519,N,22.792
22.792,N,0.514,N,23.306
23.306,N,0.500,N,23.806
23.806,N,0.508,N,24.314
24.314,N,0.536,N,24.850
24.850,N,0.436,V,25.286
25.286,V,0.308,V,25.594
25.594,V,0.931,N,26.525
26.525,N,0.544,N,27.069
27.069,N,0.550,N,27.619
27.619,N,0.533,N,28.153
28.153,N,0.519,N,28.672
28.672,N,0.467,V,29.139
29.139,V,0.358,V,29.497
29.497,V,0.711,N,30.208
30.208,N,0.519,N,30.728
30.728,N,0.533,N,31.261
31.261,N,0.539,N,31.800
31.800,N,0.542,N,32.342
32.342,N,0.553,N,32.894
32.894,N,0.578,N,33.472
33.472,N,0.550,N,34.022
34.022,N,0.522,N,34.544
34.544,N,0.506,N,35.050
35.050,N,0.497,N,35.547
35.547,N,0.497,N,36.044
36.044,N,0.511,N,36.556
36.556,N,0.500,N,37.056
37.056,N,0.536,N,37.592
37.592,N,0.553,N,38.144
38.144,N,0.569,N,38.714
38.714,N,0.558,N,39.272
39.272,N,0.539,N,39.811
39.811,N,0.514,N,40.325
40.325,N,0.508,N,40.833
40.833,N,0.514,N,41.347
41.347,N,0.369,V,41.717
41.717,V,0.678,N,42.394
42.394,N,0.539,N,42.933
42.933,N,0.536,N,43.469
43.469,N,0.550,N,44.019
44.019,N,0.544,N,44.564
44.564,N,0.558,N,45.122
45.122,N,0.536,N,45.658
45.658,N,0.550,N,46.208
46.208,N,0.483,V,46.692
46.692,V,0.544,N,47.236
47.236,N,0.489,N,47.725
47.725,N,0.500,N,48.225
48.225,N,0.503,N,48.728
48.728,N,0.522,N,49.250
49.250,N,0.547,N,49.797
49.797,N,0.564,N,50.361
50.361,N,0.547,N,50.908
50.908,N,0.389,V,51.297
51.297,V,0.692,N,51.989
51.989,N,0.511,N,52.500
52.500,N,0.511,N,53.011
53.011,N,0.497,N,53.508
53.508,N,0.497,N,54.006
54.006,N,0.311,V,54.317
54.317,V,0.728,N,55.044
55.044,N,0.539,N,55.583
55.583,N,0.556,N,56.139
56.139,N,0.533,N,56.672
56.672,N,0.536,N,57.208
57.208,N,0.556,N,57.764
57.764,N,0.558,N,58.322
58.322,N,0.511,N,58.833
58.833,N,0.500,N,59.333
59.333,N,0.492,N,59.825
59.825,N,0.503,N,60.328
60.328,N,0.511,N,60.839
60.839,N,0.544,N,61.383
61.383,N,0.511,N,61.894
61.894,N,0.567,N,62.461
62.461,N,0.558,N,63.019
63.019,N,0.575,N,63.594
63.594,N,0.536,N,64.131
64.131,N,0.531,N,64.661
64.661,N,0.500,N,65.161
65.161,N,0.500,N,65.661
65.661,N,0.511,N,66.172
66.172,N,0.533,N,66.706
66.706,N,0.528,N,67.233
67.233,N,0.561,N,67.794
67.794,N,0.542,N,68.336
68.336,N,0.553,N,68.889
68.889,N,0.575,N,69.464
69.464,N,0.542,N,70.006
70.006,N,0.531,N,70.536
70.536,N,0.506,N,71.042
71.042,N,0.511,N,71.553
71.553,N,0.497,N,72.050
72.050,N,0.381,V,72.431
72.431,V,0.647,N,73.078
73.078,N,0.533,N,73.611
73.611,N,0.569,N,74.181
74.181,N,0.600,N,74.781
74.781,N,0.567,N,75.347
75.347,N,0.564,N,75.911
75.911,N,0.508,N,76.419
76.419,N,0.394,V,76.814
76.814,V,0.314,V,77.128
77.128,V,0.806,N,77.933
77.933,N,0.519,N,78.453
78.453,N,0.517,N,78.969
78.969,N,0.553,N,79.522
79.522,N,0.542,N,80.064
80.064,N,0.550,N,80.614
80.614,N,0.531,N,81.144
81.144,N,0.522,N,81.667
81.667,N,0.528,N,82.194
82.194,N,0.522,N,82.717
82.717,N,0.497,N,83.214
83.214,N,0.503,N,83.717
83.717,N,0.489,N,84.206
84.206,N,0.492,N,84.697
84.697,N,0.511,N,85.208
85.208,N,0.417,V,85.625
85.625,V,0.667,N,86.292
86.292,N,0.561,N,86.853
86.853,N,0.561,N,87.414
87.414,N,0.558,N,87.972
87.972,N,0.519,N,88.492
88.492,N,0.508,N,89.000
89.000,N,0.489,N,89.489
89.489,N,0.500,N,89.989
89.989,N,0.525,N,90.514
90.514,N,0.550,N,91.064
91.064,N,0.542,N,91.606
91.606,N,0.561,N,92.167
92.167,N,0.542,N,92.708
92.708,N,0.550,N,93.258
93.258,N,0.553,N,93.811
93.811,N,0.522,N,94.333
94.333,N,0.517,N,94.850
94.850,N,0.508,N,95.358
95.358,N,0.519,N,95.878
95.878,N,0.519,N,96.397
96.397,N,0.397,V,96.794
96.794,V,0.658,N,97.453
97.453,N,0.544,N,97.997
97.997,N,0.572,N,98.569
98.569,N,0.606,N,99.175
99.175,N,0.561,N,99.736
99.736,N,0.422,V,100.158
100.158,V,0.625,N,100.783
100.783,N,0.503,N,101.286
101.286,N,0.508,N,101.794
101.794,N,0.506,N,102.300
102.300,N,0.525,N,102.825
102.825,N,0.533,N,103.358
103.358,N,0.567,N,103.925
103.925,N,0.547,N,104.472
104.472,N,0.558,N,105.031
105.031,N,0.542,N,105.572
105.572,N,0.528,N,106.100
106.100,N,0.447,V,106.547
106.547,V,0.589,N,107.136
107.136,N,0.489,N,107.625
107.625,N,0.514,N,108.139
108.139,N,0.497,N,108.636
108.636,N,0.519,N,109.156
109.156,N,0.506,N,109.661
109.661,N,0.553,N,110.214
110.214,N,0.536,N,110.750
110.750,N,0.569,N,111.319
111.319,N,0.556,N,111.875
111.875,N,0.531,N,112.406
112.406,N,0.500,N,112.906
112.906,N,0.503,N,113.408
113.408,N,0.500,N,113.908
113.908,N,0.514,N,114.422
114.422,N,0.531,N,114.953
114.953,N,0.544,N,115.497
115.497,N,0.550,N,116.047
116.047,N,0.558,N,116.606
116.606,N,0.544,N,117.150
117.150,N,0.542,N,117.692
117.692,N,0.533,N,118.225
118.225,N,0.506,N,118.731
118.731,N,0.519,N,119.250
119.250,N,0.514,N,119.764
119.764,N,0.533,N,120.297
120.297,N,0.514,N,120.811
120.811,N,0.539,N,121.350
121.350,N,0.533,N,121.883
121.883,N,0.550,N,122.433
122.433,N,0.569,N,123.003
123.003,N,0.586,N,123.589
123.589,N,0.536,N,124.125
124.125,N,0.528,N,124.653
124.653,N,0.497,N,125.150
125.150,N,0.500,N,125.650
125.650,N,0.514,N,126.164
126.164,N,0.506,N,126.669
126.669,N,0.528,N,127.197
127.197,N,0.539,N,127.736
127.736,N,0.489,V,128.225
128.225,V,0.642,N,128.867
128.867,N,0.556,N,129.422
129.422,N,0.536,N,129.958
129.958,N,0.508,N,130.467
130.467,N,0.508,N,130.975
130.975,N,0.511,N,131.486
131.486,N,0.508,N,131.994
131.994,N,0.522,N,132.517
132.517,N,0.517,N,133.033
133.033,N,0.525,N,133.558
133.558,N,0.522,N,134.081
134.081,N,0.564,N,134.644
134.644,N,0.536,N,135.181
135.181,N,0.547,N,135.728
135.728,N,0.522,N,136.250
136.250,N,0.519,N,136.769
136.769,N,0.500,N,137.269
137.269,N,0.500,N,137.769
137.769,N,0.489,N,138.258
138.258,N,0.497,N,138.756
138.756,N,0.533,N,139.289
139.289,N,0.567,N,139.856
139.856,N,0.558,N,140.414
140.414,N,0.567,N,140.981
140.981,N,0.542,N,141.522
141.522,N,0.528,V,142.050
142.050,V,0.533,N,142.583
142.583,N,0.506,N,143.089
143.089,N,0.494,N,143.583
143.583,N,0.514,N,144.097
144.097,N,0.531,N,144.628
144.628,N,0.544,N,145.172
145.172,N,0.539,N,145.711
145.711,N,0.561,N,146.272
146.272,N,0.547,N,146.819
146.819,N,0.561,N,147.381
147.381,N,0.561,N,147.942
147.942,N,0.539,N,148.481
148.481,N,0.514,N,148.994
148.994,N,0.506,N,149.500
149.500,N,0.483,N,149.983
149.983,N,0.506,N,150.489
150.489,N,0.525,N,151.014
151.014,N,0.539,N,151.553
151.553,N,0.547,N,152.100
152.100,N,0.544,N,152.644
152.644,N,0.578,N,153.222
153.222,N,0.556,N,153.778
153.778,N,0.536,N,154.314
154.314,N,0.497,N,154.811
154.811,N,0.486,N,155.297
155.297,N,0.503,N,155.800
155.800,N,0.531,N,156.331
156.331,N,0.522,N,156.853
156.853,N,0.531,N,157.383
157.383,N,0.533,N,157.917
157.917,N,0.547,N,158.464
158.464,N,0.531,N,158.994
158.994,N,0.433,V,159.428
159.428,V,0.636,N,160.064
160.064,N,0.525,N,160.589
160.589,N,0.497,N,161.086
161.086,N,0.494,N,161.581
161.581,N,0.483,N,162.064
162.064,N,0.444,V,162.508
162.508,V,0.575,N,163.083
163.083,N,0.528,N,163.611
163.611,N,0.383,V,163.994
163.994,V,0.736,N,164.731
164.731,N,0.544,N,165.275
165.275,N,0.556,N,165.831
165.831,N,0.494,N,166.325
166.325,N,0.503,N,166.828
166.828,N,0.386,V,167.214
167.214,V,0.619,N,167.833
167.833,N,0.486,N,168.319
168.319,N,0.511,N,168.831
168.831,N,0.528,N,169.358
169.358,N,0.553,N,169.911
169.911,N,0.550,N,170.461
170.461,N,0.553,N,171.014
171.014,N,0.525,N,171.539
171.539,N,0.531,N,172.069
172.069,N,0.525,N,172.594
172.594,N,0.500,V,173.094
173.094,V,0.525,N,173.619
173.619,N,0.503,N,174.122
174.122,N,0.503,N,174.625
174.625,N,0.533,N,175.158
175.158,N,0.556,N,175.714
175.714,N,0.531,N,176.244
176.244,N,0.553,N,176.797
176.797,N,0.564,N,177.361
177.361,N,0.581,N,177.942
177.942,N,0.503,N,178.444
178.444,N,0.503,N,178.947
178.947,N,0.375,V,179.322
179.322,V,0.322,V,179.644
179.644,V,0.319,V,179.964
179.964,V,0.517,N,180.481
180.481,N,0.533,N,181.014
181.014,N,0.347,V,181.361
181.361,V,0.769,N,182.131
182.131,N,0.542,N,182.672
182.672,N,0.553,N,183.225
183.225,N,0.536,N,183.761
183.761,N,0.536,N,184.297
184.297,N,0.492,N,184.789
184.789,N,0.494,N,185.283
185.283,N,0.492,N,185.775
185.775,N,0.508,N,186.283
186.283,N,0.500,N,186.783
186.783,N,0.542,N,187.325
187.325,N,0.522,N,187.847
187.847,N,0.542,N,188.389
188.389,N,0.583,N,188.972
188.972,N,0.592,N,189.564
189.564,N,0.539,N,190.103
190.103,N,0.511,N,190.614
190.614,N,0.494,N,191.108
191.108,N,0.472,N,191.581
191.581,N,0.497,N,192.078
192.078,N,0.506,N,192.583
192.583,N,0.531,N,193.114
193.114,N,0.533,N,193.647
193.647,N,0.561,N,194.208
194.208,N,0.547,N,194.756
194.756,N,0.564,N,195.319
195.319,N,0.528,N,195.847
195.847,N,0.506,N,196.353
196.353,N,0.506,N,196.858
196.858,N,0.508,N,197.367
197.367,N,0.497,N,197.864
197.864,N,0.528,N,198.392
198.392,N,0.344,V,198.736
198.736,V,0.378,V,199.114
199.114,V,0.858,N,199.972
199.972,N,0.575,N,200.547
200.547,N,0.536,N,201.083
201.083,N,0.550,N,201.633
201.633,N,0.544,N,202.178
202.178,N,0.408,V,202.586
202.586,V,0.589,N,203.175
203.175,N,0.489,N,203.664
203.664,N,0.489,N,204.153
204.153,N,0.511,N,204.664
204.664,N,0.533,N,205.197
205.197,N,0.544,N,205.742
205.742,N,0.536,N,206.278
206.278,N,0.558,N,206.836
206.836,N,0.525,N,207.361
207.361,N,0.533,N,207.894
207.894,N,0.519,N,208.414
208.414,N,0.500,N,208.914
208.914,N,0.511,N,209.425
209.425,N,0.492,N,209.917
209.917,N,0.533,N,210.450
210.450,N,0.503,N,210.953
210.953,N,0.542,N,211.494
211.494,N,0.525,N,212.019
212.019,N,0.539,N,212.558
212.558,N,0.556,N,213.114
213.114,N,0.558,N,213.672
213.672,N,0.517,N,214.189
214.189,N,0.522,N,214.711
214.711,N,0.489,N,215.200
215.200,N,0.494,N,215.694
215.694,N,0.483,N,216.178
216.178,N,0.514,N,216.692
216.692,N,0.511,N,217.203
217.203,N,0.550,N,217.753
217.753,N,0.550,N,218.303
218.303,N,0.558,N,218.861
218.861,N,0.553,N,219.414
219.414,N,0.539,N,219.953
219.953,N,0.497,N,220.450
220.450,N,0.506,N,220.956
220.956,N,0.514,N,221.469
221.469,N,0.514,N,221.983
221.983,N,0.531,N,222.514
222.514,N,0.531,N,223.044
223.044,N,0.519,N,223.564
223.564,N,0.533,N,224.097
224.097,N,0.550,N,224.647
224.647,N,0.525,N,225.172
225.172,N,0.558,N,225.731
225.731,N,0.525,N,226.256
226.256,N,0.519,N,226.775
226.775,N,0.494,N,227.269
227.269,N,0.506,N,227.775
227.775,N,0.503,N,228.278
228.278,N,0.469,V,228.747
228.747,V,0.572,N,229.319
229.319,N,0.569,N,229.889
229.889,N,0.561,N,230.450
230.450,N,0.569,N,231.019
231.019,N,0.536,N,231.556
231.556,N,0.531,N,232.086
232.086,N,0.500,N,232.586
232.586,N,0.497,N,233.083
233.083,N,0.489,N,233.572
233.572,N,0.464,V,234.036
234.036,V,0.569,N,234.606
234.606,N,0.533,N,235.139
235.139,N,0.544,N,235.683
235.683,N,0.556,N,236.239
236.239,N,0.553,N,236.792
236.792,N,0.536,N,237.328
237.328,N,0.553,N,237.881
237.881,N,0.525,N,238.406
238.406,N,0.497,N,238.903
238.903,N,0.497,N,239.400
239.400,N,0.489,N,239.889
239.889,N,0.503,N,240.392
240.392,N,0.500,N,240.892
240.892,N,0.503,N,241.394
241.394,N,0.531,N,241.925
241.925,N,0.544,N,242.469
242.469,N,0.561,N,243.031
243.031,N,0.550,N,243.581
243.581,N,0.536,N,244.117
244.117,N,0.506,N,244.622
244.622,N,0.489,N,245.111
245.111,N,0.486,N,245.597
245.597,N,0.506,N,246.103
246.103,N,0.525,N,246.628
246.628,N,0.528,N,247.156
247.156,N,0.544,N,247.700
247.700,N,0.531,N,248.231
248.231,N,0.553,N,248.783
248.783,N,0.556,N,249.339
249.339,N,0.522,N,249.861
249.861,N,0.506,N,250.367
250.367,N,0.494,N,250.861
250.861,N,0.508,N,251.369
251.369,N,0.489,N,251.858
251.858,N,0.508,N,252.367
252.367,N,0.508,N,252.875
252.875,N,0.528,N,253.403
253.403,N,0.561,N,253.964
253.964,N,0.592,N,254.556
254.556,N,0.561,N,255.117
255.117,N,0.539,N,255.656
255.656,N,0.519,N,256.175
256.175,N,0.506,N,256.681
256.681,N,0.506,N,257.186
257.186,N,0.511,N,257.697
257.697,N,0.483,N,258.181
258.181,N,0.514,N,258.694
258.694,N,0.531,N,259.225
259.225,N,0.569,N,259.794
259.794,N,0.500,V,260.294
260.294,V,0.608,N,260.903
260.903,N,0.539,N,261.442
261.442,N,0.531,N,261.972
261.972,N,0.531,N,262.503
262.503,N,0.533,N,263.036
263.036,N,0.500,N,263.536
263.536,N,0.522,N,264.058
264.058,N,0.494,N,264.553
264.553,N,0.531,N,265.083
265.083,N,0.525,N,265.608
265.608,N,0.567,N,266.175
266.175,N,0.553,N,266.728
266.728,N,0.575,N,267.303
267.303,N,0.561,N,267.864
267.864,N,0.542,N,268.406
268.406,N,0.511,N,268.917
268.917,N,0.514,N,269.431
269.431,N,0.506,N,269.936
269.936,N,0.517,N,270.453
270.453,N,0.542,N,270.994
270.994,N,0.558,N,271.553
271.553,N,0.556,N,272.108
272.108,N,0.567,N,272.675
272.675,N,0.553,N,273.228
273.228,N,0.525,N,273.753
273.753,N,0.531,N,274.283
274.283,N,0.508,N,274.792
274.792,N,0.522,N,275.314
275.314,N,0.519,N,275.833
275.833,N,0.550,N,276.383
276.383,N,0.503,N,276.886
276.886,N,0.558,N,277.444
277.444,N,0.531,N,277.975
277.975,N,0.558,N,278.533
278.533,N,0.567,N,279.100
279.100,N,0.583,N,279.683
279.683,N,0.533,N,280.217
280.217,N,0.528,N,280.744
