t0,b0,t1,b1,sec
0.214,N,0.814,N,1.028
1.028,N,0.811,N,1.839
1.839,N,0.789,N,2.628
2.628,N,0.792,N,3.419
3.419,N,0.789,N,4.208
4.208,N,0.817,N,5.025
5.025,N,0.653,A,5.678
5.678,A,0.994,N,6.672
6.672,N,0.844,N,7.517
7.517,N,0.811,N,8.328
8.328,N,0.789,N,9.117
9.117,N,0.772,N,9.889
9.889,N,0.839,N,10.728
10.728,N,0.856,N,11.583
11.583,N,0.822,N,12.406
12.406,N,0.828,N,13.233
13.233,N,0.822,N,14.056
14.056,N,0.794,N,14.850
14.850,N,0.797,N,15.647
15.647,N,0.792,N,16.439
16.439,N,0.822,N,17.261
17.261,N,0.869,N,18.131
18.131,N,0.822,N,18.953
18.953,N,0.786,N,19.739
19.739,N,0.792,N,20.531
20.531,N,0.775,N,21.306
21.306,N,0.786,N,22.092
22.092,N,0.811,N,22.903
22.903,N,0.817,N,23.719
23.719,N,0.828,N,24.547
24.547,N,0.844,N,25.392
25.392,N,0.806,N,26.197
26.197,N,0.775,N,26.972
26.972,N,0.800,N,27.772
27.772,N,0.789,N,28.561
28.561,N,0.858,N,29.419
29.419,N,0.842,N,30.261
30.261,N,0.825,N,31.086
31.086,N,0.803,N,31.889
31.889,N,0.836,N,32.725
32.725,N,0.792,N,33.517
33.517,N,0.789,N,34.306
34.306,N,0.819,N,35.125
35.125,N,0.844,N,35.969
35.969,N,0.881,N,36.850
36.850,N,0.822,N,37.672
37.672,N,0.778,N,38.450
38.450,N,0.803,N,39.253
39.253,N,0.811,N,40.064
40.064,N,0.797,N,40.861
40.861,N,0.836,N,41.697
41.697,N,0.831,N,42.528
42.528,N,0.825,N,43.353
43.353,N,0.811,N,44.164
44.164,N,0.789,N,44.953
44.953,N,0.781,N,45.733
45.733,N,0.808,N,46.542
46.542,N,0.842,N,47.383
47.383,N,0.833,N,48.217
48.217,N,0.831,N,49.047
49.047,N,0.806,N,49.853
49.853,N,0.778,N,50.631
50.631,N,0.797,N,51.428
