t0,b0,t1,b1,sec
0.736,N,0.861,N,1.597
1.597,N,0.836,N,2.433
2.433,N,0.844,N,3.278
3.278,N,0.839,N,4.117
4.117,N,0.869,N,4.986
4.986,N,0.922,N,5.908
5.908,N,0.881,N,6.789
6.789,N,0.833,N,7.622
7.622,N,0.833,N,8.456
8.456,N,0.842,N,9.297
9.297,N,0.833,N,10.131
10.131,N,0.853,N,10.983
10.983,N,0.911,N,11.894
11.894,N,0.908,N,12.803
12.803,N,0.917,N,13.719
13.719,N,0.878,N,14.597
14.597,N,0.903,N,15.500
15.500,N,0.867,N,16.367
16.367,N,0.900,N,17.267
17.267,N,0.936,N,18.203
18.203,N,0.889,N,19.092
19.092,N,0.847,N,19.939
19.939,N,0.842,N,20.781
20.781,N,0.833,N,21.614
21.614,N,0.878,N,22.492
22.492,N,0.889,N,23.381
23.381,N,0.894,N,24.275
24.275,N,0.892,N,25.167
25.167,N,0.836,N,26.003
26.003,N,0.839,N,26.842
26.842,N,0.833,N,27.675
27.675,N,0.878,N,28.553
28.553,N,0.883,N,29.436
29.436,N,0.869,N,30.306
30.306,N,0.869,N,31.175
31.175,N,0.825,N,32.000
32.000,N,0.786,N,32.786
32.786,N,0.817,N,33.603
33.603,N,0.828,N,34.431
34.431,N,0.842,N,35.272
35.272,N,0.842,N,36.114
36.114,N,0.831,N,36.944
36.944,N,0.828,N,37.772
37.772,N,0.800,N,38.572
38.572,N,0.786,N,39.358
39.358,N,0.811,N,40.169
40.169,N,0.856,N,41.025
41.025,N,0.869,N,41.894
41.894,N,0.836,N,42.731
42.731,N,0.833,N,43.564
43.564,N,0.817,N,44.381
44.381,N,0.811,N,45.192
45.192,N,0.850,N,46.042
46.042,N,0.864,N,46.906
46.906,N,0.925,N,47.831
47.831,N,0.881,N,48.711
48.711,N,0.836,N,49.547
49.547,N,0.858,N,50.406
50.406,N,0.831,N,51.236
51.236,N,0.817,N,52.053
52.053,N,0.858,N,52.911
52.911,N,0.883,N,53.794
53.794,N,0.894,N,54.689
54.689,N,0.839,N,55.528
55.528,N,0.822,N,56.350
56.350,N,0.853,N,57.203
57.203,N,0.833,N,58.036
58.036,N,0.853,N,58.889
58.889,N,0.881,N,59.769
59.769,N,0.889,N,60.658
60.658,N,0.831,N,61.489
61.489,N,0.797,N,62.286
62.286,N,0.844,N,63.131
63.131,N,0.831,N,63.961
63.961,N,0.836,N,64.797
64.797,N,0.867,N,65.664
65.664,N,0.878,N,66.542
66.542,N,0.869,N,67.411
67.411,N,0.814,N,68.225
68.225,N,0.831,N,69.056
69.056,N,0.847,N,69.903
69.903,N,0.833,N,70.736
70.736,N,0.856,N,71.592
71.592,N,0.858,N,72.450
72.450,N,0.853,N,73.303
73.303,N,0.819,N,74.122
74.122,N,0.806,N,74.928
74.928,N,0.828,N,75.756
75.756,N,0.839,N,76.594
76.594,N,0.833,N,77.428
77.428,N,0.867,N,78.294
78.294,N,0.847,N,79.142
79.142,N,0.814,N,79.956
79.956,N,0.778,N,80.733
80.733,N,0.778,N,81.511
81.511,N,0.850,N,82.361
82.361,N,0.847,N,83.208
83.208,N,0.844,N,84.053
84.053,N,0.875,N,84.928
84.928,N,0.850,N,85.778
85.778,N,0.836,N,86.614
86.614,N,0.825,N,87.439
87.439,N,0.872,N,88.311
88.311,N,0.900,N,89.211
