t0,b0,t1,b1,sec
0.225,N,0.778,N,1.003
1.003,N,0.792,N,1.794
1.794,N,0.683,N,2.478
2.478,N,0.836,N,3.314
3.314,N,0.803,N,4.117
4.117,N,0.822,N,4.939
4.939,N,0.817,N,5.756
5.756,N,0.731,N,6.486
6.486,N,0.858,N,7.344
7.344,N,0.819,N,8.164
8.164,N,0.700,N,8.864
8.864,N,0.914,N,9.778
9.778,N,0.864,N,10.642
10.642,N,0.772,N,11.414
11.414,N,0.822,N,12.236
12.236,N,0.792,N,13.028
13.028,N,0.792,N,13.819
13.819,N,0.722,N,14.542
14.542,N,0.933,N,15.475
15.475,N,0.892,N,16.367
16.367,N,0.836,N,17.203
17.203,N,0.806,N,18.008
18.008,N,0.814,N,18.822
18.822,N,0.708,N,19.531
19.531,N,0.833,N,20.364
20.364,N,0.772,N,21.136
21.136,N,0.792,N,21.928
21.928,N,0.850,N,22.778
22.778,N,0.775,N,23.553
23.553,N,0.786,N,24.339
24.339,N,0.781,N,25.119
25.119,N,0.697,N,25.817
25.817,N,0.861,N,26.678
26.678,N,0.867,N,27.544
27.544,N,0.778,N,28.322
28.322,N,0.886,N,29.208
29.208,N,0.742,N,29.950
29.950,N,0.806,N,30.756
30.756,N,0.789,N,31.544
31.544,N,0.792,N,32.336
32.336,N,0.742,N,33.078
33.078,N,0.922,N,34.000
34.000,N,0.853,N,34.853
34.853,N,0.758,N,35.611
35.611,N,0.844,N,36.456
36.456,N,0.781,N,37.236
37.236,N,0.744,N,37.981
37.981,N,0.800,N,38.781
38.781,N,0.808,N,39.589
39.589,N,0.831,N,40.419
40.419,N,0.875,N,41.294
41.294,N,0.753,N,42.047
42.047,N,0.794,N,42.842
42.842,N,0.792,N,43.633
43.633,N,0.703,N,44.336
44.336,N,0.869,N,45.206
45.206,N,0.825,N,46.031
46.031,N,0.800,N,46.831
46.831,N,0.800,N,47.631
47.631,N,0.742,N,48.372
48.372,N,0.850,N,49.222
49.222,N,0.767,N,49.989
49.989,N,0.719,N,50.708
50.708,N,0.886,N,51.594
51.594,N,0.797,N,52.392
52.392,N,0.814,N,53.206
53.206,N,0.786,N,53.992
53.992,N,0.764,N,54.756
54.756,N,0.803,N,55.558
55.558,N,0.781,N,56.339
56.339,N,0.728,N,57.067
57.067,N,0.928,N,57.994
57.994,N,0.814,N,58.808
58.808,N,0.797,N,59.606
59.606,N,0.772,N,60.378
60.378,N,0.853,N,61.231
61.231,N,0.728,N,61.958
61.958,N,0.778,N,62.736
62.736,N,0.906,N,63.642
63.642,N,0.811,N,64.453
64.453,N,0.756,N,65.208
65.208,N,0.864,N,66.072
66.072,N,0.825,N,66.897
66.897,N,0.736,N,67.633
67.633,N,0.792,N,68.425
68.425,N,0.800,N,69.225
69.225,N,0.825,N,70.050
70.050,N,0.883,N,70.933
70.933,N,0.747,N,71.681
71.681,N,0.892,N,72.572
72.572,N,0.761,N,73.333
73.333,N,0.781,N,74.114
74.114,N,0.847,N,74.961
74.961,N,0.817,N,75.778
75.778,N,0.900,N,76.678
76.678,N,0.806,N,77.483
77.483,N,0.822,N,78.306
78.306,N,0.742,N,79.047
79.047,N,0.864,N,79.911
79.911,N,0.778,N,80.689
80.689,N,0.819,N,81.508
81.508,N,0.892,N,82.400
82.400,N,0.806,N,83.206
83.206,N,0.767,N,83.972
83.972,N,0.872,N,84.844
84.844,N,0.781,N,85.625
85.625,N,0.733,N,86.358
86.358,N,0.858,N,87.217
87.217,N,0.819,N,88.036
88.036,N,0.800,N,88.836
88.836,N,0.817,N,89.653
89.653,N,0.814,N,90.467
90.467,N,0.717,N,91.183
91.183,N,0.836,N,92.019
92.019,N,0.731,N,92.750
92.750,N,0.858,N,93.608
93.608,N,0.819,N,94.428
94.428,N,0.825,N,95.253
95.253,N,0.833,N,96.086
96.086,N,0.853,N,96.939
96.939,N,0.814,N,97.753
97.753,N,0.814,N,98.567
98.567,N,0.881,N,99.447
99.447,N,0.892,N,100.339
100.339,N,0.867,N,101.206
101.206,N,0.858,N,102.064
102.064,N,0.875,N,102.939
102.939,N,0.725,N,103.664
103.664,N,0.875,N,104.539
104.539,N,0.903,N,105.442
105.442,N,0.892,N,106.333
106.333,N,0.897,N,107.231
107.231,N,0.864,N,108.094
108.094,N,0.853,N,108.947
108.947,N,0.842,N,109.789
109.789,N,0.817,N,110.606
110.606,N,0.892,N,111.497
111.497,N,0.903,N,112.400
112.400,N,0.858,N,113.258
113.258,N,0.739,N,113.997
113.997,N,0.897,N,114.894
114.894,N,0.842,N,115.736
115.736,N,0.772,N,116.508
116.508,N,0.906,N,117.414
117.414,N,0.850,N,118.264
118.264,N,0.797,N,119.061
119.061,N,0.875,N,119.936
119.936,N,0.808,N,120.744
120.744,N,0.764,N,121.508
