t0,b0,t1,b1,sec
0.500,R,0.964,R,1.464
1.464,R,0.889,R,2.353
2.353,R,0.886,R,3.239
3.239,R,0.961,R,4.200
4.200,R,0.892,R,5.092
5.092,R,1.742,R,6.833
6.833,R,0.914,R,7.747
7.747,R,0.831,R,8.578
8.578,R,0.922,R,9.500
9.500,R,0.928,R,10.428
10.428,R,0.844,R,11.272
11.272,R,0.911,R,12.183
12.183,R,0.928,R,13.111
13.111,R,0.875,R,13.986
13.986,R,0.953,R,14.939
14.939,R,1.006,R,15.944
15.944,R,0.889,R,16.833
16.833,R,0.986,R,17.819
17.819,R,1.067,R,18.886
18.886,R,0.897,R,19.783
19.783,R,0.994,R,20.778
20.778,R,0.964,R,21.742
21.742,R,0.864,R,22.606
22.606,R,0.944,R,23.550
23.550,R,0.944,R,24.494
24.494,R,0.886,R,25.381
25.381,R,1.000,R,26.381
26.381,R,0.989,R,27.369
27.369,R,0.914,R,28.283
28.283,R,0.989,R,29.272
29.272,R,0.986,R,30.258
30.258,R,0.919,R,31.178
31.178,R,0.994,R,32.172
32.172,R,0.931,R,33.103
33.103,R,0.886,R,33.989
33.989,R,0.981,R,34.969
34.969,R,0.978,R,35.947
35.947,R,0.889,R,36.836
36.836,R,0.992,R,37.828
37.828,R,0.919,R,38.747
38.747,R,0.928,R,39.675
39.675,R,0.953,R,40.628
40.628,R,0.950,R,41.578
41.578,R,0.889,R,42.467
42.467,R,0.972,R,43.439
43.439,R,0.942,R,44.381
44.381,R,0.911,R,45.292
45.292,R,0.961,R,46.253
46.253,R,1.019,R,47.272
47.272,R,0.931,R,48.203
48.203,R,0.983,R,49.186
49.186,R,0.950,R,50.136
50.136,R,0.894,R,51.031
51.031,R,0.956,R,51.986
51.986,R,0.944,R,52.931
52.931,R,0.864,R,53.794
53.794,R,0.986,R,54.781
54.781,R,0.925,R,55.706
55.706,R,0.889,R,56.594
56.594,R,0.989,R,57.583
57.583,R,0.939,R,58.522
58.522,R,0.875,R,59.397
