t0,b0,t1,b1,sec
0.636,N,0.658,N,1.294
1.294,N,0.667,N,1.961
1.961,N,0.661,N,2.622
2.622,N,0.678,N,3.300
3.300,N,0.672,N,3.972
3.972,N,0.669,N,4.642
4.642,N,0.642,N,5.283
5.283,N,0.675,N,5.958
5.958,N,0.689,N,6.647
6.647,N,0.675,N,7.322
7.322,N,0.658,N,7.981
7.981,N,0.667,N,8.647
8.647,N,0.669,N,9.317
9.317,N,0.667,N,9.983
9.983,N,0.683,N,10.667
10.667,N,0.678,N,11.344
11.344,N,0.667,N,12.011
12.011,N,0.658,N,12.669
12.669,N,0.681,N,13.350
13.350,N,0.703,N,14.053
14.053,N,0.675,N,14.728
14.728,N,0.669,N,15.397
15.397,N,0.667,N,16.064
16.064,N,0.669,N,16.733
16.733,N,0.672,N,17.406
17.406,N,0.686,N,18.092
18.092,N,0.667,N,18.758
18.758,N,0.661,N,19.419
19.419,N,0.658,N,20.078
20.078,N,0.675,N,20.753
20.753,N,0.661,N,21.414
21.414,N,0.664,N,22.078
22.078,N,0.647,N,22.725
22.725,N,0.664,N,23.389
23.389,N,0.650,N,24.039
24.039,N,0.681,N,24.719
24.719,N,0.669,N,25.389
25.389,N,0.653,N,26.042
26.042,N,0.656,N,26.697
26.697,N,0.667,N,27.364
27.364,N,0.683,N,28.047
28.047,N,0.669,N,28.717
28.717,N,0.658,N,29.375
29.375,N,0.653,N,30.028
30.028,N,0.650,N,30.678
30.678,N,0.653,N,31.331
31.331,N,0.669,N,32.000
32.000,N,0.686,N,32.686
32.686,N,0.647,N,33.333
33.333,N,0.658,N,33.992
33.992,N,0.661,N,34.653
34.653,N,0.686,N,35.339
35.339,N,0.664,N,36.003
36.003,N,0.672,N,36.675
36.675,N,0.664,N,37.339
37.339,N,0.678,N,38.017
38.017,N,0.664,N,38.681
38.681,N,0.681,N,39.361
39.361,N,0.694,N,40.056
40.056,N,0.675,N,40.731
40.731,N,0.664,N,41.394
41.394,N,0.678,N,42.072
42.072,N,0.689,N,42.761
42.761,N,0.683,N,43.444
43.444,N,0.658,N,44.103
44.103,N,0.669,N,44.772
44.772,N,0.664,N,45.436
45.436,N,0.669,N,46.106
46.106,N,0.681,N,46.786
46.786,N,0.681,N,47.467
47.467,N,0.661,N,48.128
48.128,N,0.656,N,48.783
48.783,N,0.672,N,49.456
49.456,N,0.683,N,50.139
50.139,N,0.675,N,50.814
50.814,N,0.661,N,51.475
51.475,N,0.664,N,52.139
52.139,N,0.664,N,52.803
52.803,N,0.672,N,53.475
53.475,N,0.692,N,54.167
54.167,N,0.661,N,54.828
54.828,N,0.675,N,55.503
55.503,N,0.658,N,56.161
56.161,N,0.683,N,56.844
56.844,N,0.681,N,57.525
57.525,N,0.678,N,58.203
58.203,N,0.664,N,58.867
58.867,N,0.675,N,59.542
59.542,N,0.667,N,60.208
60.208,N,0.700,N,60.908
