t0,b0,t1,b1,sec
0.783,N,0.775,N,1.558
1.558,N,0.767,N,2.325
2.325,N,0.742,N,3.067
3.067,N,0.736,N,3.803
3.803,N,0.750,N,4.553
4.553,N,0.750,N,5.303
5.303,N,0.753,N,6.056
6.056,N,0.742,N,6.797
6.797,N,0.753,N,7.550
7.550,N,0.747,N,8.297
8.297,N,0.744,N,9.042
9.042,N,0.761,N,9.803
9.803,N,0.742,N,10.544
10.544,N,0.753,N,11.297
11.297,N,0.769,N,12.067
12.067,N,0.750,N,12.817
12.817,N,0.756,N,13.572
13.572,N,0.772,N,14.344
14.344,N,0.750,N,15.094
15.094,N,0.756,N,15.850
15.850,N,0.753,N,16.603
16.603,N,0.769,N,17.372
17.372,N,0.772,N,18.144
18.144,N,0.750,N,18.894
18.894,N,0.786,N,19.681
19.681,N,0.764,N,20.444
20.444,N,0.758,N,21.203
21.203,N,0.769,N,21.972
21.972,N,0.758,N,22.731
22.731,N,0.761,N,23.492
23.492,N,0.781,N,24.272
24.272,N,0.756,N,25.028
25.028,N,0.758,N,25.786
25.786,N,0.772,N,26.558
26.558,N,0.750,N,27.308
27.308,N,0.750,N,28.058
28.058,N,0.753,N,28.811
28.811,N,0.753,N,29.564
29.564,N,0.764,N,30.328
30.328,N,0.750,N,31.078
31.078,N,0.756,N,31.833
31.833,N,0.761,N,32.594
32.594,N,0.772,N,33.367
33.367,N,0.753,N,34.119
34.119,N,0.744,N,34.864
34.864,N,0.761,N,35.625
35.625,N,0.797,N,36.422
36.422,N,0.764,N,37.186
37.186,N,0.775,N,37.961
37.961,N,0.789,N,38.750
38.750,N,0.753,N,39.503
39.503,N,0.767,N,40.269
40.269,N,0.764,N,41.033
41.033,N,0.758,N,41.792
41.792,N,0.761,N,42.553
42.553,N,0.753,N,43.306
43.306,N,0.758,N,44.064
44.064,N,0.761,N,44.825
44.825,N,0.772,N,45.597
45.597,N,0.753,N,46.350
46.350,N,0.742,N,47.092
47.092,N,0.767,N,47.858
47.858,N,0.786,N,48.644
48.644,N,0.769,N,49.414
49.414,N,0.778,N,50.192
50.192,N,0.783,N,50.975
50.975,N,0.781,N,51.756
51.756,N,0.781,N,52.536
52.536,N,0.764,N,53.300
53.300,N,0.781,N,54.081
54.081,N,0.789,N,54.869
54.869,N,0.758,N,55.628
55.628,N,0.775,N,56.403
56.403,N,0.786,N,57.189
57.189,N,0.769,N,57.958
57.958,N,0.778,N,58.736
58.736,N,0.767,N,59.503
59.503,N,0.772,N,60.275
60.275,N,0.792,N,61.067
61.067,N,0.775,N,61.842
61.842,N,0.794,N,62.636
62.636,N,0.767,N,63.403
63.403,N,0.756,N,64.158
64.158,N,0.783,N,64.942
64.942,N,0.764,N,65.706
65.706,N,0.767,N,66.472
66.472,N,0.769,N,67.242
67.242,N,0.761,N,68.003
68.003,N,0.781,N,68.783
68.783,N,0.781,N,69.564
69.564,N,0.744,N,70.308
70.308,N,0.778,N,71.086
71.086,N,0.767,N,71.853
71.853,N,0.786,N,72.639
72.639,N,0.758,N,73.397
73.397,N,0.761,N,74.158
74.158,N,0.789,N,74.947
74.947,N,0.758,N,75.706
75.706,N,0.758,N,76.464
76.464,N,0.764,N,77.228
77.228,N,0.758,N,77.986
77.986,N,0.778,N,78.764
78.764,N,0.750,N,79.514
79.514,N,0.750,N,80.264
80.264,N,0.775,N,81.039
81.039,N,0.756,N,81.794
81.794,N,0.744,N,82.539
82.539,N,0.758,N,83.297
83.297,N,0.753,N,84.050
84.050,N,0.778,N,84.828
84.828,N,0.764,N,85.592
85.592,N,0.753,N,86.344
86.344,N,0.781,N,87.125
87.125,N,0.772,N,87.897
87.897,N,0.747,N,88.644
88.644,N,0.761,N,89.406
89.406,N,0.756,N,90.161
90.161,N,0.778,N,90.939
90.939,N,0.750,N,91.689
91.689,N,0.758,N,92.447
92.447,N,0.792,N,93.239
93.239,N,0.769,N,94.008
94.008,N,0.767,N,94.775
94.775,N,0.772,N,95.547
95.547,N,0.775,N,96.322
96.322,N,0.783,N,97.106
97.106,N,0.483,V,97.589
97.589,V,1.067,N,98.656
98.656,N,0.769,N,99.425
99.425,N,0.483,V,99.908
99.908,V,1.044,N,100.953
100.953,N,0.761,N,101.714
101.714,N,0.753,N,102.467
102.467,N,0.778,N,103.244
103.244,N,0.756,N,104.000
104.000,N,0.775,N,104.775
104.775,N,0.764,N,105.539
105.539,N,0.753,N,106.292
