t0,b0,t1,b1,sec
0.194,N,1.333,N,1.528
1.528,N,1.308,N,2.836
2.836,N,1.325,N,4.161
4.161,N,1.186,N,5.347
5.347,N,1.153,N,6.500
6.500,N,1.336,N,7.836
7.836,N,1.217,N,9.053
9.053,N,1.133,N,10.186
10.186,N,1.353,N,11.539
11.539,N,1.322,N,12.861
12.861,N,1.225,N,14.086
14.086,N,1.453,N,15.539
15.539,N,1.331,N,16.869
16.869,N,1.214,N,18.083
18.083,N,1.336,N,19.419
19.419,N,1.342,N,20.761
20.761,N,1.239,N,22.000
22.000,N,1.358,N,23.358
23.358,N,1.342,N,24.700
24.700,N,1.206,N,25.906
25.906,N,1.297,N,27.203
27.203,N,1.333,N,28.536
28.536,N,1.222,N,29.758
29.758,N,1.347,N,31.106
31.106,N,1.342,N,32.447
32.447,N,1.289,N,33.736
33.736,N,1.361,N,35.097
35.097,N,1.331,N,36.428
36.428,N,1.156,N,37.583
37.583,N,1.283,N,38.867
38.867,N,1.239,N,40.106
40.106,N,1.139,N,41.244
41.244,N,1.189,N,42.433
42.433,N,1.236,N,43.669
43.669,N,1.083,N,44.753
44.753,N,1.114,N,45.867
45.867,N,1.211,N,47.078
47.078,N,1.122,N,48.200
48.200,N,1.075,N,49.275
49.275,N,1.264,N,50.539
50.539,N,1.183,N,51.722
51.722,N,1.128,N,52.850
52.850,N,1.294,N,54.144
54.144,N,1.175,N,55.319
55.319,N,1.119,N,56.439
56.439,N,1.211,N,57.650
57.650,N,1.142,N,58.792
58.792,N,1.081,N,59.872
59.872,N,1.242,N,61.114
61.114,N,1.264,N,62.378
62.378,N,1.158,N,63.536
63.536,N,1.247,N,64.783
64.783,N,1.214,N,65.997
65.997,N,1.153,N,67.150
67.150,N,1.231,N,68.381
68.381,N,1.233,N,69.614
69.614,N,1.122,N,70.736
70.736,N,1.247,N,71.983
71.983,N,1.211,N,73.194
73.194,N,1.100,N,74.294
74.294,N,1.039,N,75.333
75.333,N,0.989,N,76.322
76.322,N,1.011,N,77.333
77.333,N,1.000,N,78.333
78.333,N,0.947,N,79.281
79.281,N,1.022,N,80.303
80.303,N,1.056,N,81.358
81.358,N,1.028,N,82.386
82.386,N,1.131,N,83.517
83.517,N,1.328,N,84.844
84.844,N,1.269,N,86.114
86.114,N,1.306,N,87.419
87.419,N,1.283,N,88.703
88.703,N,1.200,N,89.903
89.903,N,1.206,N,91.108
91.108,N,1.272,N,92.381
92.381,N,1.158,N,93.539
93.539,N,1.186,N,94.725
94.725,N,1.236,N,95.961
95.961,N,1.131,N,97.092
97.092,N,1.167,N,98.258
98.258,N,1.400,N,99.658
99.658,N,1.186,N,100.844
100.844,N,1.133,N,101.978
101.978,N,1.403,N,103.381
103.381,N,1.183,N,104.564
104.564,N,1.078,N,105.642
105.642,N,1.008,N,106.650
106.650,N,0.969,N,107.619
107.619,N,1.000,N,108.619
108.619,N,1.047,N,109.667
109.667,N,1.008,N,110.675
110.675,N,1.064,N,111.739
111.739,N,1.108,N,112.847
112.847,N,1.089,N,113.936
113.936,N,1.375,N,115.311
115.311,N,1.383,N,116.694
116.694,N,1.339,N,118.033
118.033,N,1.369,N,119.403
119.403,N,1.208,N,120.611
120.611,N,1.233,N,121.844
121.844,N,1.297,N,123.142
123.142,N,1.167,N,124.308
124.308,N,1.086,N,125.394
125.394,N,1.161,N,126.556
126.556,N,1.244,N,127.800
127.800,N,1.169,N,128.969
128.969,N,1.236,N,130.206
130.206,N,1.272,N,131.478
131.478,N,1.022,N,132.500
132.500,N,1.017,N,133.517
133.517,N,1.019,N,134.536
134.536,N,1.056,N,135.592
135.592,N,1.461,N,137.053
137.053,N,1.300,N,138.353
138.353,N,1.336,N,139.689
139.689,N,1.328,N,141.017
141.017,N,1.239,N,142.256
142.256,N,1.308,N,143.564
143.564,N,1.331,N,144.894
144.894,N,1.181,N,146.075
146.075,N,1.361,N,147.436
147.436,N,1.300,N,148.736
148.736,N,1.150,N,149.886
149.886,N,1.219,N,151.106
151.106,N,1.303,N,152.408
152.408,N,1.194,N,153.603
153.603,N,1.161,N,154.764
154.764,N,1.306,N,156.069
156.069,N,1.058,N,157.128
157.128,N,1.058,N,158.186
158.186,N,1.100,N,159.286
159.286,N,1.164,N,160.450
160.450,N,1.506,N,161.956
161.956,N,1.403,N,163.358
163.358,N,1.272,N,164.631
164.631,N,1.333,N,165.964
165.964,N,1.264,N,167.228
167.228,N,1.214,N,168.442
168.442,N,1.306,N,169.747
169.747,N,1.192,N,170.939
170.939,N,1.100,N,172.039
172.039,N,1.178,N,173.217
173.217,N,1.153,N,174.369
174.369,N,1.097,N,175.467
175.467,N,1.106,N,176.572
176.572,N,1.381,N,177.953
177.953,N,1.317,N,179.269
179.269,N,1.117,N,180.386
180.386,N,1.325,N,181.711
181.711,N,1.267,N,182.978
182.978,N,1.067,N,184.044
184.044,N,1.014,N,185.058
185.058,N,1.025,N,186.083
186.083,N,0.989,N,187.072
187.072,N,1.031,N,188.103
188.103,N,1.419,N,189.522
189.522,N,1.322,N,190.844
190.844,N,1.394,N,192.239
192.239,N,1.314,N,193.553
193.553,N,1.311,N,194.864
