t0,b0,t1,b1,sec
0.344,N,0.717,N,1.061
1.061,N,0.728,N,1.789
1.789,N,0.689,N,2.478
2.478,N,0.714,N,3.192
3.192,N,0.678,N,3.869
3.869,N,0.708,N,4.578
4.578,N,0.675,N,5.253
5.253,N,0.711,N,5.964
5.964,N,0.681,N,6.644
6.644,N,0.661,N,7.306
7.306,N,0.694,N,8.000
8.000,N,0.689,N,8.689
8.689,N,0.692,N,9.381
9.381,N,0.681,N,10.061
10.061,N,0.692,N,10.753
10.753,N,0.689,N,11.442
11.442,N,0.692,N,12.133
12.133,N,0.711,N,12.844
12.844,N,0.686,N,13.531
13.531,N,0.689,N,14.219
14.219,N,0.672,N,14.892
14.892,N,0.711,N,15.603
15.603,N,0.689,N,16.292
16.292,N,0.678,N,16.969
16.969,N,0.700,N,17.669
17.669,N,0.692,N,18.361
18.361,N,0.700,N,19.061
19.061,N,0.708,N,19.769
19.769,N,0.722,N,20.492
20.492,N,0.711,N,21.203
21.203,N,0.706,N,21.908
21.908,N,0.731,N,22.639
22.639,N,0.708,N,23.347
23.347,N,0.703,N,24.050
24.050,N,0.694,N,24.744
24.744,N,0.722,N,25.467
25.467,N,0.711,N,26.178
26.178,N,0.703,N,26.881
26.881,N,0.731,N,27.611
27.611,N,0.708,N,28.319
28.319,N,0.694,N,29.014
29.014,N,0.714,N,29.728
29.728,N,0.722,N,30.450
30.450,N,0.717,N,31.167
31.167,N,0.681,N,31.847
31.847,N,0.742,N,32.589
32.589,N,0.681,N,33.269
33.269,N,0.708,N,33.978
33.978,N,0.717,N,34.694
34.694,N,0.708,N,35.403
35.403,N,0.703,N,36.106
36.106,N,0.697,N,36.803
36.803,N,0.731,N,37.533
37.533,N,0.694,N,38.228
38.228,N,0.697,N,38.925
38.925,N,0.681,N,39.606
39.606,N,0.689,N,40.294
40.294,N,0.697,N,40.992
40.992,N,0.675,N,41.667
41.667,N,0.722,N,42.389
42.389,N,0.692,N,43.081
43.081,N,0.694,N,43.775
43.775,N,0.708,N,44.483
44.483,N,0.708,N,45.192
45.192,N,0.719,N,45.911
45.911,N,0.697,N,46.608
46.608,N,0.708,N,47.317
47.317,N,0.689,N,48.006
48.006,N,0.703,N,48.708
48.708,N,0.708,N,49.417
49.417,N,0.719,N,50.136
50.136,N,0.683,N,50.819
50.819,N,0.697,N,51.517
51.517,N,0.708,N,52.225
52.225,N,0.692,N,52.917
52.917,N,0.708,N,53.625
53.625,N,0.686,N,54.311
54.311,N,0.708,N,55.019
55.019,N,0.694,N,55.714
55.714,N,0.714,N,56.428
56.428,N,0.725,N,57.153
57.153,N,0.717,N,57.869
57.869,N,0.708,N,58.578
58.578,N,0.714,N,59.292
59.292,N,0.711,N,60.003
60.003,N,0.714,N,60.717
60.717,N,0.697,N,61.414
61.414,N,0.717,N,62.131
62.131,N,0.678,N,62.808
62.808,N,0.706,N,63.514
63.514,N,0.697,N,64.211
64.211,N,0.714,N,64.925
64.925,N,0.686,N,65.611
65.611,N,0.689,N,66.300
66.300,N,0.711,N,67.011
67.011,N,0.683,N,67.694
67.694,N,0.711,N,68.406
68.406,N,0.683,N,69.089
69.089,N,0.700,N,69.789
69.789,N,0.689,N,70.478
70.478,N,0.706,N,71.183
71.183,N,0.700,N,71.883
71.883,N,0.686,N,72.569
72.569,N,0.681,N,73.250
73.250,N,0.689,N,73.939
73.939,N,0.694,N,74.633
74.633,N,0.686,N,75.319
75.319,N,0.683,N,76.003
76.003,N,0.689,N,76.692
76.692,N,0.689,N,77.381
77.381,N,0.694,N,78.075
78.075,N,0.686,N,78.761
78.761,N,0.708,N,79.469
79.469,N,0.692,N,80.161
80.161,N,0.694,N,80.856
80.856,N,0.700,N,81.556
81.556,N,0.694,N,82.250
82.250,N,0.711,N,82.961
82.961,N,0.678,N,83.639
83.639,N,0.697,N,84.336
84.336,N,0.683,N,85.019
85.019,N,0.692,N,85.711
85.711,N,0.692,N,86.403
86.403,N,0.694,N,87.097
87.097,N,0.678,N,87.775
87.775,N,0.689,N,88.464
88.464,N,0.692,N,89.156
89.156,N,0.689,N,89.844
89.844,N,0.694,N,90.539
90.539,N,0.675,N,91.214
91.214,N,0.683,N,91.897
91.897,N,0.694,N,92.592
92.592,N,0.689,N,93.281
93.281,N,0.692,N,93.972
93.972,N,0.694,N,94.667
94.667,N,0.675,N,95.342
