t0,b0,t1,b1,sec
0.967,N,1.094,N,2.061
2.061,N,1.147,N,3.208
3.208,N,1.169,N,4.378
4.378,N,1.122,N,5.500
5.500,N,1.069,N,6.569
6.569,N,1.089,N,7.658
7.658,N,1.139,N,8.797
8.797,N,1.172,N,9.969
9.969,N,1.158,N,11.128
11.128,N,1.094,N,12.222
12.222,N,1.108,N,13.331
13.331,N,1.114,N,14.444
14.444,N,1.147,N,15.592
15.592,N,1.117,N,16.708
16.708,N,1.086,N,17.794
17.794,N,1.089,N,18.883
18.883,N,1.092,N,19.975
19.975,N,1.156,N,21.131
21.131,N,1.206,N,22.336
22.336,N,1.167,N,23.503
23.503,N,1.100,N,24.603
24.603,N,1.119,N,25.722
25.722,N,1.158,N,26.881
26.881,N,1.200,N,28.081
28.081,N,0.658,V,28.739
28.739,V,1.539,N,30.278
30.278,N,1.083,N,31.361
31.361,N,1.086,N,32.447
32.447,N,1.131,N,33.578
33.578,N,1.133,N,34.711
34.711,N,1.083,N,35.794
35.794,N,1.092,N,36.886
36.886,N,1.100,N,37.986
37.986,N,1.167,N,39.153
39.153,N,1.192,N,40.344
40.344,N,1.181,N,41.525
41.525,N,1.122,N,42.647
42.647,N,1.119,N,43.767
43.767,N,1.167,N,44.933
44.933,N,1.203,N,46.136
46.136,N,1.150,N,47.286
47.286,N,1.072,N,48.358
48.358,N,1.064,N,49.422
49.422,N,1.117,N,50.539
50.539,N,1.161,N,51.700
51.700,N,1.094,N,52.794
52.794,N,1.094,N,53.889
53.889,N,1.081,N,54.969
54.969,N,1.117,N,56.086
56.086,N,1.164,N,57.250
57.250,N,1.181,N,58.431
58.431,N,1.181,N,59.611
59.611,N,1.108,N,60.719
60.719,N,1.103,N,61.822
61.822,N,1.181,N,63.003
63.003,N,1.189,N,64.192
64.192,N,1.167,N,65.358
65.358,N,1.111,N,66.469
66.469,N,1.114,N,67.583
67.583,N,1.183,N,68.767
68.767,N,1.181,N,69.947
69.947,N,1.139,N,71.086
71.086,N,1.092,N,72.178
72.178,N,1.083,N,73.261
73.261,N,1.122,N,74.383
74.383,N,1.172,N,75.556
75.556,N,1.158,N,76.714
76.714,N,1.147,N,77.861
77.861,N,1.094,N,78.956
78.956,N,1.108,N,80.064
80.064,N,1.172,N,81.236
81.236,N,1.197,N,82.433
82.433,N,1.153,N,83.586
83.586,N,1.106,N,84.692
84.692,N,1.103,N,85.794
85.794,N,1.222,N,87.017
87.017,N,1.186,N,88.203
88.203,N,1.100,N,89.303
89.303,N,1.067,N,90.369
90.369,N,1.067,N,91.436
91.436,N,1.083,N,92.519
92.519,N,1.117,N,93.636
93.636,N,1.103,N,94.739
94.739,N,1.103,N,95.842
95.842,N,1.072,N,96.914
96.914,N,1.081,N,97.994
97.994,N,1.147,N,99.142
99.142,N,1.169,N,100.311
100.311,N,1.144,N,101.456
101.456,N,1.069,N,102.525
102.525,N,1.064,N,103.589
103.589,N,1.136,N,104.725
104.725,N,1.153,N,105.878
105.878,N,1.131,N,107.008
107.008,N,1.114,N,108.122
108.122,N,1.089,N,109.211
109.211,N,1.147,N,110.358
110.358,N,1.183,N,111.542
111.542,N,1.158,N,112.700
112.700,N,1.128,N,113.828
113.828,N,1.086,N,114.914
114.914,N,1.081,N,115.994
115.994,N,1.136,N,117.131
117.131,N,1.150,N,118.281
118.281,N,1.147,N,119.428
119.428,N,1.089,N,120.517
120.517,N,1.089,N,121.606
121.606,N,1.142,N,122.747
122.747,N,1.189,N,123.936
123.936,N,1.147,N,125.083
