t0,b0,t1,b1,sec
0.975,N,1.036,N,2.011
2.011,N,1.006,N,3.017
3.017,N,1.006,N,4.022
4.022,N,1.058,N,5.081
5.081,N,1.022,N,6.103
6.103,N,1.039,N,7.142
7.142,N,0.964,N,8.106
8.106,N,0.878,N,8.983
8.983,N,0.936,N,9.919
9.919,N,1.000,N,10.919
10.919,N,0.972,N,11.892
11.892,N,0.919,N,12.811
12.811,N,0.931,N,13.742
13.742,N,0.856,N,14.597
14.597,N,0.842,N,15.439
15.439,N,0.847,N,16.286
16.286,N,0.864,N,17.150
17.150,N,0.828,N,17.978
17.978,N,0.792,N,18.769
18.769,N,0.800,N,19.569
19.569,N,0.808,N,20.378
20.378,N,0.775,N,21.153
21.153,N,0.783,N,21.936
21.936,N,0.794,N,22.731
22.731,N,0.811,N,23.542
23.542,N,0.786,N,24.328
24.328,N,0.742,N,25.069
25.069,N,0.683,N,25.753
25.753,N,0.683,N,26.436
26.436,N,0.700,N,27.136
27.136,N,0.747,N,27.883
27.883,N,0.769,N,28.653
28.653,N,0.744,N,29.397
29.397,N,0.839,N,30.236
30.236,N,0.997,N,31.233
31.233,N,0.956,N,32.189
32.189,N,0.964,N,33.153
33.153,N,0.978,N,34.131
34.131,N,1.006,N,35.136
35.136,N,0.978,N,36.114
36.114,N,0.883,N,36.997
36.997,N,0.828,N,37.825
37.825,N,0.836,N,38.661
38.661,N,0.858,N,39.519
39.519,N,0.936,N,40.456
40.456,N,0.942,N,41.397
41.397,N,0.911,N,42.308
42.308,N,0.917,N,43.225
43.225,N,0.942,N,44.167
44.167,N,0.958,N,45.125
45.125,N,1.000,N,46.125
46.125,N,1.092,N,47.217
47.217,N,0.989,N,48.206
48.206,N,0.964,N,49.169
49.169,N,0.903,N,50.072
50.072,N,0.853,N,50.925
50.925,N,0.864,N,51.789
51.789,N,0.889,N,52.678
52.678,N,0.864,N,53.542
53.542,N,0.844,N,54.386
54.386,N,0.806,N,55.192
55.192,N,0.742,N,55.933
55.933,N,0.750,N,56.683
56.683,N,0.789,N,57.472
57.472,N,0.831,N,58.303
58.303,N,0.864,N,59.167
59.167,N,0.936,N,60.103
60.103,N,1.031,N,61.133
61.133,N,0.989,N,62.122
62.122,N,0.903,N,63.025
63.025,N,0.908,N,63.933
63.933,N,0.967,N,64.900
64.900,N,0.986,N,65.886
65.886,N,0.914,N,66.800
66.800,N,0.872,N,67.672
67.672,N,0.892,N,68.564
68.564,N,0.908,N,69.472
69.472,N,0.911,N,70.383
70.383,N,0.997,N,71.381
71.381,N,1.031,N,72.411
72.411,N,1.017,N,73.428
73.428,N,0.981,N,74.408
74.408,N,0.975,N,75.383
