t0,b0,t1,b1,sec
0.525,N,1.136,N,1.661
1.661,N,1.133,N,2.794
2.794,N,1.117,N,3.911
3.911,N,1.183,N,5.094
5.094,N,1.153,N,6.247
6.247,N,1.189,N,7.436
7.436,N,1.189,N,8.625
8.625,N,1.178,N,9.803
9.803,N,1.192,N,10.994
10.994,N,1.178,N,12.172
12.172,N,1.161,N,13.333
13.333,N,1.219,N,14.553
14.553,N,1.206,N,15.758
15.758,N,1.181,N,16.939
16.939,N,1.256,N,18.194
18.194,N,1.203,N,19.397
19.397,N,1.244,N,20.642
20.642,N,1.222,N,21.864
21.864,N,1.247,N,23.111
23.111,N,1.244,N,24.356
24.356,N,1.225,N,25.581
25.581,N,1.225,N,26.806
26.806,N,1.192,N,27.997
27.997,N,1.222,N,29.219
29.219,N,1.139,N,30.358
30.358,N,1.158,N,31.517
31.517,N,1.150,N,32.667
32.667,N,1.164,N,33.831
33.831,N,1.231,N,35.061
35.061,N,1.231,N,36.292
36.292,N,1.211,N,37.503
37.503,N,1.258,N,38.761
38.761,N,1.206,N,39.967
39.967,N,1.258,N,41.225
41.225,N,1.228,N,42.453
42.453,N,1.197,N,43.650
43.650,N,1.217,N,44.867
44.867,N,1.189,N,46.056
46.056,N,1.228,N,47.283
47.283,N,1.194,N,48.478
48.478,N,1.219,N,49.697
49.697,N,1.267,N,50.964
50.964,N,1.186,N,52.150
52.150,N,1.256,N,53.406
53.406,N,1.244,N,54.650
54.650,N,1.203,N,55.853
55.853,N,1.211,N,57.064
57.064,N,1.222,N,58.286
58.286,N,1.214,N,59.500
59.500,N,1.208,N,60.708
60.708,N,1.233,N,61.942
61.942,N,1.211,N,63.153
63.153,N,1.211,N,64.364
64.364,N,1.242,N,65.606
65.606,N,1.192,N,66.797
66.797,N,1.225,N,68.022
68.022,N,1.153,N,69.175
69.175,N,1.200,N,70.375
70.375,N,1.169,N,71.544
71.544,N,1.156,N,72.700
72.700,N,1.225,N,73.925
73.925,N,1.175,N,75.100
75.100,N,1.222,N,76.322
76.322,N,1.167,N,77.489
77.489,N,1.225,N,78.714
78.714,N,1.225,N,79.939
79.939,N,1.178,N,81.117
81.117,N,1.236,N,82.353
82.353,N,1.119,N,83.472
83.472,N,1.211,N,84.683
84.683,N,1.178,N,85.861
85.861,N,1.208,N,87.069
87.069,N,1.228,N,88.297
88.297,N,1.231,N,89.528
89.528,N,1.261,N,90.789
90.789,N,1.203,N,91.992
91.992,N,1.258,N,93.250
93.250,N,1.208,N,94.458
94.458,N,1.253,N,95.711
95.711,N,1.203,N,96.914
96.914,N,1.219,N,98.133
98.133,N,1.200,N,99.333
99.333,N,1.181,N,100.514
100.514,N,1.233,N,101.747
101.747,N,1.219,N,102.967
102.967,N,1.206,N,104.172
104.172,N,1.228,N,105.400
105.400,N,1.194,N,106.594
106.594,N,1.189,N,107.783
107.783,N,1.161,N,108.944
108.944,N,1.222,N,110.167
110.167,N,1.178,N,111.344
111.344,N,1.200,N,112.544
112.544,N,1.225,N,113.769
113.769,N,1.203,N,114.972
114.972,N,1.219,N,116.192
116.192,N,1.175,N,117.367
117.367,N,1.225,N,118.592
118.592,N,1.175,N,119.767
119.767,N,1.186,N,120.953
120.953,N,1.181,N,122.133
122.133,N,1.150,N,123.283
123.283,N,1.192,N,124.475
124.475,N,1.164,N,125.639
125.639,N,1.203,N,126.842
126.842,N,1.194,N,128.036
128.036,N,1.194,N,129.231
129.231,N,1.236,N,130.467
130.467,N,1.194,N,131.661
131.661,N,1.183,N,132.844
132.844,N,1.214,N,134.058
134.058,N,1.186,N,135.244
135.244,N,1.239,N,136.483
136.483,N,1.214,N,137.697
137.697,N,1.208,N,138.906
138.906,N,1.203,N,140.108
140.108,N,1.175,N,141.283
141.283,N,1.222,N,142.506
142.506,N,1.164,N,143.669
143.669,N,1.192,N,144.861
144.861,N,1.186,N,146.047
146.047,N,1.131,N,147.178
147.178,N,1.197,N,148.375
148.375,N,1.181,N,149.556
149.556,N,1.189,N,150.744
150.744,N,1.189,N,151.933
151.933,N,1.192,N,153.125
153.125,N,1.206,N,154.331
154.331,N,1.189,N,155.519
155.519,N,1.156,N,156.675
156.675,N,1.175,N,157.850
157.850,N,1.161,N,159.011
159.011,N,1.156,N,160.167
160.167,N,1.228,N,161.394
161.394,N,1.206,N,162.600
162.600,N,1.289,N,163.889
163.889,N,1.236,N,165.125
165.125,N,1.256,N,166.381
166.381,N,1.233,N,167.614
167.614,N,1.233,N,168.847
168.847,N,1.261,N,170.108
170.108,N,1.219,N,171.328
171.328,N,1.264,N,172.592
172.592,N,1.203,N,173.794
173.794,N,1.236,N,175.031
175.031,N,1.181,N,176.211
176.211,N,1.200,N,177.411
177.411,N,1.200,N,178.611
178.611,N,1.153,N,179.764
179.764,N,1.172,N,180.936
180.936,N,1.189,N,182.125
182.125,N,1.139,N,183.264
183.264,N,1.181,N,184.444
184.444,N,1.164,N,185.608
185.608,N,1.194,N,186.803
186.803,N,1.164,N,187.967
187.967,N,1.181,N,189.147
189.147,N,1.206,N,190.353
190.353,N,1.136,N,191.489
191.489,N,1.192,N,192.681
192.681,N,1.189,N,193.869
193.869,N,1.175,N,195.044
195.044,N,1.225,N,196.269
196.269,N,1.156,N,197.425
197.425,N,1.208,N,198.633
198.633,N,1.161,N,199.794
199.794,N,1.203,N,200.997
200.997,N,1.203,N,202.200
202.200,N,1.172,N,203.372
203.372,N,1.219,N,204.592
204.592,N,1.189,N,205.781
205.781,N,1.206,N,206.986
206.986,N,1.214,N,208.200
208.200,N,1.178,N,209.378
209.378,N,1.183,N,210.561
210.561,N,1.156,N,211.717
211.717,N,1.158,N,212.875
212.875,N,1.203,N,214.078
214.078,N,1.128,N,215.206
215.206,N,1.175,N,216.381
216.381,N,1.172,N,217.553
217.553,N,1.128,N,218.681
218.681,N,1.167,N,219.847
219.847,N,1.133,N,220.981
220.981,N,1.156,N,222.136
222.136,N,1.144,N,223.281
223.281,N,1.147,N,224.428
224.428,N,1.197,N,225.625
225.625,N,1.156,N,226.781
226.781,N,1.197,N,227.978
227.978,N,1.172,N,229.150
229.150,N,1.203,N,230.353
230.353,N,1.175,N,231.528
231.528,N,1.181,N,232.708
232.708,N,1.194,N,233.903
233.903,N,1.169,N,235.072
235.072,N,1.156,N,236.228
236.228,N,1.181,N,237.408
237.408,N,1.144,N,238.553
238.553,N,1.181,N,239.733
239.733,N,1.167,N,240.900
240.900,N,1.197,N,242.097
242.097,N,1.211,N,243.308
243.308,N,1.192,N,244.500
244.500,N,1.256,N,245.756
245.756,N,1.186,N,246.942
246.942,N,1.208,N,248.150
248.150,N,1.203,N,249.353
249.353,N,1.178,N,250.531
250.531,N,1.239,N,251.769
251.769,N,1.183,N,252.953
252.953,N,1.231,N,254.183
254.183,N,1.183,N,255.367
255.367,N,1.244,N,256.611
256.611,N,1.231,N,257.842
257.842,N,1.225,N,259.067
259.067,N,1.203,N,260.269
260.269,N,1.231,N,261.500
261.500,N,1.203,N,262.703
262.703,N,1.189,N,263.892
263.892,N,1.211,N,265.103
265.103,N,1.147,N,266.250
266.250,N,1.200,N,267.450
267.450,N,1.178,N,268.628
268.628,N,1.178,N,269.806
269.806,N,1.189,N,270.994
270.994,N,1.156,N,272.150
272.150,N,1.183,N,273.333
